internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
162919,Octopoteuthis danae,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OCTOPOTEUTHIDAE,Octopoteuthis,danae,,,,,"Joubin, 1931",The species of this genus are poorly defined.
162920,Afrololigo mercatoris,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE,Afrololigo,mercatoris,,,,,"(Adam, 1941)","The type locality is Luderitz Bay, southwestern Africa, South Atlantic Ocean (Sweeney 2012)."
162922,Abralia spaercki,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE,Abralia,spaercki,,,,,"Grimpe, 1931","The relationship of this species with <span style=""font-style: italic;"">Abralia multihamata</span> is still undetermined (Tsuchiya 2009)."
162923,Loliolus uyii,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE,Loliolus,uyii,,,,,"(Wakiya &amp; Ishikawa,1921)","The type locality is the&#160;Bay of Kagoshima, Kii, Japan (Sweeney 2012). This species may be a junior synonym of <em>Loliolus sumatrensis</em>. This requires further research."
162924,Amphioctopus polyzenia,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Amphioctopus,polyzenia,,,,,"(Gray, 1849)",
162925,Histioteuthis heteropsis,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE,Histioteuthis,heteropsis,,,,,"(Berry, 1913)",
162926,Eucleoteuthis luminosa,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE,Eucleoteuthis,luminosa,,,,,"(Sasaki, 1915)",
162928,Octopoteuthis nielseni,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OCTOPOTEUTHIDAE,Octopoteuthis,nielseni,,,,,"Robson, 1948",The species of this genus are poorly defined.
162929,Muusoctopus normani,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE,Muusoctopus,normani,,,,,"(Massy, 1907)","Gleadall (2004) erected <span style=""font-style: italic;"">Muusoctopus</span> for <span style=""font-style: italic;"">Benthoctopus januarii</span> (Hoyle, 1885) on the grounds that <span style=""font-style: italic;"">Benthoctopus</span> was no longer valid because the type species has been recognised as a <span style=""font-style: italic;"">Bathypolypus</span>.&#160; We have placed all species previously assigned to <span style=""font-style: italic;"">Benthoctopus</span> in <span style=""font-style: italic;"">Muusoctopus</span> since preliminary genetic data provide no evidence that this group is polyphyletic (as has been previously suggested)."
162930,Gonatopsis borealis,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE,Gonatopsis,borealis,,,,,"Sasaki, 1923","This moderate sized species of squid appears to consist of large, slender and small body types (Kubodera 2006). The taxonomic status of these morphs have not been assessed (Kubodera 2006)."
162931,Gonatus madokai,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE,Gonatus,madokai,,,,,"Kubodera &amp; Okutani,1977",
162932,Octopus nanus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Octopus,nanus,,,,,"Adam, 1973",<p> </p><p>This species was removed from the genus<em>&#160;Octopus&#160;</em><em>sensu stricto</em>&#160;by Norman and Hochberg (2005) but has not been placed in another genus. Its genetic affinity remains unclear.</p>
162933,Abraliopsis pacificus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE,Abraliopsis,pacificus,,,,,"Tsuchiya &amp; Okutani,1990",
162934,Histioteuthis eltaninae,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE,Histioteuthis,eltaninae,,,,,"Voss, 1969",
162935,Pickfordiateuthis pulchella,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE,Pickfordiateuthis,pulchella,,,,,"Voss, 1953","The type locality is the Old Rhodes Key, Florida, Gulf of Mexico (Sweeney 2012)."
162937,Eledone palari,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ELEDONIDAE,Eledone,palari,,,,,"C.C. Lu &amp; Stranks, 1992",
162938,Stigmatoteuthis hoylei,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE,Stigmatoteuthis,hoylei,,,,,"(Goodrich, 1896)",
162939,Cirrothauma magna,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,CIRROTEUTHIDAE,Cirrothauma,magna,,,,,"(Hoyle, 1885)","<span style=""font-style: italic;""></span>This species is only known from four specimens. Hoyle (1885) described it on the basis of two specimens: one from off Valpariso (Chile) and the other from off the Crozet Islands. Robson (1932) considered the Crozet specimen to be a different species for which he erected <span style=""font-style: italic;"">Cirroteuthis hoylei</span>, now considered <span style=""font-style: italic;"">nomen dubium</span>. Further taxonomic work is required on this species before its true distribution can be elucidated. See also Guerra <span style=""font-style: italic;"">et al.</span> (1998) and Collins <span style=""font-style: italic;"">et al.</span> (2001)."
162940,Uroteuthis bengalensis,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE,Uroteuthis,bengalensis,,,,,"(Jothinayagam, 1987)","The type locality is off&#160;Madras, Bay of Bengal, India (Sweeney 2012)."
162941,Cranchia scabra,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE,Cranchia,scabra,,,,,"Leach, 1817","This is the only species in the genus <span style=""font-style: italic;"">Cranchia</span>."
162942,Taonius pavo,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE,Taonius,pavo,,,,,"(Lesueur, 1821)","This genus contains at least three species (<span style=""font-style: italic;"">Taonius borealis</span>, <span style=""font-style: italic;"">Taonius pavo</span> and <span style=""font-style: italic;"">Taonius belone</span>) (Young and Mangold 2009), although Voss and co-workers (1992) suggest as many as five species may occur."
162943,Mastigoteuthis famelica,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,MASTIGOTEUTHIDAE,Mastigoteuthis,famelica,,,,,"(Berry, 1909)",This is one of the most taxonomically confused families of squid.
162944,Brachioteuthis behnii,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,BRACHIOTEUTHIDAE,Brachioteuthis,behnii,,,,,"(Steenstrup, 1882)","The validity of this species has been questioned (Nesis 1987, Roper and Jereb 2010)."
162945,Histioteuthis meleagroteuthis,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE,Histioteuthis,meleagroteuthis,,,,,"(Chun, 1910)",
162946,Opisthoteuthis medusoides,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE,Opisthoteuthis,medusoides,,,,,"Thiele in Chun, 1915","<span style=""font-style: italic;""></span>This species was described from two poorly preserved individuals. A redescription is needed to resolve taxonomic issues (Young and Vecchione 2003). The type locality is 6°39.1'S, 39°30.8'E, 400 m, near Dar es Salaam, Tanzania,  western Indian Ocean, off east African coast (400 m)."
162948,Liguriella podophthalma,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE,Liguriella,podophthalma,,,,,"Issel, 1908","This is currently the only species in the genus, however, Voss <span style=""font-style: italic;"">et al.</span> (1992) suggest that it may consist of two or more species and that this currently recognized cosmopolitan species may in fact be a species complex."
162950,Gonatus onyx,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE,Gonatus,onyx,,,,,"Young, 1972",
162951,Abraliopsis chuni,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE,Abraliopsis,chuni,,,,,"Nesis, 1982","According to Tsuchiya (2009) ""<span style=""font-style: italic;"">Abraliopsis chuni </span>is based on the illustration of the  enoploteuthid squid from the Indian North Equatorial Current in Chun  (1910). Details of morphology and distribution are still unertain. Chun (1910) redescribed <span style=""font-style: italic;"">Abraliopsis morisii </span> (Vérany, 1839) from Atlantic and Indian Ocean specimens. The  illustrations accompanying the text clearly show that more than one  species was included in the description. Subsequently, Nesis (1982)  named, on the basis of these illustrations, two new species of <span style=""font-style: italic;"">Abraliopsis</span> (i.e., <span style=""font-style: italic;"">A. atlantica</span> and <span style=""font-style: italic;"">A. chuni</span>)."""
162952,Grimalditeuthis bonplandi,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CHIROTEUTHIDAE,Grimalditeuthis,bonplandi,,,,,"(Verany, 1839)","This is the only member of the genus <span style=""font-style: italic;"">Grimalditeuthis</span>."
162953,Galiteuthis pacifica,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE,Galiteuthis,pacifica,,,,,"(Robson, 1948)",
162954,Hapalochlaena maculosa,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Hapalochlaena,maculosa,,,,,"(Hoyle, 1883)",
162955,Bathypolypus arcticus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,BATHYPOLYPODIDAE,Bathypolypus,arcticus,,,,,"(Prosch, 1847)",This species was redescribed by Muus (2002)
162956,Brachioteuthis picta,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,BRACHIOTEUTHIDAE,Brachioteuthis,picta,,,,,"Chun, 1910",
162957,Bathypolypus valdiviae,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,BATHYPOLYPODIDAE,Bathypolypus,valdiviae,,,,,"(Thiele in Chun, 1915)",
162958,Enteroctopus dofleini,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE,Enteroctopus,dofleini,,,,,"(Wülker, 1910)",
162959,Dosidicus gigas,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE,Dosidicus,gigas,,,,,"(D'Orbigny, 1835)","<span style=""font-style: italic;"">D. gigas</span> is a well defined species that cannot be confused with any other squid. Within its geographic range, however, there is great variation in the size and age at maturity and size frequency distribution. But there is no evidence at present (2009) that any subpopulations are genetically distinct although Nigmatullin <em>et al.</em>&#160;(2001) suggest that they may be separate stocks."
162961,Joubiniteuthis portieri,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,JOUBINITEUTHIDAE,Joubiniteuthis,portieri,,,,,"(Joubin, 1916)",This is the only species in the family Joubiniteuthidae (Young 2008).
162962,Planctoteuthis oligobessa,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CHIROTEUTHIDAE,Planctoteuthis,oligobessa,,,,,"Young, 1972",
162963,Muusoctopus pseudonymus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ENTEROCTOPODIDAE,Muusoctopus,pseudonymus,,,,,"(Grimpe, 1922)","Gleadall (2004) erected <span style=""font-style: italic;"">Muusoctopus</span> for <span style=""font-style: italic;"">Benthoctopus januarii</span> (Hoyle 1885) on the grounds that <span style=""font-style: italic;"">Benthoctopus</span> was no longer valid because the type species has been recognised as a <span style=""font-style: italic;"">Bathypolypus</span>. We have placed all species previously assigned to <span style=""font-style: italic;"">Benthoctopus</span> in <span style=""font-style: italic;"">Muusoctopus</span> since preliminary genetic data provide no evidence that this group is polyphyletic (as has been previously suggested).<br/><br/>There are taxonomic issues surrounding this species. Only the holotype can be confirmed as this species. It is possibly a junior synonym of <span style=""font-style: italic;"">Muusoctopus normani</span> (Massy 1907) but there is considerable distance between the known distributions (separated by deep water). Furthermore, although it shares the small suckers and VV funnel organ, its gill lamellae counts are marginally outside those of <em>M. normani</em>.&#160; It is likely a valid but poorly known species."
162964,Enoploteuthis semilineata,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE,Enoploteuthis,semilineata,,,,,"Alexeyev, 1994","This species is similar in appearance and photophore arrangement to <span style=""font-style: italic;"">Enoploteuthis chuni</span> and <span style=""font-style: italic;"">Enoploteuthis galaxias</span> which also occur in the Pacific<span style=""font-style: italic;""> </span>(Tsuchiya 2000). Its taxonomic status in regard to <span style=""font-style: italic;"">E. galaxias</span> is uncertain (Tsuchiya 2000)."
162966,Graneledone challengeri,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,MEGALELEDONIDAE,Graneledone,challengeri,,,,,"(Berry, 1916)",
162967,Opisthoteuthis robsoni,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE,Opisthoteuthis,robsoni,,,,,"O’Shea, 1999","<span style=""font-style: italic;""></span>This species is known from four male specimens only (O'Shea <span style=""font-style: italic;"">et al</span>. 2003). In general morphology it is similar to <span style=""font-style: italic;"">O. chathamensis</span> and <span style=""font-style: italic;"">O. mero</span>, but differs notably from them in anatomy (O'Shea 1998)<br/><span class=""authority""><span class=""url""></span>"
162968,Enoploteuthis anapsis,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE,Enoploteuthis,anapsis,,,,,"Roper, 1964",
162969,Uroteuthis duvauceli,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE,Uroteuthis,duvauceli,,,,,"(d'Orbigny, 1835 in Ferussac &amp; d'Orbigny, 1834-1848)","The syntypes that are not extant were from&#160;India, Sumatra (Sweeney 2012)&#160;and possibly other places. This species may be a species complex (Jereb <em>et al</em>.&#160;2010)."
162971,Amphioctopus neglectus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Amphioctopus,neglectus,,,,,"(Nateewathana &amp; Norman, 1999)",
162972,Megalocranchia oceanica,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE,Megalocranchia,oceanica,,,,,"(Voss, 1960)","Currently three nominal taxa are recognised in the genus (<span style=""font-style: italic;"">Megalocranchia fisheri</span>, <span style=""font-style: italic;"">M. maxima</span>, <span style=""font-style: italic;"">M. oceanica</span>), although Voss <span style=""font-style: italic;"">et al.</span> (1992) suggest that six species may occur."
162973,Pickfordiateuthis vossi,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE,Pickfordiateuthis,vossi,,,,,"Brakoniecki, 1996","The type locality is&#160;Bahia Magdelena, Mexico at 24.6<sup>o&#160;</sup>N, 112.1<sup>o&#160;</sup>W (Sweeney 2012)."
162974,Octopus mimus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Octopus,mimus,,,,,"Gould, 1852",The genus&#160;<em>Octopus&#160;</em>is currently under taxonomic revision. It is for this reason that the species originally treated under the genus name&#160;<em>Octopus</em><strong>&#160;</strong>have provisionally remained as such until they are reviewed.
162975,Hapalochlaena fasciata,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Hapalochlaena,fasciata,,,,,"(Hoyle, 1886)",
162976,Octopus campbelli,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Octopus,campbelli,,,,,"Smith, 1902",<p> </p><p>This species was removed from the genus<em>&#160;Octopus&#160;</em>sensu stricto&#160;by Norman and Hochberg (2005) but has not been placed in another genus. Its genetic affinity remains unclear.</p>
162977,Cirroctopus glacialis,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,CIRROCTOPODIDAE,Cirroctopus,glacialis,,,,,"(Robson, 1930)","<strong style=""font-weight: normal;""><em></em></strong>This species was originally described as <span style=""font-style: italic;"">Cirroteuthis glacialis</span> Robson, 1930 from the Schollaert Channel, Palmer Archipelago; 64°21'S, 62°58'W. 			 O'Shea (1999) raises the possibility that <span style=""font-style: italic;"">Cirroctopus antarctica</span> (Kubodera and Okutani, 1986), from 62° 59'S, 62° 09'W, 804 m depth, may be a junior synonym of <span style=""font-style: italic;"">Cirroctopus glacialis</span>. Collins and Villanueva (2006), however, point out that the description of the beaks given by Vecchione <span style=""font-style: italic;"">et al. </span>(1998) for <span style=""font-style: italic;"">C. glacialis</span> suggests that these species may be distinct. We retain them as separate species for now. It is possible that all Antarctic&#160;<span style=""font-style: italic;"">Cirroctopus</span> specimens pertain to a single species. In this case,&#160;<span style=""font-style: italic;"">C. mawsoni</span>&#160;would have precedence over and be the senior synonym of&#160;<span style=""font-style: italic;"">C. antarctica</span>&#160;and&#160;<span style=""font-style: italic;"">C. glacialis</span>.<br/><br/><br/><a href=""/en/person/id1/""></a>"
162978,Amphioctopus siamensis,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Amphioctopus,siamensis,,,,,"(Nateewathana &amp; Norman, 1999)",
162979,Teuthowenia maculata,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,CRANCHIIDAE,Teuthowenia,maculata,,,,,"(Leach, 1817)",
162980,Mastigoteuthis psychrophila,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,MASTIGOTEUTHIDAE,Mastigoteuthis,psychrophila,,,,,"Nesis, 1977","This species forms part of the <span style=""font-style: italic;"">Mastigoteuthis agassizii</span> species group that is based on morphological similarities (Vecchione <span style=""font-style: italic;"">et al.</span> 2007). It is currently composed of three species: <span style=""font-style: italic;"">Mastigoteuthis agassizii</span>, from tropical to temperate regions of the Atlantic,&#160;<span style=""font-style: italic;"">M. dentata</span>, from tropical to temperate regions of the Indo-Pacific, and <span style=""font-style: italic;"">M. psychrophila</span> from Southern Ocean (Young and Vecchione 2007). This species is similar in appearance to both <span style=""font-style: italic;"">M. agassizii</span> and <span style=""font-style: italic;"">M. dentata</span> (Young and Vecchione 2007)."
162981,Uroteuthis edulis,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE,Uroteuthis,edulis,,,,,"(Hoyle, 1885)","The holotype was purchased in the market&#160;at Yokohama, Japan (Sweeney 2012). &#160;Marked polymorphism has been noted in this species and it is possible that it comprises a suite of cryptic species (Chotiyaputta <em>et al.</em> 1992;&#160;Jereb <em>et al</em>.&#160;2010)."
162982,Abraliopsis tui,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE,Abraliopsis,tui,,,,,"Riddell, 1985",
162983,Octopus verrucosus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Octopus,verrucosus,,,,,"Joyle, 1885",The genus&#160;<em>Octopus</em>&#160;is currently under taxonomic revision. It is for this reason that the species originally treated under the genus name&#160;<em>Octopus</em>&#160;have provisionally remained as such until they are reviewed.
162984,Abralia heminuchalis,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE,Abralia,heminuchalis,,,,,"Burgess, 1992","This species is very similar in appearance to <span style=""font-style: italic;"">Abralia siedleckyi</span> and may be its junior synonym (Tsuchiya and Young 2009)."
162985,Doryteuthis ocula,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE,Doryteuthis,ocula,,,,,"(Cohen, 1976)","The type locality is the Caribbean Sea, Western Atlantic Ocean 22°&#160;59' N, 78°&#160;43' W (Sweeney 2012)."
162986,Japetella diaphana,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,AMPHITRETIDAE,Japetella,diaphana,,,,,"Hoyle, 1885","Following Young (2008), we herein treat <span style=""font-style: italic;"">Dorsopsis taningi</span> Thore, 1949 and <span style=""font-style: italic;"">Eledonella heathi</span> Berry, 1911 as junior synonyms of <span style=""font-style: italic;"">Japatella diaphana</span>. The type locality of <span style=""font-style: italic;"">D. taningi</span> is 13<sup>o</sup>31' N 18<sup>o</sup>03'W (off The Gambia), that of <span style=""font-style: italic;"">E. heathi</span> is Albatross Station 4393 near San Diego, California, whilst that of the <span style=""font-style: italic;"">J. diaphana</span> is north of Papua New Guinea (0<sup>o</sup>42'S 147<sup>o</sup>E). Molecular work may eventually show that <span style=""font-style: italic;"">Japatella</span> comprises more than one species, but there is insufficient evidence currently to support this."
162987,Euaxoctopus scalenus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Euaxoctopus,scalenus,,,,,"(Hoyle, 1904)",
162988,Vitreledonella richardi,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,AMPHITRETIDAE,Vitreledonella,richardi,,,,,"Joubin, 1918","Thore (1949) moved to place <span style=""font-style: italic;"">V. alberti</span> Joubin, 1924, <span style=""font-style: italic;"">V. ingeborgae</span> Joubin, 1929 and <span style=""font-style: italic;"">V. translucida</span> Robson, 1930 into the synonymy of <span style=""font-style: italic;"">V. richardi</span> after examination of these and 113 specimens of various sizes caught during the Dana expeditions."
162989,Octopus wolfi,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Octopus,wolfi,,,,,"Wülker, 1913",<p> </p><p>This species was removed from the genus<em>&#160;Octopus&#160;</em><em>sensu stricto</em>&#160;by Norman and Hochberg (2005) but has not been placed in another genus. Its genetic affinity remains unclear.</p>
162990,Eledone caparti,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,ELEDONIDAE,Eledone,caparti,,,,,"Adam, 1950",
162991,Octopus pallidus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Octopus,pallidus,,,,,"Hoyle, 1885",<p>This species was removed from the genus<em>&#160;Octopus&#160;</em>sensu stricto&#160;by Norman and Hochberg (2005) but has not been placed in another genus. Its genetic affinity remains unclear.</p>
162992,Grimpella thaumastocheir,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Grimpella,thaumastocheir,,,,,"Robson, 1928",This species is the only representative of this monospecific taxon.
162994,Gonatus californiensis,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,GONATIDAE,Gonatus,californiensis,,,,,"Young, 1972",
162996,Onykia carriboea,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ONYCHOTEUTHIDAE,Onykia,carriboea,,,,,"Lesueur, 1821","This species is known only from small juveniles which makes it difficult to distinguish from other <span style=""font-style: italic;"">Onykia</span> species (Vecchione <span style=""font-style: italic;"">et al.</span> 2003). Subadult <span style=""font-style: italic;"">Onykia robsoni</span> taken in the Gulf of Mexico are likely to synonymous with <span style=""font-style: italic;"">O. carriboea</span> (Vecchione <span style=""font-style: italic;"">et al.</span> 2003)."
162997,Doryteuthis opalescens,ANIMALIA,MOLLUSCA,CEPHALOPODA,MYOPSIDA,LOLIGINIDAE,Doryteuthis,opalescens,,,,,"(Berry, 1911)",The type locality is in Puget Sound in the eastern North Pacific (Sweeney 2012).
162998,Octopus pumilus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Octopus,pumilus,,,,,"Norman &amp; Sweeney, 1997",<p> </p><p>This species was removed from the genus<em>&#160;Octopus&#160;sensu stricto</em>&#160;by Norman and Hochberg (2005) but has not been placed in another genus. Its genetic affinity remains unclear.</p>
162999,Notonykia africanae,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ONYCHOTEUTHIDAE,Notonykia,africanae,,,,,"Nesis, Roeleveld &amp; Nikitina, 1998",
163002,Illex illecebrosus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE,Illex,illecebrosus,,,,,"(Lesueur, 1821)",
163003,Opisthoteuthis japonica,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE,Opisthoteuthis,japonica,,,,,"Taki, 1962","<span style=""font-style: italic;""></span>Collins and Villanueva (2006) suggest that the status of this species is unclear and that an updated classification of the <span style=""font-style: italic;"">Opisthoteuthis</span> in the North Pacific is needed.&#160; The species is similar to <span style=""font-style: italic;"">O. albatrossi </span>(Collins and Villanueva 2006)."
163004,Octopus bimaculoides,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Octopus,bimaculoides,,,,,"Pickford &amp; McConnaughey, 1949",The genus <em>Octopus </em>is currently under taxonomic revision. It is for this reason that the species originally treated under the genus name <em>Octopus</em><strong> </strong>have provisionally remained as such until they are reviewed.
163006,Octopus maya,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Octopus,maya,,,,,"Voss &amp; Solis, 1966",The genus&#160;<em>Octopus&#160;</em>is currently under taxonomic revision. It is for this reason that the species originally treated under the genus name&#160;<em>Octopus</em><strong>&#160;</strong>have provisionally remained as such until they are reviewed.
163007,Bathyteuthis bacidifera,ANIMALIA,MOLLUSCA,CEPHALOPODA,BATHYTEUTHIDA,BATHYTEUTHIDAE,Bathyteuthis,bacidifera,,,,,"Roper, 1968",
163008,Lycoteuthis lorigera,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,LYCOTEUTHIDAE,Lycoteuthis,lorigera,,,,,"(Steenstrup, 1875)","Females of this species are identical to female <span style=""font-style: italic;"">Lycoteuthis springeri</span> (Vecchione and Young 1999). Based on geographic distribution and morphological similarity, it is currently considered that <span style=""font-style: italic;"">Lycoteuthis diadema</span> is synonmous with <span style=""font-style: italic;"">L. lorigera</span> (Vecchione and Young 2008)."
163009,Macrotritopus scorpio,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Macrotritopus,scorpio,,,,,"(Berry, 1920)",This species is only known from planktonic larvae which means its taxonomic status is not fully resolved.
163010,Paroctopus digueti,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Paroctopus,digueti,,,,,"Perrier &amp; Rochebrune, 1894",
163011,Cirrothauma murrayi,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,CIRROTEUTHIDAE,Cirrothauma,murrayi,,,,,"Chun, 1911","<span style=""font-style: italic;"">Cirrothauma murrayi</span> Chun, 1911 is the type species of the genus <span style=""font-style: italic;"">Cirrothauma</span>."
163012,Grimpoteuthis tuftsi,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OPISTHOTEUTHIDAE,Grimpoteuthis,tuftsi,,,,,"Voss &amp; Pearcy, 1990","<span style=""font-style: italic;""></span>This species was described as <span style=""font-style: italic;"">Grimpoteuthis tuftsi</span> Voss and  Pearcy 1990. It is known only from the type series of seven specimens all collected on the Tufts Abyssal Plain off Oregon, USA. The type locality is at 45°05.2'N, 134°43.4'W. O’Shea (1999) and O’Shea and Lu (2002) suggested that <span style=""font-style: italic;"">G. tuftsi</span> should be included in <span style=""font-style: italic;"">Luteuthis,</span> but we follow Collins and Villanueva (2006) and consider it a species of <em>Grimpoteuthis</em>. The Atlantic abyssal species&#160;<span style=""font-style: italic;"">G. challengeri</span> Collins, 2003 is very similar. Both species possess a radula (Collins and Villanueva 2006), a feature that is generally absent in grimpoteuthid species, and may be closely related."
