internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
185050,Willemoesia forceps,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Willemoesia,forceps,,,,,"A. Milne-Edwards, 1880",
185051,Enoplometopus crosnieri,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ENOPLOMETOPIDAE,Enoplometopus,crosnieri,,,,,"Chan &amp; Yu, 1998",
185052,Enoplometopus voigtmanni,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ENOPLOMETOPIDAE,Enoplometopus,voigtmanni,,,,,"Türkay, 1989",
185053,Enoplometopus pictus,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ENOPLOMETOPIDAE,Enoplometopus,pictus,,,,,"A. Milne-Edwards, 1862",
185054,Willemoesia leptodactyla,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Willemoesia,leptodactyla,,,,,"(Thomson, 1873)",
185055,Homeryon asper,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Homeryon,asper,,,,,"(Rathbun, 1906)",
185056,Thenus parindicus,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Thenus,parindicus,,,,,"Burton &amp; Davie, 2007",
185063,Metanephrops taiwanicus,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,NEPHROPIDAE,Metanephrops,taiwanicus,,,,,"(Hu, 1983)","Chan <em>et al.</em> (2009) recently showed that the  banded and non-banded forms of <em>Metanephrops thomsoni</em> were  widely genetically divergent. The banded (widespread) form is now  treated as a distinct species and named after a recent fossil, <em>Wongastacia  taiwanica </em>Hu, 1983 (see also Tshudy <em>et al. </em>2007)."
185064,Stereomastis auriculata,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Stereomastis,auriculata,,,,,"(Bate, 1878)",
185065,Nephropsis serrata,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,NEPHROPIDAE,Nephropsis,serrata,,,,,"Macpherson, 1993",This species is very similar to <em>N. stewarti</em> and they often occur together (Chan 1997).
185066,Polycheles coccifer,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Polycheles,coccifer,,,,,"Galil, 2000",
185067,Polycheles tanneri,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Polycheles,tanneri,,,,,"Faxon, 1893",
185068,Eunephrops luckhursti,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,NEPHROPIDAE,Eunephrops,luckhursti,,,,,"Manning, 1997",
185069,Stereomastis galil,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Stereomastis,galil,,,,,"(Ahyong &amp; Brown, 2002)",
185070,Petrarctus holthuisi,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Petrarctus,holthuisi,,,,,"Yang, Chen &amp; Chan, 2008",
185071,Polycheles kermadecensis,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Polycheles,kermadecensis,,,,,"(Sund, 1920)",
186106,Acantholabrus palloni,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Acantholabrus,palloni,,,,,"(Risso, 1810)",
187368,Bodianus dictynna,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,dictynna,,,,,"Gomon, 2006",For taxonomic treatment see Gomon (2006).  <em>Bodianus dictynna </em>was long thought to be conspecific with <em>B. diana</em> but the two are separable on colour pattern (B. Russell pers. comm.. 2008).
187369,Choerodon gomoni,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,gomoni,,,,,"Allen &amp; Randall, 2002",
187370,Halichoeres pardaleocephalus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,pardaleocephalus,,,,,"(Bleeker, 1849)",
187371,Choerodon margaritiferus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,margaritiferus,,,,,"Fowler &amp; Bean, 1928",
187372,Coris nigrotaenia,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,nigrotaenia,,,,,"Mee &amp; Hare, 1995",
187373,Hemigymnus fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Hemigymnus,fasciatus,,,,,"(Bloch, 1792)",<i>Hemigymnus sexfasciatus </i>is almost certainly a valid Red Sea endemic and sister species of <i>H. fasciatus </i>(Kuiter 2002). Color differences are significant and consistent and Kuiter's color photos make a convincing argument. <i>H. sexfaciatus</i> is not recognized by Parenti and Randall (2000) (J.H. Choat pers. comm.. 2008). A detailed comparison of specimens and genetic material is needed (R. Myers pers. comm.. 2008).
187374,Bodianus tanyokidus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,tanyokidus,,,,,"Gomon &amp; Madden, 1981",For taxonomic treatment see Gomon and Madden (1981) and Gomon (2006).
187375,Leptojulis lambdastigma,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Leptojulis,lambdastigma,,,,,"Randall &amp; Ferraris, 1981",
187376,Xyrichtys rajagopalani,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Xyrichtys,rajagopalani,,,,,"Venkataramanujam, Venkataramani &amp; Ramanathan, 1987",<em>Xyrichtys rajapolani </em> and <em>Xyrichtys javanicus </em> probably belong in the genus Iniistius based on Randall narrowly defining the Indo-Pacific Xyrichtys to a few species allied to <em>X. woodi </em>(R. Myers pers. comm.. 2008).
187377,Thalassoma sanctaehelenae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,sanctaehelenae,,,,,"(Valenciennes, 1839)","<i>Thalassoma sanctahelenae </i>and <i>T. ascensionis</i> have previously been regarded by some authors as being synonymous (Gomon and Forsyth 1990), but they are in fact good species, as confirmed by the genetic studies of Bernardi <i>et al.</i>  (2004) and Castagliola <i>et al.</i>  (2004)."
187378,Bodianus opercularis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,opercularis,,,,,"(Guichenot, 1847)",For taxonomic treatment see Gomon (2006).
187379,Coris variegata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,variegata,,,,,"(Rüppell, 1835)",This name has been wrongly used in the past for the Indo-West Pacific species <i>C. batuensis </i>(D. Pollard pers. comm.. 2008).
187380,Iniistius cyanifrons,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Iniistius,cyanifrons,,,,,"(Valenciennes, 1840)","There is some taxonomic confusion between the species under Xyrichtys and Iniistius. The genus Iniistius has been considered a synonym of Xyrichtys by some authors but it is now recognized as a separate genus, distinct from Xyrichtys (Randall and Earle 2002, Randall <i><i><i>et al.</i> </i> </i> 2002). Seventeen species are included in Iniistius and they are: <i>I. aneitensis, I. auropunctatus, I. baldwini,  I. bimaculatus, I. cyanifrons, I. dea, I. evides, I. griffithsi, I. jacksoniensis, I. melanopus, I. pavo, I. pentadactylus, I. spilonotus, I. trivittatus, I. twistii,  I. umbrilatus,</i> and <i>I. verrens</i>."
187381,Thalassoma lunare,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,lunare,,,,,"(Linnaeus, 1758)","According to Parenti and Randall (2000),&#160;<em>Julis ventralis</em> (De Vis 1885), was determined by Paolo Parenti and Jeff Johnson of the Queensland Museum, and <em>Thalassoma cupido bipunctatum</em> (Vasiliu 1931) is a sub-adult of <em>Thalassoma lunare.</em>"
187382,Halichoeres marginatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,marginatus,,,,,"Rüppell, 1835","This widespread species may consist of Indian and Pacific Ocean sister species. Although Parenti and Randall (2000) list this as a single species extending from the Red Sea to the central Pacific, Kuiter (2002) reserves the name <em>marginatus</em> for the Red Sea population of this species and identified the Indian and Pacific Ocean populations as <em>Halichoeres lamarii</em> and further suggests that the Pacific Ocean populations are <em>Halichoeres annularis</em>. Barber and Bellwood (2005) use molecular evidence to show that there are two clades in this species, Indian and Pacific Ocean, but did not discuss the Red Sea populations. No formal taxonomic resolution has been published."
187383,Cheilio inermis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilio,inermis,,,,,"(Forsskål, 1775)",
187384,Cheilinus chlorourus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,chlorourus,,,,,"(Bloch, 1791)",
187385,Pseudolabrus sieboldi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudolabrus,sieboldi,,,,,"Mabuchi &amp; Nakabo, 1997","For taxonomic treatment see Mabuchi and Nakabo (1997).  This species has in part previously been identified as <i>Pseudolabrus japonicus</i>, a species now regarded as a nomen dubium by Mabuchi and Nakabo (1997). It is closely related and confused with<i> P. eoethinus</i> (B. Russell pers. comm.. 2008)."
187386,Coris marquesensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,marquesensis,,,,,"Randall, 1999",
187387,Parajulis poecilepterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Parajulis,poecilepterus,,,,,"(Temminck &amp; Schlegel, 1845)","<i>Halichoeres poecilopterus </i>has often been used in literature in Japan, such as Kinoshita (1936), Okada (1962), Fukui <i><i><i>et al.</i> </i>  </i>(1991), Kimura and Kiriyama (1992), Kobayashi and Suzuki (1994) and Miyake <i><i><i>et al.</i> </i> </i> (2008).
<br>
<br>Parenti and Randall (2000) stated that Parajulis is a distinct genus from Halichoeres, although this has not been always followed by other authors."
187388,Macropharyngodon choati,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Macropharyngodon,choati,,,,,"Randall, 1978",
187389,Cirrhilabrus tonozukai,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,tonozukai,,,,,"Allen &amp; Kuiter, 1999",
187390,Suezichthys caudavittatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Suezichthys,caudavittatus,,,,,"(Steindachner, 1898)",For taxonomic treatment see Russell (1985).
187391,Bodianus thoracotaeniatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,thoracotaeniatus,,,,,"Yamamoto, 1982",For taxonomic treatment see Gomon (2006).
187392,Coris bulbifrons,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,bulbifrons,,,,,"Randall &amp; Kuiter, 1982",This species has in the past been commonly confused with and previously referred to as <em>C. aygula</em> in Australian waters (Randall and Kuiter 1982). It was also referred to as <em>C. cyaena</em> by Whitley (1937) and others.
187393,Paracheilinus mccoskeri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Paracheilinus,mccoskeri,,,,,"Randall &amp; Harmelin-Vivien, 1977",
187394,Coris pictoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,pictoides,,,,,"Randall &amp; Kuiter, 1982",
187395,Iniistius aneitensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Iniistius,aneitensis,,,,,"(Günther, 1862)","There is some taxonomic confusion between the species under Xyrichtys and Iniistius. The genus Iniistius has been considered a synonym of Xyrichtys by some authors but it is now recognized as a separate genus, distinct from Xyrichtys (Randall and Earle 2002, Randall <i><i><i>et al.</i> </i> </i> 2002). Seventeen species are included in Iniistius and they are: <i>I. aneitensis, I. auropunctatus, I. baldwini,  I. bimaculatus, I. cyanifrons, I. dea, I. evides, I. griffithsi, I. jacksoniensis, I. melanopus, I. pavo, I. pentadactylus, I. spilonotus, I. trivittatus, I. twistii,  I. umbrilatus,</i> and <i>I. verrens</i>."
187396,Labroides dimidiatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labroides,dimidiatus,,,,,"(Valenciennes, 1839)",
187397,Labrus mixtus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labrus,mixtus,,,,,"Linnaeus, 1758","This species was previously known as <em>Labrus bimaculatus</em>, e.g. in Golani <em><em><em>et al.</em> </em> </em> 2006 (D. Pollard pers. comm. 2008)."
187398,Labrus bergylta,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labrus,bergylta,,,,,"Ascanius, 1767",Some records of this species from the Mediterranean Sea may have been misidentifications of<em> Labrus viridis</em> (D. Pollard pers. comm. 2008).
187399,Iniistius umbrilatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Iniistius,umbrilatus,,,,,"(Jenkins, 1901)","There is some taxonomic confusion between the species under Xyrichtys and Iniistius. The genus Iniistius has been considered a synonym of Xyrichtys by some authors but it is now recognized as a separate genus, distinct from Xyrichtys (Randall and Earle 2002, Randall <i><i><i>et al.</i> </i> </i> 2002). Seventeen species are included in Iniistius and they are: <i>I. aneitensis, I. auropunctatus, I. baldwini,  I. bimaculatus, I. cyanifrons, I. dea, I. evides, I. griffithsi, I. jacksoniensis, I. melanopus, I. pavo, I. pentadactylus, I. spilonotus, I. trivittatus, I. twistii,  I. umbrilatus,</i> and <i>I. verrens</i>."
187400,Choerodon vitta,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,vitta,,,,,"Ogilby, 1910",
187401,Halichoeres dimidiatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,dimidiatus,,,,,"(Agassiz, 1831)","This species was previously identified as <i>H. cyanocephalus</i>, but recent genetic research revealed that Brazilian populations belong to a valid species now recognized as <i>H. dimidiatus </i>(Rocha 2004)."
187402,Iniistius evides,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Iniistius,evides,,,,,"(Jordan &amp; Richardson, 1909)","This species was previously regarded as a synonym of <em>Iniistius baldwini,</em> but is now regarded as a separate species by (Randall and Jonsson 2008)."
187403,Paracheilinus filamentosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Paracheilinus,filamentosus,,,,,"Allen, 1974",Hybrids with congeners are common for this species (Kuiter 2002).
187404,Bodianus albotaeniatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,albotaeniatus,,,,,"(Valenciennes, 1839)",For taxonomic treatment see Gomon (2006).  Gomon and Randall (1978) recognized<i> B. albotaeniatus </i>as a subspecies of <i>B. bilunulatus</i> but Gomon (2006) regarded it as a separate species (B. Russell pers. comm.. 2008).
187405,Halichoeres caudalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,caudalis,,,,,"(Poey, 1860)",
187406,Hologymnosus longipes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Hologymnosus,longipes,,,,,"(Günther, 1862)",
187407,Wetmorella nigropinnata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Wetmorella,nigropinnata,,,,,"(Seale, 1901)",
187408,Xyrichtys woodi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Xyrichtys,woodi,,,,,"(Jenkins, 1901)","There is some taxonomic confusion between the species under Xyrichtys and Iniistius. The genus Iniistius has been considered a synonym of Xyrichtys by some authors but it is now recognized as a separate genus, distinct from Xyrichtys (Randall and Earle 2002, Randall <i><i>et al.</i> </i> 2002). Seventeen species are included in Iniistius and they are: <i>I. aneitensis, I. auropunctatus, I. baldwini,  I. bimaculatus, I. cyanifrons, I. dea, I. evides, I. griffithsi, I. jacksoniensis, I. melanopus, I. pavo, I. pentadactylus, I. spilonotus, I. trivittatus, I. twistii,  I. umbrilatus,</i> and <i> I. verrens</i>."
187409,Ophthalmolepis lineolata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Ophthalmolepis,lineolata,,,,,"(Valenciennes, 1839)",
187410,Cirrhilabrus marjorie,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,marjorie,,,,,"Allen, Randall &amp; Carlson, 2003",
187411,Iniistius pentadactylus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Iniistius,pentadactylus,,,,,"(Linnaeus, 1758)","There is some taxonomic confusion between the species under Xyrichtys and Iniistius. The genus Iniistius has been considered a synonym of Xyrichtys by some authors but it is now recognized as a separate genus, distinct from Xyrichtys (Randall and Earle 2002, Randall <i><i><i>et al.</i> </i> </i> 2002). Seventeen species are included in Iniistius and they are: <i>I. aneitensis, I. auropunctatus, I. baldwini,  I. bimaculatus, I. cyanifrons, I. dea, I. evides, I. griffithsi, I. jacksoniensis, I. melanopus, I. pavo, I. pentadactylus, I. spilonotus, I. trivittatus, I. twistii,  I. umbrilatus,</i> and <i>I. verrens</i>."
187412,Iniistius trivittatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Iniistius,trivittatus,,,,,"(Randall &amp; Cornish, 2000)","There is some taxonomic confusion between the species under Xyrichtys and Iniistius. The genus Iniistius has been considered a synonym of Xyrichtys by some authors but it is now recognized as a separate genus, distinct from Xyrichtys (Randall and Earle 2002, Randall <i><i><i>et al.</i> </i> </i> 2002). Seventeen species are included in Iniistius and they are: <i>I. aneitensis, I. auropunctatus, I. baldwini,  I. bimaculatus, I. cyanifrons, I. dea, I. evides, I. griffithsi, I. jacksoniensis, I. melanopus, I. pavo, I. pentadactylus, I. spilonotus, I. trivittatus, I. twistii,  I. umbrilatus,</i> and <i>I. verrens</i>."
187413,Paracheilinus attenuatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Paracheilinus,attenuatus,,,,,"Randall, 1999",
187414,Macropharyngodon kuiteri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Macropharyngodon,kuiteri,,,,,"Randall, 1978",
187415,Cirrhilabrus earlei,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,earlei,,,,,"Randall &amp; Pyle, 2001",
187416,Macropharyngodon bipartitus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Macropharyngodon,bipartitus,,,,,"Smith, 1957",The subspecies <i>Macropharyngodon bipartatus marisrubri </i>Randall (1978) known in the Gulf of Aqaba (western Indian Ocean) has been synonymized with <i>M. bipartatus </i>(Parenti and Randall 2000).
187417,Coris batuensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,batuensis,,,,,"(Bleeker, 1856)",This species was formerly regarded as <i>Coris variegata </i>(Ruppel) prior to the 1990’s.  <i>C. variegata</i> is now considered endemic to the Red Sea.
187418,Thalassoma pavo,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,pavo,,,,,"(Linnaeus, 1758)","From Senegal southwards along the west African coast, this species is probably replaced by a separate species, <i>Thalassoma newtoni.</i>"
187419,Choerodon zamboangae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,zamboangae,,,,,"(Seale &amp; Bean, 1907)","This species is possibly misidentified as the male of <i>Choerodon robustus</i> (Lieske and Myers 1994). However, this seems unlikely as <i>C. robustus</i> has a mostly east African distribution, although it is also thought to be present in Japan and Indonesia (see <i>C. robustus</i> Red List assessment) (Parenti and Randall 2000)."
187420,Bodianus busellatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,busellatus,,,,,"Gomon, 2006",For taxonomic treatment see Gomon (2006).
187421,Paracheilinus walton,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Paracheilinus,walton,,,,,"Allen &amp; Erdmann, 2006",
187422,Thalassoma loxum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,loxum,,,,,"Randall &amp; Mee, 1994",This species belongs in a sub-clade together with <i>Thalossoma cupido</i> and <i>T. trilobatum</i> in the Indo-Pacific region (Bernardi <i>et al.</i>  2004).
187423,Oxycheilinus orientalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Oxycheilinus,orientalis,,,,,"(Günther, 1862)",This species may be a senior synonym of <i>Oxycheilinus rhodochrous </i>(Randall and Khalaf 2003).
187424,Stethojulis bandanensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Stethojulis,bandanensis,,,,,"(Bleeker, 1851)",
187425,Conniella apterygia,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Conniella,apterygia,,,,,"Allen, 1983",For taxonomic treatment see Allen (1983).
187426,Notolabrus tetricus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Notolabrus,tetricus,,,,,"(Richardson, 1840)",For taxonomic treatment see Russell (1988).
187427,Cirrhilabrus bathyphilus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,bathyphilus,,,,,"Randall &amp; Nagareda, 2002","<i>Cirrhilabrus bruguieri </i>(Randall, 2004) does not appear to have been published in the literature. It is possibly the same species as <i>C. bathyphilus</i> (R. Myers, pers. comm.. 2008)""."
187428,Halichoeres leucoxanthus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,leucoxanthus,,,,,"Randall &amp; Smith, 1982",There is a very similar undescribed species in the Central Pacific (J.H.Choat pers. comm. 2009)
187429,Bodianus sanguineus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,sanguineus,,,,,"(Jordan &amp; Evermann, 1903)",For taxonomic treatment see Gomon (2006).
187430,Choerodon cephalotes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,cephalotes,,,,,"(Castelnau, 1875)",
187431,Pteragogus cryptus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pteragogus,cryptus,,,,,"Randall, 1981",
187432,Halichoeres bleekeri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,bleekeri,,,,,"(Steindachner &amp; Döderlein, 1887)",<i>Halichoeres tenuispinis </i>is misapplied.
187433,Pteragogus aurigarius,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pteragogus,aurigarius,,,,,"(Richardson, 1845)",
187434,Stethojulis marquesensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Stethojulis,marquesensis,,,,,"Randall, 2000",
187436,Coris gaimard,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,gaimard,,,,,"(Quoy &amp; Gaimard, 1824)",This species is replaced by <i>Coris cuvieri</i> in most parts of the Indian Ocean (D. Pollard pers. comm.. 2009).
187437,Minilabrus striatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Minilabrus,striatus,,,,,"Randall &amp; Dor, 1980",
187438,Halichoeres prosopeion,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,prosopeion,,,,,"(Bleeker, 1853)",
187439,Cirrhilabrus laboutei,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,laboutei,,,,,"Randall &amp; Lubbock, 1982",
187440,Cirrhilabrus condei,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,condei,,,,,"Allen &amp; Randall, 1996",
187441,Novaculichthys taeniourus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Novaculichthys,taeniourus,,,,,"(Lacepède, 1801)",
187442,Pseudolabrus eoethinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pseudolabrus,eoethinus,,,,,"(Richardson, 1846)","For taxonomic treatment see Mabuchi and Nakabo (1997).  This species has in part been previously identified as <i>Pseudolabrus japonicus</i>, regarded as a nomen dubium by Mabuchi and Nakabo (1997).  It is closely related and confused with <i>P. sieboldi</i> (B. Russell pers. comm.. 2008)."
187443,Halichoeres margaritaceus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,margaritaceus,,,,,"(Valenciennes, 1839)",
187444,Halichoeres pictus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,pictus,,,,,"(Poey, 1860)",
187445,Bodianus neopercularis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,neopercularis,,,,,"Gomon, 2006",For taxonomic treatment see Gomon (2006). This species was previously misidentified as <i>B. opercularis </i>(Myers 1999) (B. Russell pers. comm.. 2008).
187446,Thalassoma cupido,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,cupido,,,,,"(Temminck &amp; Schlegel, 1845)",
187447,Cirrhilabrus jordani,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,jordani,,,,,"Snyder, 1904",
187448,Tautogolabrus adspersus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Tautogolabrus,adspersus,,,,,"(Walbaum, 1792)","<i>Tautogolabrus brandaonis</i> is a synonym of <i>T. adspersus.</i> The record from Brazil is erroneous (P. Parenti pers. Comm. In Eschmeyer 2007, R. Moura pers. comm. 2008)."
187449,Wetmorella tanakai,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Wetmorella,tanakai,,,,,"Randall &amp; Kuiter, 2007",
187450,Coris dorsomacula,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,dorsomacula,,,,,"Fowler, 1908",
187451,Halichoeres argus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,argus,,,,,"(Bloch &amp; Schneider, 1801)",
187452,Cirrhilabrus katherinae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,katherinae,,,,,"Randall, 1992",
187453,Anampses elegans,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Anampses,elegans,,,,,"Ogilby, 1889",
