assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
2118287,192569,Conus chiapponorum,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,chiapponorum,,,,"Lorenz, 2004",Data Deficient,,3.1,Unknown,Global
2118410,192570,Conus rufimaculosus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,rufimaculosus,,,,"Macpherson, 1959",Least Concern,,3.1,Unknown,Global
2118557,192571,Conus infinitus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,infinitus,,,,"Rolán, 1990",Least Concern,,3.1,Stable,Global
2118657,192572,Conus fontonae,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,fontonae,,,,"Rolán &amp; Trovão in Rolán, 1990",Vulnerable,D2,3.1,Stable,Global
2118776,192573,Conus magnificus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,magnificus,,,,"Reeve, 1843",Least Concern,,3.1,Unknown,Global
2118927,192574,Conus peli,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,peli,,,,"Moolenbeek, 1996",Data Deficient,,3.1,Unknown,Global
2119078,192575,Conus lamberti,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,lamberti,,,,"Souverbie, 1877",Least Concern,,3.1,Unknown,Global
2119199,192576,Conus lucidus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,lucidus,,,,"Wood, 1828",Least Concern,,3.1,,Global
2119386,192577,Conus pseudonivifer,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,pseudonivifer,,,,"Monteiro, Tenorio &amp; Poppe, 2004",Least Concern,,3.1,Unknown,Global
2119510,192578,Conus ermineus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,ermineus,,,,"Born, 1778",Least Concern,,3.1,Unknown,Global
2119793,192579,Conus amadis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,amadis,,,,"Gmelin, 1791",Least Concern,,3.1,Unknown,Global
2119977,192580,Conus chaldaeus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,chaldaeus,,,,"(Röding, 1798)",Least Concern,,3.1,Unknown,Global
2120574,192581,Conus bayani,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,bayani,,,,"Jousseaume, 1872",Least Concern,,3.1,,Global
2120760,192582,Conus vittatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,vittatus,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,Unknown,Global
2120964,192583,Conus spirofilis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,spirofilis,,,,"Habe &amp; Kosuge, 1970",Least Concern,,3.1,,Global
2121079,192584,Conus diminutus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,diminutus,,,,"Trovão &amp; Rolán, 1986",Near Threatened,,3.1,Stable,Global
2121196,192585,Conus vicweei,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,vicweei,,,,"Old, 1973",Least Concern,,3.1,Unknown,Global
2121350,192586,Conus terebra,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,terebra,,,,"Born, 1778",Least Concern,,3.1,Unknown,Global
2121906,192587,Conus bandanus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,bandanus,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,Unknown,Global
2122470,192588,Conus araneosus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,araneosus,,,,"&quot;S&quot; Lightfoot, 1786",Least Concern,,3.1,Unknown,Global
2122650,192589,Conus sazanka,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,sazanka,,,,"Shikama, 1970",Least Concern,,3.1,Unknown,Global
2122897,192590,Conus miliaris,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,miliaris,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,Unknown,Global
2123478,192591,Conus stupa,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,stupa,,,,"Kuroda, 1956",Least Concern,,3.1,Unknown,Global
2123607,192592,Conus laterculatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,laterculatus,,,,"Sowerby, 1870",Least Concern,,3.1,Unknown,Global
2123764,192593,Conus imperialis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,imperialis,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
2124378,192594,Conus allaryi,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,allaryi,,,,"Bozzetti, 2008",Vulnerable,D2,3.1,Unknown,Global
2124514,192595,Conus lemniscatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,lemniscatus,,,,"Reeve, 1849",Least Concern,,3.1,Unknown,Global
2124639,192596,Conus vulcanus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,vulcanus,,,,"Tenorio &amp; Afonso, 2004",Least Concern,D2,3.1,Unknown,Global
2124739,192597,Conus boucheti,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,boucheti,,,,"Richard, 1983",Least Concern,,3.1,Unknown,Global
2124860,192598,Conus julieandreae,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,julieandreae,,,,"Cargile, 1995",Least Concern,,3.1,Unknown,Global
2124997,192599,Conus mindanus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,mindanus,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,Unknown,Global
2125159,192600,Conus roseorapum,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,roseorapum,,,,"G. Raybaudi (Massilia) &amp; da Motta, 1990",Least Concern,,3.1,Unknown,Global
2125256,192601,Conus cocceus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,cocceus,,,,"Reeve, 1844",Least Concern,,3.1,Unknown,Global
2125392,192602,Conus salreiensis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,salreiensis,,,,"Rolán (Mosquera), 1980",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
2125517,192603,Conus furvus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,furvus,,,,"Reeve, 1843",Least Concern,,3.1,Unknown,Global
2125823,192604,Conus hyaena,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,hyaena,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,,Global
2126058,192605,Conus loroisii,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,loroisii,,,,"Kiener, 1845",Least Concern,,3.1,Unknown,Global
2126320,192606,Conus fijiensis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,fijiensis,,,,"Moolenbeek, Röckel &amp; Bouchet, 2008",Least Concern,,3.1,Unknown,Global
2126619,192608,Conus genuanus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,genuanus,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
2126841,192609,Conus tuticorinensis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,tuticorinensis,,,,"Röckel &amp; Korn, 1990",Least Concern,,3.1,Unknown,Global
2126961,192610,Conus saragasae,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,saragasae,,,,"Rolán, 1986",Near Threatened,,3.1,Unknown,Global
2127058,192611,Conus ebraeus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,ebraeus,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
2127745,192612,Conus armiger,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,armiger,,,,"Crosse, 1858",Least Concern,,3.1,Unknown,Global
2127915,192613,Conus guinaicus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,guinaicus,,,,"Hwass in Bruguière, 1793",Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global
2128046,192614,Conus suratensis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,suratensis,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,,Global
2128536,192615,Conus eldredi,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,eldredi,,,,"Morrison, 1955",Data Deficient,,3.1,Unknown,Global
2128688,192616,Conus vimineus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,vimineus,,,,"Reeve, 1849",Least Concern,,3.1,Unknown,Global
2128887,192617,Conus austroviola,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,austroviola,,,,"Röckel &amp; Korn, 1992",Data Deficient,,3.1,Unknown,Global
2129018,192618,Conus malacanus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,malacanus,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,Unknown,Global
2129191,192619,Conus suduirauti,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,suduirauti,,,,"G. Raybaudi (Massilia), 2004",Least Concern,,3.1,Unknown,Global
2129291,192620,Conus taeniatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,taeniatus,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,,Global
2129484,192621,Conus jucundus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,jucundus,,,,"Sowerby iii, 1887",Least Concern,,3.1,Unknown,Global
2129614,192622,Conus worki,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,worki,,,,"Petuch, 1998",Least Concern,,3.1,Unknown,Global
2129722,192623,Conus kintoki,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,kintoki,,,,"Habe &amp; Kosuge, 1970",Least Concern,,3.1,Unknown,Global
2129899,192624,Conus granulatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,granulatus,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
2130141,192625,Conus sertacinctus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,sertacinctus,,,,"Röckel, 1986",Least Concern,,3.1,Unknown,Global
2130318,192626,Conus mordeirae,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,mordeirae,,,,"Rolán &amp; Trovão in Rolán, 1990",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
2130442,192627,Conus flavescens,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,flavescens,,,,"Sowerby i &amp; ii, 1834",Least Concern,,3.1,Unknown,Global
2130584,192628,Conus garciai,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,garciai,,,,"da Motta, 1982",Least Concern,,3.1,Unknown,Global
2130722,192629,Conus attenuatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,attenuatus,,,,"Reeve, 1844",Least Concern,,3.1,Unknown,Global
2130908,192630,Conus delessertii,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,delessertii,,,,"Récluz, 1843",Least Concern,,3.1,Unknown,Global
2131101,192631,Conus damottai,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,damottai,,,,"Trovão, 1979",Least Concern,,3.1,Unknown,Global
2131224,192632,Conus kuiperi,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,kuiperi,,,,"Moolenbeek, 2006",Data Deficient,,3.1,Unknown,Global
2131336,192633,Conus mus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,mus,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,Unknown,Global
2131533,192634,Conus miles,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,miles,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
2132126,192635,Conus hirasei,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,hirasei,,,,"Kuroda, 1956",Least Concern,,3.1,Unknown,Global
2132272,192636,Conus coronatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,coronatus,,,,"Gmelin, 1791",Least Concern,,3.1,Unknown,Global
2132881,192637,Conus jaspideus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,jaspideus,,,,"Gmelin, 1791",Least Concern,,3.1,Unknown,Global
2133085,192638,Conus loyaltiensis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,loyaltiensis,,,,"Röckel &amp; Moolenbeek, 1995",Least Concern,,3.1,Unknown,Global
2133359,192640,Conus boholensis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,boholensis,,,,"Petuch, 1979",Least Concern,,3.1,Unknown,Global
2133530,192641,Conus orbignyi,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,orbignyi,,,,"Audouin, 1831",Least Concern,,3.1,Unknown,Global
2133671,192642,Conus gloriamaris,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,gloriamaris,,,,"Chemnitz, 1777",Least Concern,,3.1,Unknown,Global
2133868,192643,Conus kirkandersi,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,kirkandersi,,,,"Petuch, 1987",Near Threatened,,3.1,Unknown,Global
2134027,192644,Conus dayriti,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,dayriti,,,,"Röckel &amp; da Motta, 1983",Least Concern,,3.1,Unknown,Global
2134144,192645,Conus tribblei,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,tribblei,,,,"Walls, 1977",Least Concern,,3.1,Unknown,Global
2134297,192647,Conus spectrum,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,spectrum,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
2134509,192648,Conus tenuistriatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,tenuistriatus,,,,"Sowerby ii, 1857",Least Concern,,3.1,Unknown,Global
2134883,192649,Conus rolani,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,rolani,,,,"Röckel, 1986",Least Concern,,3.1,Unknown,Global
2135003,192650,Conus pseudoaurantius,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,pseudoaurantius,,,,"Vink &amp; von Cosel, 1985",Least Concern,,3.1,Unknown,Global
2135107,192651,Conus tabidus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,tabidus,,,,"Reeve, 1844",Least Concern,,3.1,Stable,Global
2135313,192652,Conus hamanni,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,hamanni,,,,"Fainzilber &amp; Mienis, 1986",Data Deficient,,3.1,Unknown,Global
2135486,192653,Conus roberti,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,roberti,,,,"Richard, 2009",Least Concern,,3.1,Unknown,Global
2135593,192654,Conus radiatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,radiatus,,,,"Gmelin, 1791",Least Concern,,3.1,Unknown,Global
2135721,192655,Conus olgae,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,olgae,,,,"Bacallado, Espinosai &amp; Ortea, 2007",Data Deficient,,3.1,Unknown,Global
2135820,192656,Conus luteus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,luteus,,,,"Sowerby i &amp; ii, 1833",Data Deficient,,3.1,Unknown,Global
2135968,192657,Conus lindae,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,lindae,,,,"Petuch, 1987",Least Concern,,3.1,Unknown,Global
2136094,192658,Conus richardbinghami,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,richardbinghami,,,,"Petuch, 1993 (&quot;1992&quot;)",Vulnerable,B2ab(v),3.1,Unknown,Global
2136221,192659,Conus tisii,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,tisii,,,,"Lan, 1978",Least Concern,,3.1,Unknown,Global
2136324,192660,Conus subulatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,subulatus,,,,"Kiener, 1845",Data Deficient,,3.1,Unknown,Global
2136448,192661,Conus lenhilli,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,lenhilli,,,,"Cargile, 1998",Data Deficient,,3.1,Unknown,Global
2136601,192662,Conus dieteri,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,dieteri,,,,"Moolenbeek, Zandbergen &amp; Bouchet, 2008",Data Deficient,,3.1,Unknown,Global
2136731,192663,Conus clarus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,clarus,,,,"E.A. Smith, 1881",Least Concern,,3.1,Unknown,Global
2136874,192664,Conus episcopatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,episcopatus,,,,"da Motta, 1982",Least Concern,,3.1,Unknown,Global
2137581,192665,Conus judaeus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,judaeus,,,,"Bergh, 1895",Least Concern,,3.1,Unknown,Global
2137737,192666,Conus stupella,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,stupella,,,,"Kuroda, 1956",Least Concern,,3.1,Unknown,Global
2137858,192667,Conus raoulensis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,raoulensis,,,,"Powell, 1958",Least Concern,,3.1,Unknown,Global
2138003,192668,Conus perplexus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,perplexus,,,,"Sowerby ii, 1857",Least Concern,,3.1,,Global
2138206,192669,Conus flavusalbus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,flavusalbus,,,,"Rolán &amp; Röckel, 2000",Least Concern,,3.1,Unknown,Global
2138321,192670,Conus nigropunctatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,nigropunctatus,,,,"Sowerby ii, 1858",Least Concern,,3.1,,Global
2138422,192671,Conus insculptus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,insculptus,,,,"Kiener, 1845",Least Concern,,3.1,Unknown,Global
2138545,192672,Conus tuberculosus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,tuberculosus,,,,"Tomlin, 1937",Data Deficient,,3.1,Unknown,Global
2138667,192673,Conus aculeiformis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,aculeiformis,,,,"Reeve, 1844",Data Deficient,,3.1,,Global
2138878,192674,Conus sponsalis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,sponsalis,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,Stable,Global
2139688,192675,Conus baccatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,baccatus,,,,"Sowerby III, 1877",Least Concern,,3.1,Unknown,Global
2139803,192676,Conus branhamae,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,branhamae,,,,"Clench, 1953",Least Concern,,3.1,Unknown,Global
2139940,192677,Conus wittigi,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,wittigi,,,,"Walls, 1977",Least Concern,,3.1,Unknown,Global
2140045,192678,Conus berdulinus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,berdulinus,,,,"Veillard, 1972",Least Concern,,3.1,Unknown,Global
2140241,192679,Conus virgatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,virgatus,,,,"Reeve, 1849",Least Concern,,3.1,,Global
2140387,192680,Conus sauros,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,sauros,,,,"Garcia, 2006",Data Deficient,,3.1,Unknown,Global
2140501,192681,Conus teramachii,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,teramachii,,,,"(Kuroda, 1956)",Least Concern,,3.1,Unknown,Global
2140690,192682,Conus hivanus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,hivanus,,,,"Moolenbeek, Zandbergen &amp; Bouchet, 2008",Least Concern,,3.1,Unknown,Global
2140808,192683,Conus stimpsoni,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,stimpsoni,,,,"Dall, 1902",Least Concern,,3.1,Unknown,Global
2140922,192684,Conus anabathrum,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,anabathrum,,,,"Crosse, 1865",Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global
2141093,192685,Conus dictator,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,dictator,,,,"Melvill, 1898",Least Concern,,3.1,Stable,Global
2141299,192686,Conus parius,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,parius,,,,"Reeve, 1844 (&quot;1843&quot;)",Least Concern,,3.1,Unknown,Global
2141446,192687,Conus cloveri,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,cloveri,,,,"Walls, 1978",Endangered,B1ab(iii)+2ab(iii),3.1,Stable,Global
2141595,192688,Conus locumtenens,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,locumtenens,,,,"Blumenbach, 1791",Least Concern,,3.1,Unknown,Global
2141785,192689,Conus traillii,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,traillii,,,,"A Adams, 1855",Least Concern,,3.1,Unknown,Global
2141900,192690,Conus tirardi,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,tirardi,,,,"Röckel &amp; Moolenbeek, 1996",Data Deficient,,3.1,Unknown,Global
2142037,192691,Conus aurisiacus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,aurisiacus,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
2142184,192692,Conus viola,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,viola,,,,"Cernohorsky, 1977",Least Concern,,3.1,Unknown,Global
2142308,192693,Conus cancellatus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,cancellatus,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,Unknown,Global
2142539,192694,Conus varius,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,varius,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
2143135,192695,Conus sunderlandi,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,sunderlandi,,,,"Petuch, 1987",Least Concern,,3.1,Unknown,Global
2143246,192696,Conus purpurascens,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,purpurascens,,,,"Sowerby i &amp; ii, 1833",Least Concern,,3.1,,Global
2143467,192697,Conus chiangi,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,chiangi,,,,"Azuma, 1972",Least Concern,,3.1,Unknown,Global
2143614,192698,Conus rawaiensis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,rawaiensis,,,,"da Motta, 1978",Vulnerable,D2,3.1,Unknown,Global
2143757,192699,Conus striatellus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,striatellus,,,,"Link, 1807",Least Concern,,3.1,Unknown,Global
2144109,192700,Conus eburneus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,eburneus,,,,"Hwass in Bruguière, 1792",Least Concern,,3.1,Unknown,Global
2144744,192701,Conus marmoreus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,marmoreus,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
2145041,192702,Conus maioensis,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,maioensis,,,,"Trovão, Rolán &amp; Félix-Alves, 1990",Least Concern,,3.1,Stable,Global
2145149,192703,Conus trochulus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,trochulus,,,,"Reeve, 1844",Near Threatened,,3.1,Unknown,Global
2145298,192704,Conus acutangulus,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,acutangulus,,,,"Lamarck, 1810",Least Concern,,3.1,Unknown,Global
2145991,192705,Conus norai,ANIMALIA,MOLLUSCA,NEOGASTROPODA,GASTROPODA,CONIDAE,Conus,norai,,,,"da Motta &amp; G. Raybaudi (Massilia), 1992",Least Concern,,3.1,Unknown,Global
