,Year,enName,speciesAcronym,FishStock,StockKey,SpeciesName,ICES Areas (splited with character '~'),StockSize,StockSizeDescription,StockSizeUnits,FishingPressure,FishingPressureDescription,FishingPressureUnits,Flim,Fpa,Blim,Bpa,FMSY,MSYBtrigger,CatchesLadingsUnits,Landings,OfficialLandings,Catches,Report,AssessmentKey,AssessmentYear,fullArea,area,Area,Species,Belgium,China,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Guernsey,Iceland,Ireland,Isle of Man,Japan,Jersey,"Korea, Republic of",Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Spain,Sweden,"Taiwan, Province of China",United Kingdom of GB,_mergeCatch,sumOffCatches,diffCatches
174,2012,Haddock,had,had.27.6b,169114,Melanogrammus aeglefinus,27.6.b.1 ~ 27.6.b.2,82.0,B_index,Kilograms per hour,,F,,,,,,,,tonnes,686.0,,712.0,https://doi.org/10.17895/ices.advice.19447952.v1,17598,2022,0,27.6.b.1,27.6.b.1,had,,,,,,,0.0,,,,,2.21,,,,,,,,4.96,,,0.0,0.0,,,24.6,both,31.770000000000003,-0.9553792134831461
175,2016,Haddock,had,had.27.6b,169114,Melanogrammus aeglefinus,27.6.b.1 ~ 27.6.b.2,355.0,B_index,Kilograms per hour,,F,,,,,,,,tonnes,2504.0,,2906.0,https://doi.org/10.17895/ices.advice.19447952.v1,17598,2022,0,27.6.b.1,27.6.b.1,had,,,,,,,0.0,,,,,5.19,,,,,,,,47.92,,,0.0,0.0,,,511.77,both,564.88,-0.8056159669649001
176,2020,Haddock,had,had.27.6b,169114,Melanogrammus aeglefinus,27.6.b.1 ~ 27.6.b.2,356.0,B_index,Kilograms per hour,,F,,,,,,,,tonnes,5510.0,,5640.0,https://doi.org/10.17895/ices.advice.19447952.v1,17598,2022,0,27.6.b.1,27.6.b.1,had,,,,,,,0.0,,,,,15.3435,,,,,,,,11.64,,,133.0,0.0,,,0.0,both,159.9835,-0.9716341312056737
177,2012,Megrim,lez,lez.27.6b,169139,Lepidorhombus,27.6.b.1 ~ 27.6.b.2,0.801953898407193,B/Bmsy,,0.285455481881425,F/Fmsy,,1.7,,0.3,,1.0,0.5,tonnes,224.0,,,https://doi.org/10.17895/ices.advice.19772389.v1,17605,2022,0,27.6.b.1,27.6.b.1,lez,,,,,,,0.0,,,,,13.94,,,,,,,,,,,,13.05,,,0.4,both,27.39,
178,2016,Megrim,lez,lez.27.6b,169139,Lepidorhombus,27.6.b.1 ~ 27.6.b.2,1.27041170837085,B/Bmsy,,0.491703379108535,F/Fmsy,,1.7,,0.3,,1.0,0.5,tonnes,405.0,,,https://doi.org/10.17895/ices.advice.19772389.v1,17605,2022,0,27.6.b.1,27.6.b.1,lez,,,,,,,0.0,,,,,76.09,,,,,,,,,,,,50.53,,,8.76,both,135.38,
179,2020,Megrim,lez,lez.27.6b,169139,Lepidorhombus,27.6.b.1 ~ 27.6.b.2,1.30274915723461,B/Bmsy,,0.760206876098633,F/Fmsy,,1.7,,0.3,,1.0,0.5,tonnes,861.0,,,https://doi.org/10.17895/ices.advice.19772389.v1,17605,2022,0,27.6.b.1,27.6.b.1,lez,,,,,,,0.214,,,,,47.8611,,,,,,,,,,,,3.9,,,0.0,both,51.9751,
180,2012,Herring,her,her.27.1-24a514a,169123,Clupea harengus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.4.a ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2,5673000.0,SSB,tonnes,0.142,F,,0.291,0.157,2500000.0,3184000.0,0.157,3184000.0,,825999.0,,825999.0,https://doi.org/10.17895/ices.advice.19772380.v1,17614,2022,0,27.1.a,27.1.a,her,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,both,0.0,-1.0
181,2016,Herring,her,her.27.1-24a514a,169123,Clupea harengus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.4.a ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2,4220000.0,SSB,tonnes,0.086,F,,0.291,0.157,2500000.0,3184000.0,0.157,3184000.0,,383174.0,,383174.0,https://doi.org/10.17895/ices.advice.19772380.v1,17614,2022,0,27.1.a,27.1.a,her,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,both,0.0,-1.0
182,2020,Herring,her,her.27.1-24a514a,169123,Clupea harengus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.4.a ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2,3393000.0,SSB,tonnes,0.19,F,,0.291,0.157,2500000.0,3184000.0,0.157,3184000.0,,720937.0,,720937.0,https://doi.org/10.17895/ices.advice.19772380.v1,17614,2022,0,27.1.a,27.1.a,her,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,both,0.0,-1.0
183,2012,White anglerfish,mon,mon.27.78abd,195876,Lophius piscatorius,27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.d.1 ~ 27.8.d.2,38879.0,Combined-sex SSB,tonnes,0.1709,,,,0.212,23868.0,28275.0,0.192,28275.0,tonnes,28188.0,,30518.0,NA - The advice link for key 17651 was not found!,17651,2022,0,27.7.a,27.7.a,mon,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,both,0.0,-1.0
184,2016,White anglerfish,mon,mon.27.78abd,195876,Lophius piscatorius,27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.d.1 ~ 27.8.d.2,55502.0,Combined-sex SSB,tonnes,0.1702,,,,0.212,23868.0,28275.0,0.192,28275.0,tonnes,29083.0,,32668.0,NA - The advice link for key 17651 was not found!,17651,2022,0,27.7.a,27.7.a,mon,,,,,,,,,,0.0,,107.16,1.055,,,,,,0.0,,,,,,,,0.0,both,108.215,-0.9966874311252601
185,2020,White anglerfish,mon,mon.27.78abd,195876,Lophius piscatorius,27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.d.1 ~ 27.8.d.2,67993.0,Combined-sex SSB,tonnes,0.129,,,,0.212,23868.0,28275.0,0.192,28275.0,tonnes,20037.0,,21387.0,NA - The advice link for key 17651 was not found!,17651,2022,0,27.7.a,27.7.a,mon,,,,,,,,,,0.999,,0.0,0.65,,,,,,0.0,,,,,,,,0.0,both,1.649,-0.9999228970870154
186,2012,Cod,cod,cod.27.47d20,169077,Gadus morhua,27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,80025.0,SSB,tonnes,0.372,F,,0.58,0.49,69841.0,97777.0,0.28,97777.0,tonnes,32124.3680609713,,40761.9907805293,https://doi.org/10.17895/ices.advice.21406881.v1,17652,2022,0,27.3.a.20,27.3.a.20,cod,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,0.0,both,0.0,-1.0
187,2016,Cod,cod,cod.27.47d20,169077,Gadus morhua,27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,84688.0,SSB,tonnes,0.376,F,,0.58,0.49,69841.0,97777.0,0.28,97777.0,tonnes,38103.6829655695,,50307.0935356218,https://doi.org/10.17895/ices.advice.21406881.v1,17652,2022,0,27.3.a.20,27.3.a.20,cod,,,3695.62,,,,,93.83,,,,,,,,,,,,550.71,,,,,641.06,,0.2,both,4981.419999999999,-0.9009797694539297
188,2020,Cod,cod,cod.27.47d20,169077,Gadus morhua,27.3.a.20 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.7.d,44289.0,SSB,tonnes,0.361,F,,0.58,0.49,69841.0,97777.0,0.28,97777.0,tonnes,19372.706457062,,24072.2534422008,https://doi.org/10.17895/ices.advice.21406881.v1,17652,2022,0,27.3.a.20,27.3.a.20,cod,,,1856.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,223.974,,0.0,both,2079.974,-0.9135945454797506
189,2012,Sandeel,san,san.sa.1r,169246,Ammodytes,27.4.b ~ 27.4.c,152970,SSB,tonnes,0.112,F,Year-1,,,110000,145000,,,tonnes,,,45954.0,https://doi.org/10.17895/ices.advice.10000,16936,2022,1,27.4.c,27.4.c,san,,,0.0,,,,3.28,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,,0.0,both,3.28,-0.9999286242764504
190,2012,Sandeel,san,san.sa.2r,169247,Ammodytes,27.4.b ~ 27.4.c,42319,SSB,tonnes,0.153,F,ratio,,,56000,84000,,,tonnes,,,12672.0,https://doi.org/10.17895/ices.advice.10001,16937,2022,1,27.4.c,27.4.c,san,,,0.0,,,,3.28,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,,0.0,both,3.28,-0.9997411616161616
191,2016,Sandeel,san,san.sa.1r,169246,Ammodytes,27.4.b ~ 27.4.c,231422,SSB,tonnes,0.028,F,Year-1,,,110000,145000,,,tonnes,,,15407.0,https://doi.org/10.17895/ices.advice.10000,16936,2022,1,27.4.c,27.4.c,san,,,2.58,,,,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,,0.0,both,2.58,-0.9998325436489908
192,2016,Sandeel,san,san.sa.2r,169247,Ammodytes,27.4.b ~ 27.4.c,26796,SSB,tonnes,0.188,F,ratio,,,56000,84000,,,tonnes,,,9569.0,https://doi.org/10.17895/ices.advice.10001,16937,2022,1,27.4.c,27.4.c,san,,,2.58,,,,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,0.0,,0.0,both,2.58,-0.9997303793499843
193,2020,Sandeel,san,san.sa.1r,169246,Ammodytes,27.4.b ~ 27.4.c,60901,SSB,tonnes,0.515,F,Year-1,,,110000,145000,,,tonnes,,,108944.0,https://doi.org/10.17895/ices.advice.10000,16936,2022,1,27.4.c,27.4.c,san,,,206.0,,,,0.02,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,13.8974,,0.0,both,219.91740000000001,-0.9979813720810691
194,2020,Sandeel,san,san.sa.2r,169247,Ammodytes,27.4.b ~ 27.4.c,37235,SSB,tonnes,0.595,F,ratio,,,56000,84000,,,tonnes,,,70198.0,https://doi.org/10.17895/ices.advice.10001,16937,2022,1,27.4.c,27.4.c,san,,,206.0,,,,0.02,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,13.8974,,0.0,both,219.91740000000001,-0.9968671842502634
195,2012,Northern shrimp,pra,pra.27.3a4a,169179,Pandalus borealis,27.3.a ~ 27.4.a,0.487533934194809,SSB/MSYBtrigger,,1.12019975470435,F/Fmsy,,,1.12997249,0.605386035,,1,1,tonnes,7829,,8747.8,https://doi.org/10.17895/ices.advice.19453658.v1,16953,2022,1,27.4.a,27.4.a,pra,,,163.56,,,,,,,,,,,,,,,,0.0,1000.01,,,,,122.3,,0.0,both,1285.87,-0.8530064701982213
196,2016,Northern shrimp,pra,pra.27.3a4a,169179,Pandalus borealis,27.3.a ~ 27.4.a,0.885003800629819,SSB/MSYBtrigger,,1.05740993203063,F/Fmsy,,,1.12997249,0.605386035,,1,1,tonnes,12387,,12634.82,https://doi.org/10.17895/ices.advice.19453658.v1,16953,2022,1,27.4.a,27.4.a,pra,,,328.11,,,,,,,,,,,,,,,,0.0,2310.42,,,,,153.58,,0.0,both,2792.11,-0.7790146594886195
197,2020,Northern shrimp,pra,pra.27.3a4a,169179,Pandalus borealis,27.3.a ~ 27.4.a,0.58354870235639,SSB/MSYBtrigger,,1.02687013501033,F/Fmsy,,,1.12997249,0.605386035,,1,1,tonnes,8937,,9320.33,https://doi.org/10.17895/ices.advice.19453658.v1,16953,2022,1,27.4.a,27.4.a,pra,,,328.0,,,,,,,,,,,,,,,,0.0,1915.14,,,,,105.8465,,0.06,both,2349.0465000000004,-0.7479653080953141
198,2012,Haddock,had,had.27.5a,169112,Melanogrammus aeglefinus,27.5.a.1 ~ 27.5.a.2,76375,SSB/B45cm,tonnes,0.3964,F/Harvest rate,,,,35500,49400,,,,46032,,46032.0,https://doi.org/10.17895/ices.advice.19447949.v1,16965,2022,1,27.5.a.2,27.5.a.2,had,,,,,0.0,,,,,,46214.0,,,,,,,,,13.08,,,,,,,,both,46227.08,0.004237921445950681
199,2016,Haddock,had,had.27.5a,169112,Melanogrammus aeglefinus,27.5.a.1 ~ 27.5.a.2,72500,SSB/B45cm,tonnes,0.3366,F/Harvest rate,,,,35500,49400,,,,38090,,38090.0,https://doi.org/10.17895/ices.advice.19447949.v1,16965,2022,1,27.5.a.2,27.5.a.2,had,,,,,0.0,,,,,,36464.0,,,,,,,,,6.23,,,,,,,,both,36470.23,-0.04252480966132835
200,2020,Haddock,had,had.27.5a,169112,Melanogrammus aeglefinus,27.5.a.1 ~ 27.5.a.2,86713,SSB/B45cm,tonnes,0.416,F/Harvest rate,,,,35500,49400,,,,54459,,54459.0,https://doi.org/10.17895/ices.advice.19447949.v1,16965,2022,1,27.5.a.2,27.5.a.2,had,,,,,1019.15248,,,,,,0.0,,,,,,,,,5.56,,,,,,,,both,1024.71248,-0.9811837808259424
201,2012,Sole,sol,sol.27.20-24,169277,Solea solea,27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,2245,SSB,tonnes,0.182,F,,0.315,0.26,1850,2600,0.26,2600,tonnes,358,,,https://doi.org/10.17895/ices.advice.19453811.v2,16970,2022,1,27.3.a.21,27.3.a.21,sol,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,both,0.0,
202,2016,Sole,sol,sol.27.20-24,169277,Solea solea,27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,2210,SSB,tonnes,0.18,F,,0.315,0.26,1850,2600,0.26,2600,tonnes,348,,,https://doi.org/10.17895/ices.advice.19453811.v2,16970,2022,1,27.3.a.21,27.3.a.21,sol,,,162.12,,,,,17.35,,,,,,,,,,,,,,,,,13.76,,,both,193.23,
203,2020,Sole,sol,sol.27.20-24,169277,Solea solea,27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,2536,SSB,tonnes,0.206,F,,0.315,0.26,1850,2600,0.26,2600,tonnes,424,,,https://doi.org/10.17895/ices.advice.19453811.v2,16970,2022,1,27.3.a.21,27.3.a.21,sol,,,127.0,,,,,3.6754,,,,,,,,,,,,,,,,,7.083,,,both,137.7584,
204,2012,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,700000,SSB,tonnes,0.3424,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,231000,,231000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,1,27.3.c.22,27.3.c.22,spr,,,5142.14,,,,,924.79,,,,,,,,,,,,,,,,,0.0,,,both,6066.93,-0.9737362337662337
205,2016,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,1099000,SSB,tonnes,0.339,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,247000,,247000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,1,27.3.c.22,27.3.c.22,spr,,,2688.99,,,,,394.42,,,,,,,,,,,,,,,,,0.0,,,both,3083.41,-0.9875165587044534
206,2020,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,1,27.3.c.22,27.3.c.22,spr,,,0.0,,,,,1.04,,,,,,,,,,,,,,,,,0.0,,,both,1.04,-0.9999961764705884
207,2012,Herring,her,her.27.3031,169673,Clupea harengus,27.3.d.30 ~ 27.3.d.31,818278,SSB,tonnes,0.159097,F,,0.496,0.272,376571,533515,0.271,533515,tonnes,,,106007.0,https://doi.org/10.17895/ices.advice.19447979.v1,16997,2022,1,27.3.d.31,27.3.d.31,her,,,,,,5233.34,,,,,,,,,,,,,,,,,,,160.9,,,both,5394.24,-0.9491143037723924
208,2016,Herring,her,her.27.3031,169673,Clupea harengus,27.3.d.30 ~ 27.3.d.31,668702,SSB,tonnes,0.253249,F,,0.496,0.272,376571,533515,0.271,533515,tonnes,,,130029.0,https://doi.org/10.17895/ices.advice.19447979.v1,16997,2022,1,27.3.d.31,27.3.d.31,her,,,,,,4303.089,,,,,,,,,,,,,,,,,,,158.92,,,both,4462.009,-0.9656845088403355
209,2020,Herring,her,her.27.3031,169673,Clupea harengus,27.3.d.30 ~ 27.3.d.31,581614,SSB,tonnes,0.165865,F,,0.496,0.272,376571,533515,0.271,533515,tonnes,,,72956.0,https://doi.org/10.17895/ices.advice.19447979.v1,16997,2022,1,27.3.d.31,27.3.d.31,her,,,,,,1190.856,,,,,,,,,,,,,,,,,,,334.639,,,both,1525.495,-0.9790902050551018
210,2012,Cod,cod,cod.27.22-24,169075,Gadus morhua,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,15849,SSB,tonnes,0.982,F,,1.23,0.689,15067,23492,0.26,23492,tonnes,8622.06872683477,,,https://doi.org/10.17895/ices.advice.19447868.v1,17001,2022,1,27.3.c.22,27.3.c.22,cod,,,2323.35,,,,,2376.66,,,,,,,,,0.0,,,,,,,,0.3,,,both,4700.31,
211,2016,Cod,cod,cod.27.22-24,169075,Gadus morhua,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,12742,SSB,tonnes,0.949,F,,1.23,0.689,15067,23492,0.26,23492,tonnes,6121.82941658022,,,https://doi.org/10.17895/ices.advice.19447868.v1,17001,2022,1,27.3.c.22,27.3.c.22,cod,,,1562.19,,,,,1798.75,,,,,,,,,0.0,,,,,,,,0.22,,,both,3361.16,
212,2020,Cod,cod,cod.27.22-24,169075,Gadus morhua,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,9133,SSB,tonnes,0.905,F,,1.23,0.689,15067,23492,0.26,23492,tonnes,2900.11631435728,,,https://doi.org/10.17895/ices.advice.19447868.v1,17001,2022,1,27.3.c.22,27.3.c.22,cod,,,1434.0,,,,,691.2348,,,,,,,,,0.0,,,,,,,,0.1463,,,both,2125.3811,
213,2012,Sole,sol,sol.27.4,169278,Solea solea,27.4.a ~ 27.4.b ~ 27.4.c,28925,Spawning Stock Biomass,tonnes,0.474,F,,0.4196,0.311,30828,42838,0.2072,42838,tonnes,12168,,14696.0,https://doi.org/10.17895/ices.advice.19453814.v1,17030,2022,1,27.4.b,27.4.b,sol,118.9,,107.72,,,,0.33,257.34,,,,0.0,,,,,,,1985.0,0.36,,,,,0.0,,243.1,both,2712.75,-0.8154089548176374
214,2016,Sole,sol,sol.27.4,169278,Solea solea,27.4.a ~ 27.4.b ~ 27.4.c,31209,Spawning Stock Biomass,tonnes,0.4661,F,,0.4196,0.311,30828,42838,0.2072,42838,tonnes,14118,,15323.0,https://doi.org/10.17895/ices.advice.19453814.v1,17030,2022,1,27.4.b,27.4.b,sol,398.6,,318.68,,,,0.0,533.8,,,,0.0,,,,,,,2132.1,0.04,,,,,0.0,,316.23,both,3699.4499999999994,-0.7585688181165569
215,2020,Sole,sol,sol.27.4,169278,Solea solea,27.4.a ~ 27.4.b ~ 27.4.c,21761,Spawning Stock Biomass,tonnes,0.3285,F,,0.4196,0.311,30828,42838,0.2072,42838,tonnes,8841,,10490.0,https://doi.org/10.17895/ices.advice.19453814.v1,17030,2022,1,27.4.b,27.4.b,sol,101.8,,118.0,,,,0.72,500.2985,,,,0.0,,,,,,,2033.263,0.0,,,,,0.0,,324.4357,both,3078.5172000000002,-0.7065283889418493
216,2012,Saithe,pok,pok.27.3a46,169237,Pollachius virens,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,166341,SSB,tonnes,0.417,F,,0.668,0.576,107297,149098,0.363,149098,tonnes,78144,,87049.0,https://doi.org/10.17895/ices.advice.19453649.v1,17035,2022,1,27.4.a,27.4.a,pok,0.0,,3269.61,,8.0,,9092.61,5577.83,,,0.0,0.0,,,,,,0.0,8.0,32528.88,0.0,0.0,0.0,0.0,147.8,,7220.8,both,57853.530000000006,-0.3353912164413146
217,2016,Saithe,pok,pok.27.3a46,169237,Pollachius virens,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,181437,SSB,tonnes,0.374,F,,0.668,0.576,107297,149098,0.363,149098,tonnes,67620,,77672.0,https://doi.org/10.17895/ices.advice.19453649.v1,17035,2022,1,27.4.a,27.4.a,pok,0.0,,2834.41,,18.0,,10793.59,4569.11,,,0.0,0.0,,,,,,0.0,68.8,30353.81,0.0,0.0,0.0,0.0,226.24,,8498.99,both,57362.95,-0.26147195900710685
218,2020,Saithe,pok,pok.27.3a46,169237,Pollachius virens,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,160486,SSB,tonnes,0.438,F,,0.668,0.576,107297,149098,0.363,149098,tonnes,73791,,76820.0,https://doi.org/10.17895/ices.advice.19453649.v1,17035,2022,1,27.4.a,27.4.a,pok,0.0,,2777.0,,27.61764,,9443.877,6015.863,,,0.0,0.0,,,,,,3.461,174.647,38911.56,0.0,0.0,0.0,0.0,599.3628,,8645.023,both,66598.41144,-0.13305895027336637
219,2012,Ling,lin,lin.27.5a,169135,Molva molva,27.5.a.1 ~ 27.5.a.2,31376,SSB,tonnes,0.5887,F,,0.95,0.62,9000,11100,0.3,11100,,11817,,11817.0,https://doi.org/10.17895/ices.advice.19448045.v1,17097,2022,1,27.5.a.2,27.5.a.2,lin,,,,,0.0,,,,,,10538.0,,,,,,,,,247.65,,,,,,,0.0,both,10785.65,-0.0872768046035373
220,2016,Ling,lin,lin.27.5a,169135,Molva molva,27.5.a.1 ~ 27.5.a.2,38903,SSB,tonnes,0.4205,F,,0.95,0.62,9000,11100,0.3,11100,,9884,,9884.0,https://doi.org/10.17895/ices.advice.19448045.v1,17097,2022,1,27.5.a.2,27.5.a.2,lin,,,,,0.0,,,,,,8539.0,,,,,,,,,204.56,,,,,,,0.0,both,8743.56,-0.11538243626062328
221,2020,Ling,lin,lin.27.5a,169135,Molva molva,27.5.a.1 ~ 27.5.a.2,30032,SSB,tonnes,0.333,F,,0.95,0.62,9000,11100,0.3,11100,,7061,,7061.0,https://doi.org/10.17895/ices.advice.19448045.v1,17097,2022,1,27.5.a.2,27.5.a.2,lin,,,,,845.54511,,,,,,0.0,,,,,,,,,212.87,,,,,,,0.0,both,1058.41511,-0.8501040773261578
222,2012,Tusk,usk,usk.27.5a14,169297,Brosme brosme,27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.5.a.1 ~ 27.5.a.2,6684,SSB,tonnes,0.4289,F,,0.44,0.23,3400,4800,0.23,4800,,8125,,8125.0,https://doi.org/10.17895/ices.advice.19453874.v1,17100,2022,1,27.14.b.1,27.14.b.1,usk,,,,,,,,,0.0,,0.0,,,,,,,,,16.92,,,,,,,,both,16.92,-0.9979175384615384
223,2016,Tusk,usk,usk.27.5a14,169297,Brosme brosme,27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.5.a.1 ~ 27.5.a.2,4680,SSB,tonnes,0.2479,F,,0.44,0.23,3400,4800,0.23,4800,,4100,,4100.0,https://doi.org/10.17895/ices.advice.19453874.v1,17100,2022,1,27.14.b.1,27.14.b.1,usk,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,both,0.0,-1.0
224,2020,Tusk,usk,usk.27.5a14,169297,Brosme brosme,27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.5.a.1 ~ 27.5.a.2,3928,SSB,tonnes,0.2815,F,,0.44,0.23,3400,4800,0.23,4800,,3344,,3344.0,https://doi.org/10.17895/ices.advice.19453874.v1,17100,2022,1,27.14.b.1,27.14.b.1,usk,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,both,0.0,-1.0
225,2012,Blue ling,bli,bli.27.5b67,169062,Molva dypterygia,27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2,70443.8897424896,SSB,tonnes,0.05606,F,,0.17,0.12,54000,75037,0.12,75037,tonnes,3016,,,https://doi.org/10.17895/ices.advice.19447787.v1,17134,2022,1,27.5.b.1.b,27.5.b.1.b,bli,,,,,0.0,,0.0,,,,,,,,,,,,,7.88,,,,,,,0.0,both,7.88,
226,2016,Blue ling,bli,bli.27.5b67,169062,Molva dypterygia,27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2,76982.9895293246,SSB,tonnes,0.04885,F,,0.17,0.12,54000,75037,0.12,75037,tonnes,2734,,,https://doi.org/10.17895/ices.advice.19447787.v1,17134,2022,1,27.5.b.1.b,27.5.b.1.b,bli,,,,,0.0,,327.42,,,,,,,,,,,,,74.31,,,,,,,6.73,both,408.46000000000004,
