DATAFLOW,LAST UPDATE,freq,airpol,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2000,6648.72788,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2001,6957.17911,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2002,6778.39278,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2003,6895.80023,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2004,7030.25056,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2005,6936.60293,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2006,6943.64704,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2007,6675.54392,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2008,6719.22426,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2009,6005.65478,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2010,6008.49005,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2011,6090.05204,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2012,5624.5259,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2013,5222.27714,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2014,4894.47223,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2015,5097.95059,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2016,5186.5859,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2017,5355.72912,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2018,5415.47912,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2019,5011.05067,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2020,4516.78207,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,SK,2021,5228.07241,s
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,1995,2234.51417,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,1996,2455.1507,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,1997,2584.20815,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,1998,2610.38116,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,1999,2511.33519,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2000,2824.80034,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2001,2691.33889,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2002,2746.91476,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2003,2888.93396,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2004,2918.73579,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2005,3126.82903,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2006,3331.42137,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2007,3663.06403,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2008,3603.65746,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2009,3546.82936,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2010,3527.51794,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2011,3749.80393,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2012,3842.26305,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2013,3710.14908,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2014,3879.9414,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2015,4329.4485,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2016,4504.13984,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2017,4637.10236,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2018,4521.96003,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2019,4154.31047,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,TR,2020,4179.22396,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,1995,8030.17347,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,1996,8218.79263,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,1997,7884.23473,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,1998,7973.17412,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,1999,7812.28263,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2000,7942.51444,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2001,8064.65992,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2002,7792.50558,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2003,7983.45817,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2004,7998.49608,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2005,7992.87325,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2006,7814.51294,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2007,7677.88289,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2008,7378.86915,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2009,6511.21563,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2010,6627.06553,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2011,6245.45797,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2012,6308.37345,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2013,6056.28366,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2014,5646.22271,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2015,5327.45409,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2016,4901.11285,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2017,4662.93027,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2018,4556.23913,
ESTAT:ENV_AC_AINAH_R2(1.0),20/12/22 23:00:00,A,CO2,TOTAL,KG_HAB,UK,2019,4355.27235,
