DATAFLOW,LAST UPDATE,freq,nutrient,indic_ag,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,IT,2008,64.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,IT,2009,60.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,IT,2010,58.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,IT,2011,62.5,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,IT,2012,79.6,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,IT,2013,70.1,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,IT,2014,65.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,IT,2015,66,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,IT,2016,64.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,IT,2017,68,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,1990,93,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,1991,100,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,1992,51,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,1993,28,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,1994,29,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,1995,26,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,1996,31,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,1997,30,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,1998,32,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,1999,36,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2000,31.4,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2001,33,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2002,36.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2003,41.6,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2004,39.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2005,34.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2006,50.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2007,27.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2008,34.1,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2009,35.5,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2010,43.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2011,40,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2012,29.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2013,31.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2014,24.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2015,25,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2018,43.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LT,2019,40.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,1990,181,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,1991,196,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,1992,171,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,1993,164,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,1994,163,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,1995,166,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,1996,160,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,1997,156,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,1998,159,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,1999,168,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2000,156.6,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2001,142.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2002,151.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2003,126.1,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2004,145.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2005,129.5,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2006,128.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2007,123,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2008,121.6,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2009,120.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2010,126.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2011,138.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2012,124.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2013,127.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2014,128.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LU,2015,129,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,1990,99,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,1991,89,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,1992,53,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,1993,26,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,1994,23,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,1995,9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,1996,8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,1997,11,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,1998,7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,1999,12,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2000,10.5,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2001,22,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2002,13.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2003,19.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2004,16.1,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2005,16.1,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2006,21.4,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2007,19.6,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2008,16.5,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2009,21.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2010,29.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2011,28.3,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2012,24,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2013,27.7,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2014,27.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2015,28,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2016,25.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2017,22.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2018,26.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,LV,2019,12.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,1990,137,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,1991,149,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,1992,161,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,1993,186,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,1994,206,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,1995,222,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,1996,226,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,1997,244,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,1998,179,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,1999,196,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2000,257.1,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2001,270,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2002,244.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2003,203,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2004,260.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2005,233.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2006,231.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2007,243.8,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2008,214.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2009,199.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2010,168.6,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2011,131.9,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2012,140.5,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2013,147.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2014,147.2,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,MT,2015,147,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,1990,327.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,1991,342.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,1992,317.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,1993,314.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,1994,319.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,1995,332.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,1996,308.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,1997,299.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,1998,316.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,1999,291.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2000,253.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2001,229.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2002,196.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2003,229.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2004,209.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2005,203.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2006,209.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2007,195.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2008,173.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2009,171.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2010,171.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2011,172.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2012,170,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2013,171.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2014,162.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2015,192.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2016,194.5,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2017,182,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2018,196.0,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NL,2019,165.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1985,112,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1986,112,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1987,109,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1988,108,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1989,107,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1990,99,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1991,100,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1992,115,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1993,97,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1994,106,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1995,108,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1996,106,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1997,105,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1998,103,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,1999,102,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2000,85.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2001,80.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2002,85,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2003,91.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2004,88.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2005,96.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2006,97.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2007,99.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2008,90.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2009,88.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2010,82.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2011,97.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2012,90.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2013,102.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2014,89.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2015,86.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,NO,2016,94.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1985,70,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1986,70,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1987,70,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1988,69.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1989,78.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1990,63.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1991,38.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1992,49.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1993,29.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1994,45.3,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1995,33.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1996,38.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1997,42.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1998,38.7,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,1999,40.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2000,44.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2001,39.6,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2002,44.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2003,50.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2004,39.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2005,44.9,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2006,62.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2007,52.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2008,57.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2009,47.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2010,52.0,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2011,53.0,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2012,48.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2013,54.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2014,39.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2015,47.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2016,44.1,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2017,48.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2018,61.8,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PL,2019,47.4,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,1995,44.4,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,1996,46.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,1997,49.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,1998,51,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,1999,34.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2000,39.1,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2001,47.2,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2002,36,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2003,41.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2004,38.8,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2005,44.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2006,28.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2007,43.5,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2008,33,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2009,36,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2010,40.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2011,39.6,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2012,43.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2013,38.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2014,44.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2015,44.3,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2016,46.7,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2017,44.9,r
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2018,45.5,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,PT,2019,45.2,
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1990,54,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1991,27,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1992,26,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1993,25,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1994,17,e
ESTAT:AEI_PR_GNB(1.0),14/03/22 23:00:00,A,N,BAL_UAA,RO,1995,15,e
