https://www.fao.org/fishery/statistics-query/en/gfcm_capture/gfcm_capture_quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name En,ASFIS species Name En,Unit Name,2020,2020 Flag,2019,2019 Flag,2018,2018 Flag,2017,2017 Flag,2016,2016 Flag,2015,2015 Flag,2014,2014 Flag,2013,2013 Flag,2012,2012 Flag,2011,2011 Flag,2010,2010 Flag,2009,2009 Flag,2008,2008 Flag,2007,2007 Flag,2006,2006 Flag,2005,2005 Flag,2004,2004 Flag,2003,2003 Flag,2002,2002 Flag,2001,2001 Flag,2000,2000 Flag,1999,1999 Flag,1998,1998 Flag,1997,1997 Flag,1996,1996 Flag,1995,1995 Flag,1994,1994 Flag,1993,1993 Flag,1992,1992 Flag,1991,1991 Flag,1990,1990 Flag
France,Red gurnard,Tonnes - live weight,244.986,,299,,265,,246,,235,,224,,274,,319,,270,,339,,283,,151,,226,,226,,272,,434,,363,,279,,313,,162,,184,,,,,,,,,,,,,,,,,,,,,
France,Red mullet,Tonnes - live weight,231.566,,87.1,,90,,73,,96,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Red porgy,Tonnes - live weight,14.899,,11,,11,,6,,8,,4,,10,,11,,6,,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Rocklings nei,Tonnes - live weight,6.61,,10,,10,,8,,7,,4,,3,,2,,2,,5,,1,,,,,,,,,,0,,19,,19,,19,,19,,19,,20,,,,,,,,,,,,,,,,,,,
France,Round sardinella,Tonnes - live weight,1.795,,2,,1,,1,,1,,2,,1,,35,,7,,2,,3,,1,,1,,1,,1,,2,,5,,3,,7,,17,,15,,72,,0,,0,,0,,0,,0,,0,,0,,0,,0,
France,Royal cucumber,Tonnes - live weight,12.964,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"Ruffs, barrelfishes nei",Tonnes - live weight,2.76,,4,,6,,3,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Saddled seabream,Tonnes - live weight,3.485,,2,,4,,5,,2,,2,,2,,4,,1,,3,,3,,4,,2,,5,,4,,2,,5,,4,,8,,8,,14,,10,,14,,14,,13,,4,,4,,5,,6,,6,,2,
France,Salema,Tonnes - live weight,59.753,,75,,83,,55,,84,,49,,67,,50,,44,,55,,58,,45,,22,,24,,18,,24,,66,,63,,63,,60,,58,,60,,77,,77,,30,,15,,36,,110,,291,,112,,99,
France,Sandeels(=Sandlances) nei,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0,,0,,0,,0,,1,,2,,1,,,,,,,,,,,,,,,,,,,
France,Sand steenbras,Tonnes - live weight,15.09,,18,,20,,20,,15,,18,,17,,23,,29,,52,,72,,61,,55,,54,,82,,49,,49,,55,,56,,61,,59,,66,,80,,80,,24,,2,,24,,45,,54,,39,,32,
France,Sardinia coral,Tonnes - live weight,0.584,,0.817,,0.98,,1.233,,1.145,,1.38,,1.22,,1.58,,10.3,,10.3,,9.3,,9,,8.4,,8.2,,9.3,,11,,4.2,,4.5,,5.6,,3.7,,3.6,,3.8,,4.5,,2.5,,1.9,,2.3,,2.6,,2.5,,2.5,,3.5,,3.8,
France,Sargo breams nei,Tonnes - live weight,2.43,,8,,6,,3,,4,,5,,8,,7,,4,,74,,114,,81,,79,,80,,100,,81,,72,,96,,84,,83,,79,,82,,109,,109,,80,,60,,99,,166,,183,,177,,168,
France,Scallops nei,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"Scorpionfishes, redfishes nei",Tonnes - live weight,101.39,,108,,90,,52,,59,,43,,60,,91,,37,,70,,47,,43,,11,,8,,9,,9,,25,,25,,27,,24,,27,,30,,80,,80,,25,,19,,77,,119,,157,,170,,188,
France,Sea squirts nei,Tonnes - live weight,14.177,,16,,14,,10,,10,,9,,7,,7,,2,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Seerfishes nei,Tonnes - live weight,0.02,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Shads nei,Tonnes - live weight,3.785,,5,,6,,3,,5,,4,,3,,4,,2,,3,,2,,2,,1,,1,,0,,4,,4,,5,,4,,2,,19,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,
France,Shagreen ray,Tonnes - live weight,0.035,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"Sharks, rays, skates, etc. nei",Tonnes - live weight,0,,1,,1,,1,,1,,1,,1,,1,,2,,7,,1,,,,,,1,,,,0,,0,,0,,0,,0,,0,,43,,,,,,28,,,,,,,,,,,,,
France,Shortbill spearfish,Tonnes - live weight,0.021,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Shortfin mako,Tonnes - live weight,0.011,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Silver scabbardfish,Tonnes - live weight,0.203,,1,,1,,1,,1,,2,,2,,1,,1,,3,,15,,2,,1,,5,,7,,7,,8,,7,,11,,15,,8,,225,,11,,11,,41,,0,,0,,0,,0,,0,,0,
France,Silversides(=Sand smelts) nei,Tonnes - live weight,31.06,,45,,25,,25,,24,,32,,27,,36,,30,,31,,29,,23,,27,,20,,9,,11,,61,,84,,38,,44,,29,,57,,55,,55,,31,,3,,80,,154,,309,,410,,683,
France,Skipjack tuna,Tonnes - live weight,1.86,,4,,0,N,5,,7,,0,N,10,,0,N,0,N,2,,8,,0,N,0,N,0,N,2,,2,,20,,25,,22,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
France,Small-eyed ray,Tonnes - live weight,0.021,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Small-spotted catshark,Tonnes - live weight,25.242,,27,,19,,22,,28,,31,,32,,23,,21,,29,,39,,32,,28,,29,,21,,28,,37,,32,,33,,31,,30,,,,,,,,,,,,,,,,,,,,,
France,Smooth-hounds nei,Tonnes - live weight,0.383,,1,,1,,0,,0,,1,,0,,0,N,0,,0,,2,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,N,0,,0,,0,N,0,N,0,N,0,N,31,,1,,0,N
France,Solen razor clams nei,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,
France,Soles nei,Tonnes - live weight,9.01,,9,,7,,7,,7,,6,,3,,3,,3,,8,,,,1,,3,,5,,6,,19,,19,,14,,18,,12,,14,,18,,0,,0,,0,,0,,0,,0,,0,,0,,0,
France,Spinous spider crab,Tonnes - live weight,23.243,,12,,8,,11,,4,,3,,6.1,,9,,8,,9,,8,,2,,,,,,2,,3,,2,,2,,2,,1,,6,,0,N,2,,2,,2,,,,11,,7,,1,,4,,6,
France,Sponges,Tonnes - live weight,0,,0,,0.1,,0.1,,0.1,,0.1,,0.1,,0.2,,0.2,,0.2,,0.2,,0.3,,0.4,,0.5,,0.6,,0.8,,1,,1.2,,1.4,,2,,3,,4,,5,,5,,7,,8,,10,,12,,14,,15,,15,
France,Spottail mantis squillid,Tonnes - live weight,59.252,,71,,101,,117,,129,,48,,45,,33,,28,,37,,25,,24,,26,,27,,40,,38,,48,,48,,44,,33,,44,,34,,10,,10,,15,,2,,11,,11,,13,,22,,21,
France,Spotted flounder,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Spotted ray,Tonnes - live weight,48.217,,52,,41,,30,,33,,33,,48,,51,,39,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Stargazer,Tonnes - live weight,20.045,,16,,14,,10,,10,,7,,7,,6,,5,,7,,7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Starry ray,Tonnes - live weight,0.033,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Stony sea urchin,Tonnes - live weight,69.019,,107,,87,,80,,56,,57,,55,,65,,28,,76,,106,,34,,,,,,59,,0,,138,,181,,180,,98,,192,,70,,47,,47,,63,,71,,142,,240,,390,,201,,253,
France,Striped marlin,Tonnes - live weight,0.294,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Surmullet,Tonnes - live weight,207.025,,255,,303,,251,,324,,386,,360,,295,,171,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Surmullets(=Red mullets) nei,Tonnes - live weight,0.229,,2,,2,,0,,0,,5,,4,,6,,13,,26,,319,,189,,136,,218,,229,,208,,322,,267,,189,,206,,270,,266,,149,,149,,149,,189,,186,,267,,454,,349,,480,
France,Swordfish,Tonnes - live weight,110.25,,70.83,,86,,113,,179,,182,,127,,66,,12,,81,,78,,16,,14,,14,,4,,9,,19,,31,,27,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
France,Tellins nei,Tonnes - live weight,4.549,,13,,5,,5,,6,,21,,34,,51,,40,,44,,30,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Thicklip grey mullet,Tonnes - live weight,186.777,,264,,239,,214,,172,,184,,163,,171,,184,,128,,122,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Thornback ray,Tonnes - live weight,46.061,,43,,34,,29,,27,,22,,22,,17,,12,,16,,12,,11,,11,,13,,18,,15,,25,,27,,19,,17,,29,,45,,0,,0,,0,,0,,0,,0,,0,,0,,0,
France,Thresher,Tonnes - live weight,1.596,,1,,0,,1,,2,,3,,2,,1,,1,,2,,2,,8,,10,,6,,10,,12,,10,,17,,13,,19,,12,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,
France,Tope shark,Tonnes - live weight,0.011,,0,,0,,0,,0,,0,,0,,0,,0,N,0,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Tub gurnard,Tonnes - live weight,5.075,,9,,8,,9,,9,,8,,10,,10,,11,,18,,21,,22,,21,,25,,25,,30,,35,,35,,27,,68,,79,,,,,,,,,,,,,,,,,,,,,
France,Tuna-like fishes nei,Tonnes - live weight,0.023,,1,,1,,2,,0,,0,,1,,0,,0,N,0,N,0,,1,,0,N,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
France,Turbot,Tonnes - live weight,17.521,,20,,14,,13,,16,,13,,14,,11,,6,,7,,8,,7,,4,,8,,12,,15,,23,,18,,17,,15,,18,,13,,131,,131,,40,,5,,77,,89,,62,,52,,87,
France,Twaite shad,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Undulate ray,Tonnes - live weight,0.986,,1,,1,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Various sharks nei,Tonnes - live weight,0.118,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Various squids nei,Tonnes - live weight,1.165,,0,,0,,0,,0,,1,,0,,0,,0,,6,,,,1,,,,,,,,0,,0,,0,,0,,0,,0,,0,,43,,43,,43,,,,67,,86,,86,,107,,66,
France,Venus clams nei,Tonnes - live weight,0.93,,4,,3,,2,,2,,1,,1,,1,,1,,2,,2,,2,,,,,,,,0,,12,,13,,12,,22,,18,,18,,0,,0,,0,,0,,64,,130,,120,,100,,134,
France,White seabream,Tonnes - live weight,74.745,,68,,73,,64,,67,,48,,88,,88,,53,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,White skate,Tonnes - live weight,9.45,,6,,10,,11,,8,,8,,1,,2,,2,,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Whiting,Tonnes - live weight,0.045,,0,,0,,0,,26,,33,,43,,46,,23,,92,,109,,51,,0,,1,,0,,0,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,
France,"Wrasses, hogfishes, etc. nei",Tonnes - live weight,32.61,,49,,34,,25,,14,,13,,6,,85,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Wreckfish,Tonnes - live weight,0.199,,1,,2,,1,,1,,0,,1,,2,,0,,0,,,,1,,,,,,0,,0,,0,,0,,0,,0,,22,,22,,,,,,,,,,,,,,,,,,,
France,Yellowfin tuna,Tonnes - live weight,0.6,,0,,0,,0,,0,,1.04,,1.28,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Yellowstripe goatfish,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,,Tonnes - live weight,179.179,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,Marine fishes nei,Tonnes - live weight,1,E,1,E,1,E,1,E,1,E,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
Greece,Albacore,Tonnes - live weight,157.95,,297.01,,522,,608,,1332,,541,,287,,165,,126,,126,,125,,116,,191,,448,,402,,623,,773,,950,,1352,,1840,,1786,,2005,,1152,,741,,952,,0,N,1,,1,,500,,500,,500,
Greece,Annular seabream,Tonnes - live weight,125.57,,161,,200,,186,,222,,86,,130,,169,,209,,294,,264,,251,,240,,353,,308,,207,,319,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Atlantic bluefin tuna,Tonnes - live weight,353.42,,312,,267,,235,,218,,195,,161,,178,,176,,172,,224,,373,,350,,285,,255,,318,,389,,422,,438,,361,,622,,248,,286,,1217,,874,,1004,,886,,439,,447,,175,,201,
Greece,Atlantic bonito,Tonnes - live weight,341.81,,421.9,,641,,399,,700,,691,,678,,960,,733,,798,,531,,476,,587,,1123,,845,,1390,,1321,,1538,,1420,,1550,,1914,,2135,,945,,1559,,1752,,2116,,1581,,2690,,2690,,2690,,2534,
Greece,Atlantic chub mackerel,Tonnes - live weight,2039.65,,2285,,1921,,2012,,1958,,2023,,1584,,1941,,1600,,1975,,2783,,2097,,1867,,3017,,3277,,3473,,2937,,2785,,3188,,1829,,2286,,1850,,2173,,5627,,6520,,6468,,14308,,10996,,5146,,3995,,3199,
Greece,Atlantic horse mackerel,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,428,,555,,534,,536,,710,,609,,778,,753,,747,,774,,942,,1360,,2956,,2484,,1860,,1628,,582,,481,,567,,537,
Greece,Atlantic mackerel,Tonnes - live weight,158.89,,264,,403,,783,,142,,224,,66,,69,,121,,127,,173,,292,,313,,550,,765,,310,,398,,318,,315,,155,,443,,200,,141,,292,,880,,680,,1360,,1551,,2183,,1224,,3524,
Greece,Axillary seabream,Tonnes - live weight,112.96,,128,,156,,140,,143,,133,,99,,0,,0,,0,,0,,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Black seabream,Tonnes - live weight,117.82,,128,,140,,124,,116,,62,,86,,117,,93,,113,,139,,118,,90,,98,,109,,96,,118,,207,,194,,132,,158,,325,,218,,316,,378,,319,,541,,394,,352,,537,,370,
Greece,Blackspot seabream,Tonnes - live weight,72.84,,83,,65,,52,,87,,100,,46,,0,,0,,0,,0,,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Blotched picarel,Tonnes - live weight,209.86,,231,,244,,310,,303,,261,,197,,216,,273,,253,,264,,493,,361,,443,,280,,420,,304,,385,,294,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Bluefish,Tonnes - live weight,167.84,,168,,162,,150,,227,,123,,119,,143,,128,,144,,114,,111,,132,,121,,218,,277,,117,,291,,513,,511,,265,,259,,144,,111,,128,,346,,377,,457,,439,,240,,154,
Greece,Blue whiting(=Poutassou),Tonnes - live weight,747.27,,1014,,1100,,597,,310,,347,,545,,1206,,567,,549,,679,,749,,982,,1098,,1409,,1164,,1259,,1303,,643,,471,,566,,630,,846,,1558,,1226,,1944,,2281,,1858,,1449,,1141,,1136,
Greece,Bogue,Tonnes - live weight,2854.93,,3620,,3510,,3814,,3711,,2914,,2869,,2948,,3136,,3404,,3201,,4018,,3652,,3954,,4058,,4185,,3905,,4025,,3792,,3674,,4096,,4658,,4228,,5973,,6742,,6842,,14592,,12398,,9438,,8864,,7617,
Greece,Caramote prawn,Tonnes - live weight,363.99,,438,,512,,448,,1404,,2854,,1492,,1776,,1602,,2163,,1918,,1987,,2113,,3056,,3263,,3120,,2581,,1946,,1299,,1502,,1440,,1103,,1459,,1554,,1165,,737,,494,,473,,395,,192,,299,
Greece,"Clams, etc. nei",Tonnes - live weight,599.99,,811,,628,,537,,591,,212,,206,,111,,132,,202,,337,,237,,194,,223,,153,,125,,117,,200,,359,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Common cuttlefish,Tonnes - live weight,1895.24,,2008,,1824,,1671,,1950,,878,,1115,,1417,,1104,,1342,,1390,,1493,,1407,,1874,,1968,,1630,,1855,,2814,,2782,,1623,,1609,,2732,,1807,,2381,,1819,,2516,,2853,,1941,,1780,,1736,,1996,
Greece,Common dentex,Tonnes - live weight,265.13,,273,,276,,281,,257,,139,,190,,176,,174,,226,,279,,261,,238,,258,,234,,251,,253,,257,,169,,163,,230,,220,,135,,220,,194,,291,,398,,227,,230,,197,,176,
Greece,Common octopus,Tonnes - live weight,3234.89,,3104,,2719,,2741,,3316,,1646,,1835,,1705,,1301,,1426,,1487,,1580,,1554,,2146,,2211,,2496,,3062,,2695,,2263,,2058,,2193,,1910,,1673,,2952,,2919,,2856,,2886,,2456,,3563,,2296,,1356,
Greece,Common sole,Tonnes - live weight,477.64,,524,,517,,527,,587,,480,,465,,799,,528,,544,,573,,654,,742,,1019,,1376,,952,,801,,806,,567,,480,,621,,509,,620,,1082,,1087,,1259,,1742,,2068,,1849,,1715,,3097,
Greece,Common spiny lobster,Tonnes - live weight,72.88,,81,,80,,73,,98,,72,,116,,34,,41,,44,,50,,50,,45,,46,,41,,40,,27,,28,,32,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Common squids nei,Tonnes - live weight,573.16,,580,,756,,641,,520,,584,,600,,776,,819,,633,,615,,725,,656,,766,,822,,650,,605,,571,,405,,405,,560,,397,,426,,623,,856,,945,,1101,,1369,,1135,,1064,,668,
Greece,Deep-water rose shrimp,Tonnes - live weight,3578.28,,3387,,3555,,3264,,1983,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Dogfish sharks nei,Tonnes - live weight,72.86,,88,,77,,96,,107,,99,,109,,80,,112,,106,,98,,87,,65,,75,,103,,140,,169,,170,,143,,224,,270,,258,,289,,241,,285,,266,,205,,124,,170,,206,,171,
Greece,Dusky grouper,Tonnes - live weight,109.75,,108,,109,,112,,126,,50,,56,,53,,62,,55,,64,,79,,72,,106,,111,,121,,152,,152,,74,,97,,89,,62,,56,,91,,110,,192,,108,,114,,136,,105,,220,
Greece,European anchovy,Tonnes - live weight,11275.54,,15278,,13208,,13033,,11562,,13515,,9847,,8752,,9506,,8896,,12042,,14539,,15103,,16020,,14156,,11324,,13404,,13780,,9976,,10770,,9863,,16456,,17097,,14583,,15073,,13876,,17333,,14600,,11512,,13627,,14668,
Greece,European conger,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,,,1062,,1019,,1211,,1293,,1922,,1160,,1036,,1419,,,,,,,,,
Greece,European eel,Tonnes - live weight,3.81,,5,,11,,21,,47,,20,,18,,5,,9,,9,,4,,13,,10,,15,,17,,15,,18,,18,,16,,24,,24,,16,,34,,21,,21,,31,,23,,17,,15,,41,,31,
Greece,European flat oyster,Tonnes - live weight,8.57,,9,,6,,10,,48,,68,,65,,43,,22,,10,,,,20,,12,,122,,46,,8,,23,,41,,72,,120,,105,,47,,95,,344,,1003,,1096,,1093,,1691,,3771,,4465,,3616,
Greece,European hake,Tonnes - live weight,4323.48,,4429,,4031,,3962,,3696,,3255,,3135,,4694,,4051,,4113,,4602,,5230,,5306,,5192,,4794,,3871,,3748,,3161,,2930,,2753,,2960,,3127,,3032,,4248,,4579,,5369,,6390,,5043,,4141,,3221,,3789,
Greece,European lobster,Tonnes - live weight,0,,0,,0,,0,,0,,215,,124,,69,,81,,89,,100,,99,,93,,93,,83,,80,,54,,55,,65,,221,,192,,158,,138,,357,,198,,510,,320,,118,,134,,131,,143,
Greece,European pilchard(=Sardine),Tonnes - live weight,10680.81,,13581,,12409,,12674,,10890,,7953,,8404,,6865,,5148,,5809,,6511,,10072,,9846,,9410,,11321,,11258,,9217,,8667,,16331,,14395,,16026,,15214,,17734,,20561,,18896,,20413,,20273,,20702,,20691,,14365,,11053,
Greece,European seabass,Tonnes - live weight,324.57,,311,,276,,241,,348,,204,,242,,287,,274,,299,,339,,308,,462,,796,,1260,,812,,669,,551,,448,,280,,336,,263,,251,,361,,347,,392,,413,,412,,408,,215,,217,
Greece,European sprat,Tonnes - live weight,9.43,,11,,22,,22,,36,,35,,29,,72,,84,,85,,235,,201,,253,,204,,254,,90,,138,,304,,166,,474,,266,,110,,216,,279,,262,,178,,169,,148,,352,,89,,24,
Greece,Flathead grey mullet,Tonnes - live weight,1832.71,,1980,,1954,,2102,,2252,,1081,,1160,,919,,1035,,1026,,1198,,1659,,1702,,1929,,2017,,2589,,2317,,1883,,1982,,1357,,1697,,1965,,1690,,3022,,3797,,2816,,2689,,3217,,2392,,3280,,3359,
Greece,Frigate and bullet tunas,Tonnes - live weight,262.1,,513.42,,294,,181,,207,,311,,108,,155,,118,,129,,169,,506,,620,,157,,274,,180,,226,,246,,120,,125,,196,,0,M,0,M,1426,,1426,,1400,,1400,,1400,,1400,,1400,,1400,
Greece,Garfish,Tonnes - live weight,65.69,,85,,114,,100,,95,,82,,59,,86,,87,,57,,54,,100,,84,,82,,70,,97,,106,,103,,102,,126,,184,,83,,188,,253,,331,,323,,491,,371,,225,,210,,135,
Greece,Gilthead seabream,Tonnes - live weight,536.21,,504,,554,,383,,380,,194,,293,,205,,177,,187,,227,,194,,202,,166,,137,,357,,131,,172,,199,,176,,248,,142,,125,,138,,199,,201,,445,,310,,172,,101,,72,
Greece,Greater amberjack,Tonnes - live weight,418.7,,587,,492,,507,,468,,395,,459,,582,,516,,313,,440,,449,,382,,413,,441,,418,,297,,258,,322,,396,,176,,205,,252,,336,,697,,322,,199,,114,,199,,209,,122,
Greece,Greater weever,Tonnes - live weight,58.57,,61,,57,,62,,70,,41,,48,,0,,0,,0,,0,,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Groupers nei,Tonnes - live weight,85.85,,83,,76,,81,,85,,58,,75,,72,,63,,141,,141,,108,,83,,102,,79,,141,,154,,166,,71,,142,,63,,85,,65,,91,,54,,76,,51,,32,,65,,68,,132,
Greece,"Groupers, seabasses nei",Tonnes - live weight,202.69,,238,,270,,365,,395,,254,,284,,249,,284,,335,,305,,191,,172,,176,,157,,165,,127,,154,,167,,271,,286,,336,,330,,616,,410,,428,,756,,322,,287,,259,,282,
Greece,"Guitarfishes, etc. nei",Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,38,,43,,32,,34,,24,,41,,32,,52,,89,,94,,73,,87,,63,,112,,79,,117,,20,,3,,4,,16,
Greece,"Gurnards, searobins nei",Tonnes - live weight,82.52,,108,,108,,125,,175,,110,,162,,119,,123,,107,,94,,111,,129,,157,,134,,116,,147,,166,,212,,169,,207,,229,,234,,376,,368,,321,,421,,1829,,1394,,1278,,1525,
Greece,"Jacks, crevalles nei",Tonnes - live weight,105.49,,100,,103,,96,,95,,61,,82,,0,,0,,0,,0,,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,John dory,Tonnes - live weight,172.64,,193,,204,,242,,196,,210,,244,,236,,222,,302,,281,,413,,482,,411,,413,,192,,173,,186,,204,,268,,185,,195,,259,,289,,447,,413,,366,,221,,277,,213,,146,
Greece,Large-eye dentex,Tonnes - live weight,284.01,,316,,333,,362,,347,,283,,416,,424,,373,,501,,566,,467,,446,,615,,550,,456,,485,,357,,347,,318,,378,,497,,535,,1010,,651,,710,,550,,221,,282,,326,,177,
Greece,Little tunny(=Atl.black skipj),Tonnes - live weight,955.44,,635.41,,489,,299,,501,,271,,289,,363,,276,,301,,165,,148,,183,,72,,69,,112,,0,,0,,132,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Greece,Marine crustaceans nei,Tonnes - live weight,318.61,,368,,423,,489,,460,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Marine fishes nei,Tonnes - live weight,4362,,4895,,4696,,4162,,4609,,4319,,4187,,6064,,6433,,5638,,6054,,7262,,8785,,9138,,9385,,11655,,13621,,12692,,10852,,10055,,11009,,10213,,8644,,11226,,10807,,11234,,12518,,11635,,12501,,14384,,11732,
Greece,Marine molluscs nei,Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,2169,,1688,,1736,,1789,,2241,,3076,,2393,,1739,,2382,,2619,,2334,,1614,
Greece,Meagre,Tonnes - live weight,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Mediterranean horse mackerel,Tonnes - live weight,1518.68,,1808,,1448,,1505,,1254,,1452,,1546,,1810,,2276,,2516,,2763,,2738,,2704,,2830,,3339,,2809,,2574,,2495,,3086,,3408,,3902,,3534,,4350,,7169,,8039,,8331,,11323,,8263,,8578,,7103,,5389,
Greece,Mediterranean mussel,Tonnes - live weight,198.13,,236,,87,,84,,71,,17,,74,,82,,67,,46,,313,,708,,284,,474,,223,,165,,300,,77,,182,,254,,469,,15860,,6389,,24139,,12625,,10806,,2273,,2919,,8206,,309,,0,
Greece,Mediterranean shore crab,Tonnes - live weight,1866.02,,1788,,2147,,2689,,2836,,1305,,844,,533,,474,,497,,229,,76,,54,,58,,24,,47,,33,,109,,117,,17,,16,,37,,50,,28,,49,,16,,59,,82,,166,,81,,58,
