https://www.fao.org/fishery/statistics-query/en/gfcm_capture/gfcm_capture_quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name En,ASFIS species Name En,Unit Name,2020,2020 Flag,2019,2019 Flag,2018,2018 Flag,2017,2017 Flag,2016,2016 Flag,2015,2015 Flag,2014,2014 Flag,2013,2013 Flag,2012,2012 Flag,2011,2011 Flag,2010,2010 Flag,2009,2009 Flag,2008,2008 Flag,2007,2007 Flag,2006,2006 Flag,2005,2005 Flag,2004,2004 Flag,2003,2003 Flag,2002,2002 Flag,2001,2001 Flag,2000,2000 Flag,1999,1999 Flag,1998,1998 Flag,1997,1997 Flag,1996,1996 Flag,1995,1995 Flag,1994,1994 Flag,1993,1993 Flag,1992,1992 Flag,1991,1991 Flag,1990,1990 Flag
Malta,Sharpsnout seabream,Tonnes - live weight,0.03,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,Shortnose greeneye,Tonnes - live weight,,,,,0,,0,,2,,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Malta,Silver scabbardfish,Tonnes - live weight,301.49,,136.01,,134,,95,,51,,38,,37,,123,,20,,1,,2,,1,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Malta,Skipjack tuna,Tonnes - live weight,0.41,,1.92,,5,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Malta,Small red scorpionfish,Tonnes - live weight,1.48,,4,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Malta,Small-spotted catshark,Tonnes - live weight,1.09,,1.08,,2,,0,N,1,,0,N,1,,0,N,1,,0,N,1,,1,,0,,0,,0,N,0,N,0,N,0,N,0,N,1,,1,,1,,2,,1,,1,,1,,1,,0,,0,,0,,0,
Malta,Smooth-hound,Tonnes - live weight,10.17,,11,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Malta,Smooth-hounds nei,Tonnes - live weight,,,,,18,,38,,18,,1,,1,,4,,5,,2,,3,,4,,7,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Malta,Speckled ray,Tonnes - live weight,0.07,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,Spider octopus,Tonnes - live weight,0.03,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,Spinous spider crab,Tonnes - live weight,0.02,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,Spotted flounder,Tonnes - live weight,0.01,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,Spotted ray,Tonnes - live weight,0.64,,7.8,,7,,1,,0,N,0,N,2,,1,,1,,2,,0,N,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Malta,Stargazer,Tonnes - live weight,0.16,,0.3,,0,N,0,N,1,,0,N,2,,1,,1,,1,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Malta,Starry smooth-hound,Tonnes - live weight,0.46,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,"Stingrays, butterfly rays nei",Tonnes - live weight,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Malta,Stony sea urchin,Tonnes - live weight,0.01,,0.03,,0,N,0,N,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Malta,Streaked gurnard,Tonnes - live weight,0.01,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,Striped weever,Tonnes - live weight,0.1,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,Surmullet,Tonnes - live weight,16.37,,37.89,,30,,3,,0,N,0,N,45,,23,,75,,64,,53,,13,,10,,9,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Malta,Surmullets(=Red mullets) nei,Tonnes - live weight,,,,,1,,42,,160,,60,,0,,0,,0,,0,,0,,33,,40,,23,,5,,3,,4,,3,,4,,5,,7,,12,,8,,7,,7,,4,,3,,2,,1,,2,,7,
Malta,Swordfish,Tonnes - live weight,361.29,,406.93,,308,,330,,410,,489,,376,,460,,503,,532,,423,,266,,260,,213,,239,,362,,195,,163,,257,,102,,175,,187,,153,,100,,72,,72,,47,,91,,85,,129,,135,
Malta,Thornback ray,Tonnes - live weight,20.71,,20.29,,26,,2,,0,,0,,25,,23,,39,,24,,8,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Malta,Transparent goby,Tonnes - live weight,0.61,,0.81,,1,,1,,4,,3,,0,,0,,0,,0,,0,N,1,,2,,3,,2,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Malta,Tub gurnard,Tonnes - live weight,0.08,,2,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Malta,Tuna-like fishes nei,Tonnes - live weight,,,,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,N,0,N,0,N,0,N,0,N,8,,0,N,8,,4,
Malta,Unihorn octopus,Tonnes - live weight,0.13,,2,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Malta,White grouper,Tonnes - live weight,4.29,,4.2,,6,,12,,16,,21,,6,,2,,0,M,0,,11,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Malta,White seabream,Tonnes - live weight,9.18,,7.25,,5,,8,,7,,8,,8,,9,,11,,10,,9,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Malta,White skate,Tonnes - live weight,,,,,0,,1,,2,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Malta,White-spotted octopus,Tonnes - live weight,0.02,,,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,"Wrasses, hogfishes, etc. nei",Tonnes - live weight,0.07,,0.13,,0,N,0,N,0,N,0,N,3,,1,,4,,5,,8,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Malta,Wreckfish,Tonnes - live weight,6.61,,9.18,,12,,6,,7,,7,,3,,2,,5,,2,,7,,3,,2,,5,,4,,7,,11,,11,,16,,8,,8,,8,,8,,14,,9,,8,,16,,29,,23,,24,,30,
Monaco,Marine fishes nei,Tonnes - live weight,1,E,1,E,1,,1,E,1,E,1,E,1,E,1,E,1,,1,E,1,E,1,E,1,E,1,,1,E,2,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,2,E,2,E
Montenegro,Atlantic bluefin tuna,Tonnes - live weight,24.24,,59,,95,,73,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Atlantic bonito,Tonnes - live weight,12.25,,21,,15,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Atlantic chub mackerel,Tonnes - live weight,29.44,,61,,57,,45,,10,,10,,12,,15,,18,,13,,14,,12,,21,,12,,6,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Atlantic horse mackerel,Tonnes - live weight,33.38,,59,,63,,62,,13,,13,,13,,11,,12,,12,,12,,13,,17,,13,,20,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Atlantic mackerel,Tonnes - live weight,5.4,,8,,5,,4,,12,,12,,17,,10,,15,,12,,12,,10,,12,,11,,10,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Big-scale sand smelt,Tonnes - live weight,0,,0,,5,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Bogue,Tonnes - live weight,22.2,,42,,35,,20,,15,,15,,15,,15,,16,,12,,28,,30,,27,,23,,28,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,"Catsharks, nursehounds nei",Tonnes - live weight,0.9,,1,,2,,2,,4,,4,,4,,7,,6,,7,,7,,5,,10,,4,,2,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Common dentex,Tonnes - live weight,2.89,,4,,11,,8,,11,,11,,14,,7,,8,,6,,5,,4,,10,,9,,8,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Common eagle ray,Tonnes - live weight,0.86,,1,,1,,3,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Common octopus,Tonnes - live weight,9.71,,14,,12,,9,,14,,14,,15,,12,,15,,13,,16,,15,,23,,19,,20,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Common pandora,Tonnes - live weight,8.79,,13,,12,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Common squids nei,Tonnes - live weight,9.85,,13,,11,,9,,13,,13,,13,,11,,16,,12,,14,,10,,19,,17,,15,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,"Cuttlefish, bobtail squids nei",Tonnes - live weight,9.91,,13,,11,,8,,14,,14,,13,,11,,12,,11,,9,,7,,15,,18,,15,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Deep-water rose shrimp,Tonnes - live weight,15.9,,44,,47,,33,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,European anchovy,Tonnes - live weight,91.68,,180,,188,,158,,72,,52,,12,,14,,18,,12,,13,,19,,15,,15,,23,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,European barracuda,Tonnes - live weight,2.76,,3,,4,,2,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,European conger,Tonnes - live weight,2.28,,3,,5,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,European eel,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,2,,2,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,European hake,Tonnes - live weight,40.66,,49,,47,,36,,20,,20,,22,,21,,24,,20,,27,,24,,34,,25,,26,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,European pilchard(=Sardine),Tonnes - live weight,161.84,,299,,304,,273,,122,,95,,35,,38,,36,,32,,35,,30,,32,,23,,21,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,European sprat,Tonnes - live weight,,,0,,0,,0,,58,,0,M,58,,76,,56,,31,,38,,38,,48,,49,,30,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Flatfishes nei,Tonnes - live weight,5.52,,7,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Flathead grey mullet,Tonnes - live weight,17.14,,25,,12,,7,,27,,27,,38,,30,,30,,31,,42,,34,,39,,30,,22,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Gilthead seabream,Tonnes - live weight,5.76,,13,,13,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Greater amberjack,Tonnes - live weight,8.5,,8,,6,,4,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Grey gurnard,Tonnes - live weight,4.61,,1,,14,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Horned and musky octopuses,Tonnes - live weight,4.43,,4,,3,,3,,9,,9,,10,,10,,12,,13,,22,,15,,21,,13,,18,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,John dory,Tonnes - live weight,4.6,,7,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Marine crustaceans nei,Tonnes - live weight,1.55,,2,,2,,1,,28,,28,,31,,22,,25,,22,,27,,21,,41,,25,,29,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Marine fishes nei,Tonnes - live weight,29.27,,56,,12,,6,,233,,233,,205,,186,,226,,196,,206,,206,,171,,173,,203,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Marine molluscs nei,Tonnes - live weight,4.42,,7,,6,,4,,192,,189,,184,,180,,156,,198,,206,,215,,205,,156,,174,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Mediterranean sand smelt,Tonnes - live weight,0,,0,,0,N,5,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Mediterranean starry ray,Tonnes - live weight,9.12,,10,,10,,9,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Monkfishes nei,Tonnes - live weight,13.31,,17,,16,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Natantian decapods nei,Tonnes - live weight,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Picarels nei,Tonnes - live weight,0.14,,0,N,0,,0,,9,,9,,9,,15,,17,,11,,17,,15,,16,,14,,18,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,"Porgies, seabreams nei",Tonnes - live weight,11.89,,5,,0,N,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,"Rays, stingrays, mantas nei",Tonnes - live weight,0.2,,1,,0,,0,,15,,15,,15,,13,,15,,12,,13,,9,,13,,6,,13,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Red porgy,Tonnes - live weight,3.44,,2,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Round sardinella,Tonnes - live weight,6.22,,22,,15,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Saddled seabream,Tonnes - live weight,2.35,,1,,11,,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Salema,Tonnes - live weight,4.39,,1,,0,N,0,N,8,,8,,8,,7,,7,,5,,8,,7,,11,,5,,9,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Sardinia coral,Tonnes - live weight,1,,,,0.8,,0.7,,1,,0.8,,0.4,,1.5,,1.6,,1.6,,1.4,,1.2,,1,,1,,0.8,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,"Scorpionfishes, redfishes nei",Tonnes - live weight,2.57,,3,,8,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,"Sharks, rays, skates, etc. nei",Tonnes - live weight,1.11,,1,,0,N,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Smooth-hounds nei,Tonnes - live weight,2.59,,3,,4,,5,,11,,11,,11,,7,,7,,7,,7,,5,,7,,9,,6,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Surmullets(=Red mullets) nei,Tonnes - live weight,32.59,,42,,42,,36,,15,,15,,15,,13,,15,,14,,17,,14,,21,,17,,16,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Swordfish,Tonnes - live weight,6.52,,3,,2,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Thornback ray,Tonnes - live weight,1.18,,2,,10,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Montenegro,Tuna-like fishes nei,Tonnes - live weight,2.09,,0,,20,,10,,7,,7,,18,,9,,16,,13,,14,,14,,9,,1,,4,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
Portugal,Albacore,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Portugal,Atlantic bluefin tuna,Tonnes - live weight,,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,11,,0,M,0,N,2,,0,,64,,61,,76,,54,,37,,274,,446,,428,,183,,320,,278,,0,
Portugal,Atlantic chub mackerel,Tonnes - live weight,,,0,,0,,0,,0,,0,,2,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,Atlantic horse mackerel,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,N,7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,Atlantic sailfish,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Portugal,Blackbelly rosefish,Tonnes - live weight,,,0,,0,,0,,0,,0,,2,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,Blue shark,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,0.1,,0,,0,,2,,0,,0,,0,,22,,56,,128,,3,,14,,40,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Portugal,Blue whiting(=Poutassou),Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,"Croakers, drums nei",Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,0,,0,,0,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Portugal,Deep-water rose shrimp,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,0.4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,European pilchard(=Sardine),Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,8,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,"Gurnards, searobins nei",Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,Jack and horse mackerels nei,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,Marine crustaceans nei,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,1,,44.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,Marine fishes nei,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,3,,0,,0,,,,0,,,,0,,0,,1,,6,,0,,0,,12,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Portugal,Marine molluscs nei,Tonnes - live weight,,,0,,0,,0,,0,,0,,2.1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,"Marlins,sailfishes,etc. nei",Tonnes - live weight,,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,1,,9,,0,,1,,25,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Portugal,Oilfish,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,0,,0,,2,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Portugal,Plain bonito,Tonnes - live weight,,,0,,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Portugal,"Porgies, seabreams nei",Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,Portuguese dogfish,Tonnes - live weight,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,2,,23,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
