DATAFLOW,LAST UPDATE,freq,unit,waste,wst_oper,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2009,42.2,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2010,70.7,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2011,81.9,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2012,96.5,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2013,127.8,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2014,105.3,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2015,79.3,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2016,82.9,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2017,71.7,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2018,77.8,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2019,78.2,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SI,2020,85.4,be
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2009,51.4,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2010,46,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2011,53.7,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2012,61.2,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2013,61.7,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2014,61.4,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2015,61,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2016,58,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2017,60.9,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2018,60.1,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2019,59.7,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,SK,2020,69.1,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,UK,2009,32.9,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,UK,2010,35.8,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,UK,2011,35.1,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,UK,2012,38.1,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,UK,2013,46.5,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,UK,2014,48.1,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,UK,2015,47.9,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,UK,2016,58.5,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,UK,2017,58.6,
ESTAT:TEN00062(1.0),21/03/23 23:00:00,A,PC,W150102,RCV,UK,2018,56.2,
