DATAFLOW,LAST UPDATE,freq,na_item,ppp_cat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IE,2017,131.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IE,2018,134.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IE,2019,136.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IE,2020,141.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IE,2021,143.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IE,2022,146.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2011,110.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2012,114.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2013,117.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2014,125.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2015,136.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2016,158.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2017,174.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2018,168.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2019,161.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2020,143.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2021,151.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IS,2022,159,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2011,103.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2012,104.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2013,105.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2014,106.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2015,106.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2016,104.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2017,103.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2018,103.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2019,101.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2020,101.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2021,100.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,IT,2022,100.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2011,132.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2012,138.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2013,105.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2014,100.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2015,104.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2016,126.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2017,122.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2018,118.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2019,133.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2020,132.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2021,122.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,JP,2022,112.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2011,65.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2012,65.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2013,64.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2014,64.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2015,64.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2016,65.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2017,66.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2018,67.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2019,68.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2020,69.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2021,71.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LT,2022,78.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2011,122.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2012,123.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2013,123.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2014,125.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2015,125.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2016,127.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2017,128.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2018,127.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2019,132.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2020,137.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2021,136.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LU,2022,136.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2011,72.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2012,73.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2013,72.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2014,73.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2015,73.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2016,74.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2017,74.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2018,76.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2019,77.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2020,78.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2021,79.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,LV,2022,83.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2011,56.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2012,57.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2013,57.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2014,56.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2015,56.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2016,56.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2017,56.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2018,57.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2019,57.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2020,59.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2021,58.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,ME,2022,60.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2011,49.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2012,49.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2013,48.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2014,48.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2015,48.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2016,48.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2017,48.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2018,49.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2019,49.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2020,51.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2021,49.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MK,2022,51,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2011,80.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2012,81.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2013,83.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2014,84.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2015,83.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2016,84.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2017,86.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2018,86.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2019,86.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2020,88.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2021,87.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,MT,2022,87.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2011,111.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2012,111.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2013,112.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2014,114.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2015,114.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2016,115.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2017,114.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2018,114.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2019,117.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2020,115.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2021,116.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NL,2022,116.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2011,158.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2012,165.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2013,160.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2014,152.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2015,152.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2016,152.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2017,148.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2018,145.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2019,144.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2020,136.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2021,144.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,NO,2022,142.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2011,58.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2012,57.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2013,57.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2014,58.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2015,57.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2016,55.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2017,58.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2018,59.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2019,59.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2020,59.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2021,60.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PL,2022,61.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2011,87.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2012,87.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2013,85.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2014,86.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2015,86.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2016,87.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2017,89.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2018,88.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2019,87.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2020,90.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2021,89.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,PT,2022,89.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2011,55.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2012,53.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2013,54.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2014,55.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2015,55.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2016,53.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2017,54.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2018,55.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2019,55.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2020,55.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2021,55.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RO,2022,57.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2011,54.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2012,51.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2013,54.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2014,52.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2015,51.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2016,51.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2017,53.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2018,55.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2019,56.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2020,58.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2021,59.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,RS,2022,62.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2011,126.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2012,130.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2013,134.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2014,129.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2015,127.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2016,130.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2017,131.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2018,125.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2019,123.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2020,125.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2021,129.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SE,2022,124.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2011,86.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2012,85.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2013,85.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2014,86.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2015,86.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2016,86.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2017,86.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2018,87.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2019,86.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2020,87.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2021,88.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SI,2022,90.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2011,71.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2012,71.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2013,70.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2014,70.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2015,70.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2016,78.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2017,82.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2018,84.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2019,86.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2020,88.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2021,89.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,SK,2022,91.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2011,62.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2012,67.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2013,65.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2014,60.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2015,61.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2016,61.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2017,55.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2018,45.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2019,47.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2020,45.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2021,40.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,TR,2022,40,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2011,113.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2012,122.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2013,119.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2014,128.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2015,142.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2016,127.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2017,119.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2018,119.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2019,121.0,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2020,121.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2021,122.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,UK,2022,130.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2011,90.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2012,98.3,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2013,96.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2014,97.4,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2015,115.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2016,119.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2017,118,
