DATAFLOW,LAST UPDATE,freq,c_resid,terrtypo,nace_r2,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LI,2020,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LI,2021,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LT,2012,1387014,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LT,2013,1434082,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LT,2014,1537819,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LT,2015,1506578,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LT,2016,1646918,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LT,2017,1756276,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LT,2018,1963031,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LT,2019,2213713,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LT,2020,1625867,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LT,2021,1765510,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LT,2022,2181151,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LU,2012,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LU,2013,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LU,2014,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LU,2015,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LU,2016,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LU,2017,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LU,2018,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LU,2019,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LU,2020,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LU,2021,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LV,2012,2964743,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LV,2013,3158461,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LV,2014,3442824,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LV,2015,3445529,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LV,2016,3710001,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LV,2017,4064066,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LV,2018,4482682,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LV,2019,4571247,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LV,2020,2251122,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LV,2021,1728309,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,LV,2022,2989632,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,ME,2012,8858226,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,ME,2015,10687914,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,ME,2016,10827495,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MK,2014,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MK,2015,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MK,2016,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MK,2017,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MK,2018,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MK,2019,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MK,2020,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MK,2021,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MK,2022,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MT,2012,7832229,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MT,2013,8501147,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MT,2014,8780948,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MT,2015,8915297,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MT,2016,8971191,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MT,2017,9580329,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MT,2018,10114196,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MT,2019,9911282,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MT,2020,2945184,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MT,2021,4612959,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,MT,2022,8210424,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NL,2012,25435740,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NL,2013,28815391,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NL,2014,30747456,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NL,2015,31274370,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NL,2016,31540892,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NL,2017,32842683,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NL,2018,51295479,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NL,2019,53929007,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NL,2020,32310239,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NL,2021,37525320,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NL,2022,55259375,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NO,2012,21006995,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NO,2013,20756545,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NO,2014,21846471,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NO,2015,22439835,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NO,2016,23452484,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NO,2020,17007242,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NO,2021,19793509,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,NO,2022,27081764,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PL,2012,15162627,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PL,2013,15547154,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PL,2014,16627532,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PL,2015,17591861,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PL,2016,19243970,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PL,2017,20321182,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PL,2018,21891485,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PL,2019,23146131,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PL,2020,14361356,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PL,2021,17305608,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PT,2012,40715559,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PT,2013,43274492,b
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PT,2014,47833003,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PT,2015,51179857,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PT,2016,56592542,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PT,2017,61131459,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PT,2018,63096944,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PT,2019,65382198,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PT,2020,23760267,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PT,2021,34153843,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,PT,2022,64444691,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RO,2012,3802075,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RO,2013,3448555,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RO,2014,3628793,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RO,2015,4202424,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RO,2016,4575044,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RO,2017,4776369,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RO,2018,5149257,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RO,2019,5336573,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RO,2020,3638456,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RO,2021,4637887,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RS,2014,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RS,2015,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RS,2016,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RS,2020,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,RS,2021,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SE,2012,29827512,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SE,2013,30446593,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SE,2014,32224945,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SE,2015,34599665,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SE,2016,35829300,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SE,2017,36533570,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SE,2018,37679776,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SE,2019,39474678,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SE,2020,23874874,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SE,2021,30583588,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SI,2012,2005876,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SI,2013,1984287,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SI,2014,2015371,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SI,2015,2117074,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SI,2016,2232678,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SI,2017,2465701,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SI,2019,2999427,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SI,2020,2204448,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SI,2021,2650913,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SI,2022,3058493,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SK,2012,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SK,2013,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SK,2014,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SK,2015,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SK,2016,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SK,2017,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SK,2018,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SK,2019,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SK,2020,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,SK,2021,0,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,UK,2012,140302228,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,UK,2015,172903671,
ESTAT:TOUR_OCC_NIN2DC(1.0),31/07/23 23:00:00,A,TOTAL,CST_A,I551-I553,NR,UK,2016,179965092,
