,Reference,TAC ID,Species_x,TAC Zone,Level,TAC for comparison,Year,Amendment/Original,FishStock,FishStockTAC,area,speciesAcronym,_merge,Area,Species_y,Belgium,China,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Guernsey,Iceland,Ireland,Isle of Man,Japan,Jersey,"Korea, Republic of",Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Spain,Sweden,"Taiwan, Province of China",United Kingdom of GB,tacCatches
891,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.a.1,whb,both,27.2.a.1,whb,,,41.0,,254.72093,,0.0,517.2687,25.2,,0.0,0.0,,,,,,265.553,73.262,161.02,10.828,,20825.0,,3.498,,0.0,both
892,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.a.1,whb,both,27.2.a.1,whb,,,41.0,,254.72093,,0.0,517.2687,25.2,,0.0,0.0,,,,,,265.553,73.262,161.02,10.828,,20825.0,,3.498,,0.0,both
893,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.a.1,whb,both,27.2.a.1,whb,,,41.0,,254.72093,,0.0,517.2687,25.2,,0.0,0.0,,,,,,265.553,73.262,161.02,10.828,,20825.0,,3.498,,0.0,both
894,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.a.1,whb,both,27.2.a.1,whb,,,41.0,,254.72093,,0.0,517.2687,25.2,,0.0,0.0,,,,,,265.553,73.262,161.02,10.828,,20825.0,,3.498,,0.0,both
895,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.a.1,whb,both,27.2.a.1,whb,,,41.0,,254.72093,,0.0,517.2687,25.2,,0.0,0.0,,,,,,265.553,73.262,161.02,10.828,,20825.0,,3.498,,0.0,both
896,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.a.2,whb,both,27.2.a.2,whb,,,11.0,,32085.87929,,17.886,4650.1552,350.5,,0.0,0.0,,,,,,175.327,35.724,826.91,32.173,,7633.0,,0.294,,0.0,both
897,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.a.2,whb,both,27.2.a.2,whb,,,11.0,,32085.87929,,17.886,4650.1552,350.5,,0.0,0.0,,,,,,175.327,35.724,826.91,32.173,,7633.0,,0.294,,0.0,both
898,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.a.2,whb,both,27.2.a.2,whb,,,11.0,,32085.87929,,17.886,4650.1552,350.5,,0.0,0.0,,,,,,175.327,35.724,826.91,32.173,,7633.0,,0.294,,0.0,both
899,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.a.2,whb,both,27.2.a.2,whb,,,11.0,,32085.87929,,17.886,4650.1552,350.5,,0.0,0.0,,,,,,175.327,35.724,826.91,32.173,,7633.0,,0.294,,0.0,both
900,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.a.2,whb,both,27.2.a.2,whb,,,11.0,,32085.87929,,17.886,4650.1552,350.5,,0.0,0.0,,,,,,175.327,35.724,826.91,32.173,,7633.0,,0.294,,0.0,both
901,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.b.1,whb,both,27.2.b.1,whb,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,both
902,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.b.1,whb,both,27.2.b.1,whb,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,both
903,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.b.1,whb,both,27.2.b.1,whb,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,both
904,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.b.1,whb,both,27.2.b.1,whb,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,both
905,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.b.1,whb,both,27.2.b.1,whb,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,both
906,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.b.2,whb,both,27.2.b.2,whb,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,both
907,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.b.2,whb,both,27.2.b.2,whb,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,both
908,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.b.2,whb,both,27.2.b.2,whb,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,both
909,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.b.2,whb,both,27.2.b.2,whb,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,both
910,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.2.b.2,whb,both,27.2.b.2,whb,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,both
911,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.b.23,whb,both,27.3.b.23,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both
912,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.b.23,whb,both,27.3.b.23,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both
913,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.b.23,whb,both,27.3.b.23,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both
914,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.b.23,whb,both,27.3.b.23,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both
915,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.b.23,whb,both,27.3.b.23,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both
916,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.c.22,whb,both,27.3.c.22,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both
917,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.c.22,whb,both,27.3.c.22,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both
918,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.c.22,whb,both,27.3.c.22,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both
919,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.c.22,whb,both,27.3.c.22,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both
920,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.c.22,whb,both,27.3.c.22,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both
921,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.24,whb,both,27.3.d.24,whb,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,both
922,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.24,whb,both,27.3.d.24,whb,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,both
923,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.24,whb,both,27.3.d.24,whb,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,both
924,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.24,whb,both,27.3.d.24,whb,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,both
925,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.24,whb,both,27.3.d.24,whb,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,both
926,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.25,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
927,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.25,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
928,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.25,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
929,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.25,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
930,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.25,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
931,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.26,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
932,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.26,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
933,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.26,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
934,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.26,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
935,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.26,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
936,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.27,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
937,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.27,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
938,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.27,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
939,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.27,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
940,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.27,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
941,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.28.1,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
942,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.28.1,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
943,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.28.1,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
944,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.28.1,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
945,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.28.1,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
946,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.28.2,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
947,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.28.2,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
948,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.28.2,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
949,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.28.2,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
950,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.28.2,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
951,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.29,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
952,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.29,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
953,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.29,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
954,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.29,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
955,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.29,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
956,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.30,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
957,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.30,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
958,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.30,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
959,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.30,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
960,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.30,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
961,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.31,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
962,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.31,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
963,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.31,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
964,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.31,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
965,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.31,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
966,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.32,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
967,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.32,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
968,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.32,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
969,(WHB/2A4AXF) - 2020 - TAC - Original,(WHB/2A4AXF),Blue whiting,Faroese waters,TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.32,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
970,(WHB/24-N.) - 2020 - TAC - Original,(WHB/24-N.),Blue whiting,Norwegian waters of 2 and 4,TAC,0,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.3.d.32,whb,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
971,(WHB/8C3411) - 2020 - TAC - Original,(WHB/8C3411),Blue whiting,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.4.a,whb,both,27.4.a,whb,,,80.0,,19590.73647,,245.108,1733.5814,1241.4,,0.0,0.0,,,,,,1538.927,1234.273,26467.06,1406.768,,1126.0,0.0,16.0,,0.27,both
972,(WHB/1X14) - 2020 - TAC - Original,(WHB/1X14),Blue whiting,"Union and international waters of 1, 2, 3, 4, 5, 6, 7, 8a, 8b, 8d, 8e, 12 and 14",TAC,1161615,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.4.a,whb,both,27.4.a,whb,,,80.0,,19590.73647,,245.108,1733.5814,1241.4,,0.0,0.0,,,,,,1538.927,1234.273,26467.06,1406.768,,1126.0,0.0,16.0,,0.27,both
973,(WHB/24A567) - 2020 - TAC - Original,(WHB/24A567),Blue whiting,"Union waters of 2, 4a, 5, 6 north of 56° 30′ N and 7 west of 12° W",TAC,tbd,2020.0,Original,whb.27.1-91214,whb.27.1-91214,27.4.a,whb,both,27.4.a,whb,,,80.0,,19590.73647,,245.108,1733.5814,1241.4,,0.0,0.0,,,,,,1538.927,1234.273,26467.06,1406.768,,1126.0,0.0,16.0,,0.27,both
