"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,22404551.597548,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,32223733.911628,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,22226041.433757,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,474360.2565807,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,276634.5954183,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,438419.58506582,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,391478.08312188,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,319750.22650862,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,935206.58095787,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,1612060.3544811,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,1405682.8667587,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,248376.9281199,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,36467407.872188,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,46052600.105223,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,54167934.498595,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,53228306.132704,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,53005997.667579,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,45816552.199468,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,49160903.889851,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,52367468.913334,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,40686710.719083,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,9939740.7331845,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,9989461.6840272,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,9441126.94,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,2239884.59,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,1053978.92,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,937621,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,321815,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,868122.75,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,760104.6,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,1570393.36,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,9441126.94,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,2239884.59,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,1053978.92,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,937621,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,321815,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,868122.75,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,760104.6,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,1570393.36,,
"BEL","Belgium","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,50000,,
"BEL","Belgium","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,9441126.94,,
"BEL","Belgium","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,2189884.59,,
"BEL","Belgium","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,1053978.92,,
"BEL","Belgium","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,937621,,
"BEL","Belgium","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,321815,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,303499.55,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,372334.94,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,180459.02,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,272710.1,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,2072517,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,1124993,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,53230.4,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,445647.26,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,1600479.58,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,303499.55,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,372334.94,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,180459.02,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,272710.1,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,2072517,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,1124993,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,53230.4,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,445647.26,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,1600479.58,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,633000,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,845000,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,875400,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,400000,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,244400,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,1185940.26,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,761325,,
"BEL","Belgium","GSCOM","II.D. Support to fishing communities","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,2027335.61,,
"BEL","Belgium","GSCOM","II.D. Support to fishing communities","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,985380.31,,
"BEL","Belgium","GSCOM","II.D. Support to fishing communities","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,187481.11,,
"BEL","Belgium","GSCOM","II.D. Support to fishing communities","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,606110,,
"BEL","Belgium","GSRND","II.F. Research and development","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,751459.85,,
"BEL","Belgium","GSRND","II.F. Research and development","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,869988,,
"BEL","Belgium","GSRND","II.F. Research and development","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,408337,,
"BEL","Belgium","GSRND","II.F. Research and development","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,242852,,
"BEL","Belgium","GSRND","II.F. Research and development","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,363118,,
"BEL","Belgium","GSRND","II.F. Research and development","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,415443,,
"BEL","Belgium","GSRND","II.F. Research and development","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,740921,,
"BEL","Belgium","GSRND","II.F. Research and development","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,504122.86,,
"BEL","Belgium","GSRND","II.F. Research and development","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,174724.5,,
"BEL","Belgium","GSMNG","II.G. Management of resources","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,456951,,
"BEL","Belgium","GSMNG","II.G. Management of resources","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,2495590,,
"BEL","Belgium","GSMNG","II.G. Management of resources","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,3513003.5102479,,
"BEL","Belgium","GSMNG","II.G. Management of resources","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,564463,,
