DATAFLOW,LAST UPDATE,freq,pres,species,natvessr,dest_use,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IE,2015,308953184.1369,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IE,2016,485937308.4813,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IE,2017,292143864.614,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IE,2018,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IE,2019,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IE,2020,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IE,2021,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2002,949107634.9226,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2003,831275064.9362,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2004,846148480.6596,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2005,932902438.4276,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2006,933658533.1243,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2007,981971604.368,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2008,743672648.5608,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2009,708916434.7136,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2010,888893857.6661,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2011,1028624119.0886,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2012,1040575786.2617,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2013,910432737.7349,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2014,874391716.3385,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2015,1033104754.9364,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2016,1025950288.5601,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2017,902205319.7907,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2018,1002721347.4725,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2019,1033454322.854,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2020,927768828.318,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IS,2021,1052607689.9918,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2002,488357.4606,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2003,1012462560.1079,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2004,992867925.4346,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2005,1412889888.7866,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2006,1518118676.05,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2007,1365144342.2,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2008,1106912752.67,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2009,1209970517.357,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2010,1147140290.0073,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2011,1103476997.2,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2012,925033217.24,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2013,834685146.26,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2014,814067514.97,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2015,905829985.0001,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2016,927357314.7606,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2017,971188943.5023,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2018,966898720.27,p
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2019,898108285.31,p
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2020,654721177.76,p
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,IT,2021,765681826.13,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2005,4565315.1905,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2006,4824939.0552,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2007,9498022.5357,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2008,6306256.1808,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2009,6660979.2119,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2010,4986797.7083,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2011,7068737.575,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2012,3720239.4565,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2013,2075011.5318,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2014,1362384.6,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2015,1510337.2017,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2016,1779708.6452,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2017,1570104.1081,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2018,1349972.2174,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2019,762895.5931,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2020,961223.015,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LT,2021,1144527.0113,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2005,16426628.0519,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2006,17275788.3071,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2007,16936100.0878,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2008,20303467.2463,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2009,13556323.9466,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2010,12775804.4135,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2011,16718226.0424,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2012,18832909.2814,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2013,21748092.3014,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2014,19978783,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2015,19791931,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2016,15749006,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2017,19063956.8,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2018,19969123.5,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2019,17556680.3,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2020,20052973,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,LV,2021,18280538,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2003,4278810.1157,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2004,4288924.5555,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2005,5728525.9503,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2006,5570606.7749,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2007,7417570.2402,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2008,8319471,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2009,8783058.311,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2010,8901069.4733,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2011,11393447.63,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2012,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2013,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2014,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2015,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2016,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2017,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2018,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2019,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2020,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,MT,2021,,c
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2002,148282211.8376,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2003,617764346.9519,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2004,846144379.7816,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2005,417879400.4008,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2006,335684680.133,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2007,736003889,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2008,559766193,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2009,533965402.6,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2010,570205470.2,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2011,561321945.3,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2012,581775197.74,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2013,379662064.4694,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2014,353685887.8109,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2015,624542841.502,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2016,588776096.3747,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2017,563882220.7473,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2018,580353386.7389,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2019,445222861.7099,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2020,489468566.775,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NL,2021,638945008.4613,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2002,1553213094.0064,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2003,1098662830.4667,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2004,1223085222.3036,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2005,1465197983.0805,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2006,1433806689.7017,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2007,1469718232.0869,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2008,1472009730.1421,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2009,1319911783.2015,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2010,1667185368.3009,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2011,2113525541.3361,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2012,1958458105.8646,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2013,1644829551.7285,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2014,1841678635.8666,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2015,1968559296.6887,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2016,2113555490.4665,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2017,1999586684.3855,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2018,2135951083.9813,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2019,2194339883.6011,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2020,2190318508.4469,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,NO,2021,2401435071.1385,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2005,31683196.9102,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2006,36973624.3062,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2007,36434855.2606,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2008,34232083.7316,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2009,37955473.6548,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2010,42252102.8511,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2011,48589603.601,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2012,61045702.5247,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2013,52563740.4839,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2014,50342735.327,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2015,45329469.5119,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2016,50772662.2698,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2017,47749959.9076,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2018,46386282.2575,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2019,38001434.7898,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2020,29184741.7006,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PL,2021,29472361.7188,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2002,305904480.3599,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2003,203220289.2052,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2004,232144316.348,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2005,127645776.4504,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2006,212242086.178,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2007,241383654.7,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2008,257049779.1,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2009,279221405.4369,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2010,295784808.8504,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2011,335402884.2802,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2012,272121975.1195,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2013,261583040.5616,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2014,248808232.0357,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2015,251528625.0941,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2016,326727823.5039,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2017,310460794.7777,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2018,289515386.7021,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2019,335709341.71,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2020,307077489.4793,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,PT,2021,353208831.9405,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2006,583290.0099,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2007,736665.3675,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2008,659040.3475,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2009,594813.5597,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2010,482016.2758,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2011,1454961.7613,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2012,932985.4674,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2013,1172359.306,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2014,2457698.2227,
