fish,Most recent assessment with corresponding report,Year,Catches (stockass),SAD,TAC,Catches (pdfs),done?,report,SAD_landings,Landings,Discards,catchesCal,missingYear,missingSAD
pok.27.1-2,,2019,,149550,149550.0,163180.0,,,,,,,,
pok.27.1-2,,2020,,171982,171982.0,169405.0,,,,,,,,
pok.27.1-2,,2021,,197779,197779.0,188175.0,,,,,,,,
pok.27.1-2,,2022,,197212,197212.0,,,,,,,,,
pok.27.1-2,,2023,,226794,,,,,,,,,,
