Country,Year,nitro,phospho,eutro,wasteG,wasteR,mspVal,ohiBio,co2,phCopernicus,fmsyF,bBmsy,kbaMPA,natura2kEEZ,fseRiskkRatio,tacCatch,compositeIUU,fteCoastalPop,gvaHoursW,economies,gvaNights,oResearch,sadTac,ohiArt,threatenedFish,imoRatedf
Denmark,2015,17.583333333333336,2.8571428571428577,1.4084507042253522,,98.09619238476954,,62.43,53.97220230076984,,,,86.69737,,0.7700584265594214,,,18.527219062760878,,67.7432976767486,100.0,,,75.71,,
Denmark,2016,,,50.0,40.0,98.29659318637273,25.0,62.19,51.71847776670202,73.13950217821933,85.8496791468192,95.816545219159,86.74673,60.47361956180192,0.7155400175596519,96.1967384915356,,16.64839354378984,,22.266304050100366,93.26723653817342,,77.69454322681399,76.03,89.94413407821229,86.27450980392157
Denmark,2017,,,100.0,,98.49699398797596,,61.96,55.08550467527012,,,,86.74673,,0.7277720171404091,,,18.351139468927297,,73.77633231096597,85.37864325428308,,,76.55,,
Denmark,2018,,,50.0,44.44444444444444,98.09619238476954,,61.21,55.30095402486938,,,,86.74673,,0.6820284969094068,,,17.86851855624464,,15.114285542408082,89.07192673012281,,,77.24,,
Denmark,2019,,,100.0,,98.29659318637273,,60.94,61.37366028703565,,,,86.74673,60.47361956180192,0.7720496877478951,,51.24549739101663,17.572334595731053,,86.99736930624252,87.44230345958309,,,77.79,,
Denmark,2020,,,33.333333333333336,33.33333333333333,73.24649298597194,,61.34,71.56922626312591,,,,86.74673,,,,,16.145873240556792,,61.90596504629444,100.0,,,78.41,,
Denmark,2021,,,1.3513513513513513,,,,61.92,68.10370519977805,71.71070629705237,,,86.74673,60.47361956180192,,,65.76866740278781,,,,,,,76.4,,92.15686274509804
Denmark,2022,,,0.4098360655737705,,,100.0,61.61,,,88.52944517478029,95.7306336825142,86.74673,,,96.258763869629,,,,,,,84.0364270238035,74.63,86.13861386138613,
Estonia,2012,50.23809523809525,100.0,3.7037037037037033,47.05882352941176,44.08817635270541,25.0,71.26,26.78374431729417,63.72428921228366,95.0382989815767,99.8394231507324,97.60969,61.763280385540405,7.391741706109323,98.40449987926199,,73.51859583142256,13.004556727629177,52.767271311877046,58.62052919061992,,92.7532087058172,89.39,80.95238095238095,76.47058823529412
Estonia,2013,,,1.8181818181818181,,70.44088176352705,,68.13,24.186036341153745,,,,97.60969,,25.515653389081223,,,67.58796794459137,13.20098543701145,46.00372786261183,58.41737512554411,,,89.74,,
Estonia,2014,,,6.25,32.0,76.05210420841684,,69.24,25.16350776157693,,,,97.60969,,6.949578419692656,,,64.1200228630235,14.765247686726596,25.29478136947908,53.23349179832615,,,89.91,,
Estonia,2015,,,3.448275862068966,,76.55310621242486,,65.96,29.863505334948886,,,,97.60982,,17.542877062883395,,,63.65955540228876,13.784927471868096,70.21965913389674,56.305603643637845,,,90.21,,
Estonia,2016,,,5.555555555555556,24.242424242424242,85.97194388777555,50.0,63.5,27.08547852405433,68.8961573472234,82.5734456631529,99.9333473316847,97.60982,61.763280385540405,100.0,99.4355070937772,,62.53096258369099,13.749318269123789,48.12375885283536,58.49170483567201,,86.25415349503291,90.36,89.47368421052632,78.43137254901961
Estonia,2017,,,3.3333333333333335,,79.75951903807615,,60.45,25.23164772761948,,,,97.61188,,100.0,,,59.88491656311843,15.061667806342252,74.88553079515034,60.118381192607586,,,90.6,,
Estonia,2018,,,0.8849557522123895,20.0,81.96392785571143,,60.28,26.451278473199284,,,,97.61791,,1.5769294282710171,,,59.77202800965217,18.685858387375735,77.67765919304136,76.358568382339,,,91.18,,
Estonia,2019,,,3.0303030303030303,,85.57114228456915,,61.94,38.34735655114495,,,,97.62423,61.763280385540405,3.1998793045739085,,70.9521432613696,60.20803722816923,18.63132109040836,94.55839454839042,85.15039486810909,,,91.54,,
Estonia,2020,,,3.448275862068966,25.0,87.57515030060121,,62.79,51.784556974541715,,,,97.62768,,,,,41.38294981850449,18.786201464563607,54.68799880896064,75.93053481275523,,,91.88,,
Estonia,2021,,,25.0,,,,61.66,45.744259277149,63.68131164614912,,,97.62768,61.763280385540405,,,70.9521432613696,,,,,,,91.4,,82.3529411764706
Estonia,2022,,,100.0,,,100.0,61.56,,,77.56264629418051,95.6798085669637,97.62768,,,96.4786885689339,,,,,,,90.9001479327944,99.24,90.2439024390244,
Finland,2012,29.614035087719305,5.405405405405406,3.7037037037037033,47.05882352941176,51.10220440881764,25.0,67.54,36.906728434632065,65.5799377362387,99.177365311527,99.84307242940889,59.78557,29.183475776488912,,98.94256795399569,,17.422097283427583,26.2157109052778,35.661048360315405,65.41993503957804,,99.4406555793436,84.67,81.81818181818181,76.47058823529412
Finland,2013,30.250896057347674,5.1282051282051295,2.5,,54.208416833667336,,63.65,36.647120201104386,,,,59.80147,,,,,16.410212113428425,28.658481651293332,53.17587454294329,59.978429122531594,6.11904191508165,,84.37,,
