Country,Year,nitro,eutro,wasteG,wasteR,mspVal,ohiBio,co2,phCopernicus,fmsyF,bBmsy,kbaMPA,natura2kEEZ,fseRiskkRatio,tacCatch,compositeIUU,fteCoastalPop,gvaHoursW,economies,gvaNights,oResearch,sadTac,ohiArt,threatenedFish,imoRatedf,seaMining
Germany,2012,12.51664447403462,100.0,25.806451612903224,99.8997995991984,100.0,75.06,34.78365694080111,98.2334756097561,81.28393616363529,90.0884170930072,74.06325,100.0,12.965808161218407,97.8901774568688,51.24549739101663,53.96676666545611,36.439759406667314,38.80367037837006,70.67306918585015,4.3462886828647,90.6550515286384,73.21,77.61194029850746,80.3921568627451,100.0
Germany,2013,11.913814955640051,4.3478260869565215,25.024437927663733,100.0,100.0,73.91,33.99642542277178,98.23093597560975,82.77843301262851,90.88669245309124,74.13655,100.0,12.965808161218407,97.43640405760597,51.24549739101663,53.69551921314122,34.77344906562021,75.01279169911518,72.30588447642548,4.3462886828647,89.34026738102735,72.38,79.96468041472029,80.88235294117646,100.0
Germany,2014,14.264036418816387,100.0,24.242424242424242,100.0,100.0,72.61,35.76517472440552,98.22839634146342,84.27292986162175,91.68496781317529,74.13655,100.0,12.965808161218407,96.98263065834314,51.24549739101663,56.070361385298064,33.82053561057277,48.34608976553783,67.82981930338894,4.1209355736630116,88.0254832334163,71.66,82.31742053093312,81.37254901960785,100.0
Germany,2015,11.491442542787286,100.0,24.242424242424242,100.0,100.0,72.53,35.81341672242739,98.22585670731708,85.76742671061498,92.48324317325935,74.41213,100.0,35.76285697427115,96.52885725908033,51.24549739101663,58.70524420270703,34.57587803663913,90.8169547813757,68.94492166095205,3.324498775854886,86.71069908580525,75.22,84.67016064714595,81.86274509803923,100.0
Germany,2016,13.613323678493847,100.0,24.242424242424242,100.0,100.0,72.28,35.99762846440503,98.22331707317073,87.2619235596082,93.2815185333434,74.5185,100.0,4.147635586673873,96.0750838598175,51.24549739101663,60.39313802551359,42.22176251552284,64.1762484221542,71.550444932331,3.390834733059939,85.3959149381942,72.73,87.02290076335878,82.3529411764706,100.0
Germany,2017,15.28206795642985,100.0,23.549783549783548,100.0,100.0,72.31,36.72790804559956,98.1993536585366,87.85684165898238,93.30792489053027,76.99299,100.0,20.477213264070134,96.10504001719997,51.24549739101663,63.92151378690517,46.003354425814656,93.13267561746294,71.13330576888353,3.31571702999271,85.78624861867125,74.59,86.33487344314986,83.52941176470588,100.0
Germany,2018,12.066752246469832,16.666666666666668,22.857142857142858,100.0,100.0,71.7,38.271319629015885,98.17539024390244,88.45175975835653,93.33433124771713,80.56568,100.0,12.577896881899953,96.13499617458243,51.24549739101663,63.62354988089197,44.42282528374826,43.284155434091545,77.21945932648411,3.31571702999271,86.1765822991483,76.62,85.64684612294094,84.70588235294117,100.0
Germany,2019,17.60299625468165,100.0,22.239382239382238,99.6993987975952,100.0,71.92,40.85542733620865,98.1514268292683,89.0466778577307,93.360737604904,80.79027,100.0,12.577896881899953,96.1649523319649,51.24549739101663,63.78733230968714,50.2853839989177,99.9713415628287,75.8193118493633,3.31571702999271,86.56691597962535,72.96,84.95881880273203,85.88235294117648,100.0
Germany,2020,17.60299625468165,0.6578947368421052,21.62162162162162,100.0,100.0,71.63,45.652454480847254,98.12746341463415,89.64159595710487,93.38714396209087,80.79027,100.0,12.577896881899953,96.19490848934737,61.09882032619311,61.64375429924777,48.44134867115893,5.4694558463964675,85.36849669357767,3.31571702999271,86.9572496601024,70.67,84.2707914825231,87.05882352941177,100.0
Germany,2021,17.60299625468165,50.0,21.62162162162162,100.0,100.0,71.6,43.28829007007357,98.10350000000001,90.23651405647902,93.41355031927773,80.79027,100.0,12.577896881899953,96.22486464672983,70.9521432613696,61.64375429924777,48.44134867115893,5.4694558463964675,85.36849669357767,3.31571702999271,87.34758334057945,69.85,83.58276416231418,88.23529411764706,100.0
Germany,2022,17.60299625468165,50.0,21.62162162162162,100.0,100.0,71.52,43.28829007007357,98.10350000000001,90.8314321558532,93.4399566764646,80.79027,100.0,12.577896881899953,96.2548208041123,70.9521432613696,61.64375429924777,48.44134867115893,5.4694558463964675,85.36849669357767,3.31571702999271,87.7379170210565,73.23,82.89473684210526,88.23529411764706,100.0
Germany,2023,17.60299625468165,50.0,21.62162162162162,100.0,100.0,71.52,43.28829007007357,98.10350000000001,90.8314321558532,93.4399566764646,80.79027,100.0,12.577896881899953,96.2548208041123,70.9521432613696,61.64375429924777,48.44134867115893,5.4694558463964675,85.36849669357767,3.31571702999271,87.7379170210565,73.23,82.89473684210526,88.23529411764706,100.0
