Country,Year,nitro,eutro,wasteG,wasteR,mspVal,ohiBio,co2,phCopernicus,fmsyF,bBmsy,kbaMPA,natura2kEEZ,fseRiskkRatio,tacCatch,compositeIUU,fteCoastalPop,gvaHoursW,economies,gvaNights,oResearch,sadTac,ohiArt,threatenedFish,imoRatedf,seaMining,14.1 Pollution,14.2 Ecosystem,14.3 Acidification,14.4 Sustainable Fishing,14.5 Protection,14.6 Incentives,14.7 Economics,14.a Science,14.b Small-scale Fishing,14.c Marine Agreements,scoreMean,scoreStd,scoreWeak,rankMean,rankStd,rankWeak
Latvia,2012,39.166666666666664,11.111111111111112,72.72727272727273,38.77755511022045,50.0,78.47,93.96536360378335,97.09686585365854,94.3185416763648,97.5646853595945,96.16348,20.31531054914824,3.8718286625983827,99.38941931680651,90.29526836685847,23.222018758079177,7.777087312305331,97.4115796910076,38.80903868155219,44.913898161150414,91.7156038649842,87.4,77.27272727272728,80.3921568627451,100.0,34.69669862370465,64.07576711937558,95.52983153332723,95.94024054468244,56.88141337063874,62.32639231238643,49.3160823569583,67.90454800103892,82.32078190112401,90.14267603787502,59.760001333247864,8.4982779012927,69.91344318011113,3.0,1.274741685193905,1.0
Latvia,2016,37.00787401574803,7.6923076923076925,25.0,41.883767535070135,50.0,73.53,93.97219061589381,97.6925731707317,89.4061092936961,99.5654121376881,96.1636,51.57596491846836,100.0,99.00809697473369,90.29526836685847,26.817884813877015,8.912797287454879,2.19656243675748,53.73653309254045,45.76215725612566,82.5413150724961,88.85,87.8048780487805,80.3921568627451,100.0,25.60351024848181,61.65216554621275,95.83057636616273,94.47209884467016,73.52731122642224,96.4244822870794,23.46222902343217,63.88389515134438,88.32728444513819,90.14267603787502,50.36950171033548,12.68437874677693,71.33262291768189,13.0,1.9026568120165397,1.0
Latvia,2022,75.80645161290323,100.0,13.559322033898304,47.99599198396793,100.0,72.59,91.68140315933495,97.1986256097561,81.38113434032739,97.3607826138139,96.1636,51.58772146392504,100.0,96.6961038687861,70.9521432613696,22.00859257620852,13.547465307686188,19.6105789472288,47.79577451384383,45.76150394509231,91.3244122655923,99.01,88.63636363636364,82.3529411764706,100.0,68.00688054585996,86.1856443569504,94.43598475257717,89.33518927290731,73.53340163899401,89.11755460716462,28.06850476075748,68.15602429363638,93.80883636291453,91.13369981739606,62.13727311841405,14.04539330523309,78.17817204091581,3.0,2.1068089957849634,1.0
Lithuania,2012,32.19178082191781,50.0,47.05882352941176,38.97795591182365,50.0,77.68,76.33469820479853,96.98000731707317,91.7873072615244,92.3824830071469,65.53137,32.933255269320846,1.4981890008220515,98.1551501398332,51.24549739101663,73.72509050032303,9.67518317098212,37.15380689550445,33.81713519609277,44.913898161150414,96.0647112326221,88.71,77.27272727272728,58.8235294117647,100.0,41.66443377641673,63.68861289118707,86.59570408497281,92.08484704896965,48.95661414283759,48.15158697164192,37.07403764372419,70.01302806746416,82.9716432929434,79.14137088415698,56.39309536926887,6.288326987224898,65.03418788043146,8.0,0.9432490480837348,9.0
Lithuania,2016,32.26973180076629,5.0,25.806451612903224,74.54909819639279,75.0,72.18,77.95138265572497,97.41705853658537,83.1260012848602,99.1919849627726,83.51997,76.25878220140515,11.7844371026272,98.0052294244491,51.24549739101663,79.03700707636875,15.099927007253159,61.5139651460357,52.212723478329856,45.76215725612566,84.3786737091497,89.95,87.5,62.745098039215684,100.0,28.207996698365953,73.58864911082027,87.63007684444187,91.12354709902341,79.8811231955168,52.362118246744174,53.157690973251285,64.77896928285703,88.72415430861925,81.15717189545406,56.88654819913326,11.098363366073778,70.06114976550941,5.0,1.6647545049110668,4.0
Lithuania,2022,23.03921568627451,100.0,20.0,63.52705410821643,100.0,71.8,72.16433588406807,97.08219024390245,82.901621282397,96.2548169942187,83.51997,76.25878220140515,1.4519918968263472,95.2098011622882,54.14679097714067,91.06271851099,19.14413201933427,42.14057934920135,48.22226144143938,45.76150394509231,88.91959064767579,97.63,88.37209302325581,64.70588235294117,100.0,53.78065980528383,85.78367895216941,84.53116657876652,89.55331123010683,79.8811231955168,48.172514934966905,48.034661767614296,66.98774356204731,92.98952120756763,82.16218299659951,66.29391326643317,5.76847181218964,73.18765642306391,2.0,0.8652707718284459,3.0
Netherlands,2012,5.529411764705882,100.0,23.52941176470588,98.29659318637273,100.0,68.51,34.45962211897226,98.5969024390244,85.8838037746261,92.7364419048367,93.31337,61.139783609003864,9.666848757857622,92.98630902405431,46.306308239801396,20.941432119519707,100.0,84.17836644168905,39.66577838771789,3.818245401564848,95.566376226418,55.01,83.13253012048193,84.31372549019608,100.0,53.27578456721119,84.10689321767131,65.71736506018708,89.30354858646838,77.05762028797011,48.317290637883445,60.689526302683944,46.95952890518299,68.9269908354244,92.12344162096647,62.98217473841469,4.615392896092566,68.64779900216493,2.0,0.6923089344138849,3.0
Netherlands,2016,4.832904884318767,100.0,25.806451612903224,95.99198396793587,100.0,67.88,34.83921249543936,98.47129268292683,88.2789689644613,89.8563569190934,96.6463,78.15673838245658,3.5943005295795896,95.043900329568,46.306308239801396,12.987307439178258,64.86950676629404,21.38979717916302,40.62590756081982,3.2485248490256384,88.7610108009061,55.29,91.48936170212768,86.27450980392157,100.0,53.030907540326325,83.78527881721395,65.85940952051465,89.06731374239524,87.35252203526817,46.483391912346725,33.211561917216734,43.4233267409606,73.16384160690176,93.11194496177328,56.15744044054764,7.955606654769771,66.84894987949174,6.0,1.1933409982154657,8.0
Netherlands,2022,5.669481302774427,5.555555555555556,21.62162162162162,95.09018036072146,100.0,67.97,42.925951725521365,98.39450000000001,93.83490989633671,96.7062942253112,96.6463,85.27131782945737,1.5753284295473495,97.1585990798374,51.24549739101663,15.31865817021702,46.389874967900624,40.346287887404735,31.666511198394236,3.598533229327878,89.2148335720111,60.35,89.04761904761905,92.15686274509804,100.0,21.544376444914185,83.83123439519882,70.09886659156984,95.26952024707879,90.9410142531793,47.87844625337166,34.12389430100993,43.86037528130723,74.56001561100811,96.07042563618589,47.690556871697844,11.43442221246487,65.81781690148237,13.0,1.7151633318697304,13.0
Poland,2012,19.542619542619544,25.0,32.0,26.252505010020037,25.0,69.42,42.10245017505229,96.4693292682927,89.2635800356787,96.5688840098242,87.25113,80.459386743157,0.44171641450839416,99.7624083650757,72.70773919226959,36.379925873510835,19.23739455208649,62.903197879934766,60.05720088379173,1.2291270721232272,94.9169947166006,87.82,76.92307692307692,80.3921568627451,97.0,24.519719025751403,46.663236868067216,68.73592549090816,92.90905039997766,83.84838012674359,55.154610610303905,49.926874887393254,44.9181538834979,82.35350404290361,88.65714188568842,50.00687872778856,10.125108186731365,63.768659722123516,12.0,1.518766228009705,11.0
Poland,2016,21.31519274376417,10.0,23.52941176470588,54.90981963927856,50.0,67.46,42.24170016023881,97.05643536585367,89.5800109824968,98.1352561953272,87.25113,80.44826896137684,0.2803892065887461,98.7974926415371,72.70773919226959,34.73728435354982,20.772319891959707,59.16069608273235,41.0723947221169,0.8534811764162678,80.7697287790955,74.67,87.23404255319149,84.31372549019608,97.0,23.093091446808963,58.66484088956082,69.09281224537708,93.84788196707909,83.8427982338268,54.762472501266444,42.43643753594123,38.08391886442876,80.92761851287536,90.63465102692048,48.40108890661206,10.440422400694318,63.5386523224085,14.0,1.5660633601041476,14.0
Poland,2022,19.831223628691987,100.0,13.559322033898304,45.09018036072144,100.0,66.59,41.185794749932214,96.5505280487805,74.8534704411727,92.2843198146738,87.31556,80.55944677917861,0.35600678435154853,94.911954019751,70.9521432613696,35.33634198433479,27.25012952554134,80.94413487536951,27.72591639523711,0.8235807907207481,86.83308954221461,77.61,86.27450980392157,86.27450980392157,97.0,48.358258714001266,83.126186271714,68.29343161161925,83.52335406487836,83.93070381845037,53.014543632192215,46.0593453659613,40.87381405470818,81.93079658167,91.62155289524155,60.11933058898433,6.041541667890411,68.07319870104365,5.0,0.9062312501835617,10.0
Portugal,2012,21.4123006833713,1.9230769230769231,47.05882352941176,39.478957915831664,25.0,75.57,72.42066507822713,98.58326829268294,78.73271116107,98.7462824669165,68.28585,0.5078908185140665,1.1307992768806068,96.06558295767739,47.35255544983533,15.794767424447167,14.91129886439564,61.985137241708586,53.680932889119404,100.0,98.8623295927751,77.81,89.57345971563981,68.62745098039215,100.0,21.38944116073509,49.614928221445055,85.40144903231986,88.68293856705908,32.03884483670742,46.03672912650471,43.103825120228144,99.43100208306642,83.67104246202877,84.16683265741518,45.82743322774542,10.542926080249105,63.353703326750974,14.0,1.5814389120373655,13.0
Portugal,2016,20.12847965738758,3.571428571428571,26.666666666666668,50.0,50.0,73.36,69.65004295565652,98.49723170731708,84.16127628501539,97.78640518678749,70.43105,6.148101271192487,0.3235426000177999,97.5420630032279,47.35255544983533,18.095508034974785,16.776657439070437,96.46706167794102,57.46123276567907,100.0,94.5962743640592,64.99,94.7310647639956,76.47058823529412,100.0,20.04622214257712,61.56864600190259,83.94921174521684,90.94830559217554,36.66509559171197,46.08364776795409,56.09887818150237,97.29438524350843,79.72115730534766,88.15659580445072,47.40333782468753,12.31869000510949,66.05321453763473,15.0,1.8478035007664235,11.0
Portugal,2022,20.79646017699115,0.5235602094240838,18.6046511627907,57.014028056112224,100.0,71.87,88.75168403395838,98.37804878048782,94.8428066859574,98.7941842781957,70.76779,8.18217121975167,0.47927870220985935,98.9633055610455,70.19417292307199,17.85064790557662,17.06877779088706,9.280986818044063,67.52014534680299,100.0,91.9516783129565,66.08,92.578125,86.27450980392157,100.0,18.711923832347285,85.81930633501044,93.552480141579,96.81647951649158,38.023112880361865,54.108226571505114,30.417233205428747,95.96739990559567,79.21783015839041,93.11194496177328,45.851708376958236,12.951798092855018,68.57459375084834,14.0,1.9427697139282527,8.0
Spain,2012,27.976190476190478,5.88235294117647,33.33333333333333,53.30661322645292,25.0,72.16,58.295610008752654,98.5623780487805,92.064992078069,99.4438292181352,62.51987,3.5150291810934697,10.216784819546445,81.6194921721647,54.60868413000854,23.01422450528535,25.501542969052014,3.312836728706804,53.8680190069727,68.13857133647377,91.2620368676261,73.45,89.93839835728953,86.27450980392157,100.0,25.135266490716774,47.979159609406814,78.1672440465518,95.74730097495483,31.36372382811809,47.716645585101446,26.21422171536494,79.6161055760963,81.65252002407384,93.11194496177328,44.53925612136633,8.456943529321773,60.670413281215815,15.0,1.2685415293982658,14.0
Spain,2016,24.102564102564102,5.555555555555556,50.0,61.923847695390776,25.0,69.76,61.08819564174311,98.44543902439025,88.531210219697,96.93080041082929,85.84322,27.92043318285462,3.0026408759137757,94.5045394320129,54.60868413000854,24.831959907979375,23.418571602979007,85.33415430631013,56.31636347972238,100.0,84.58960304373629,71.37,94.64646464646464,86.27450980392157,100.0,27.69962713853576,46.826605135761014,79.54578999098176,92.72149115175678,56.10354360718768,48.80988666659423,54.64712806514681,92.26259551670886,82.9263376696409,93.11194496177328,53.95737652863724,10.061129774373345,67.4654949904087,7.0,1.5091694661560018,7.0
Spain,2022,19.06693711967546,1.6666666666666667,42.10526315789473,55.61122244488978,75.0,68.17,72.09504890681457,98.37002439024391,91.93769089615171,96.50437040027569,85.86279,28.009086280966144,4.131086836572761,98.5177134758453,48.68826642613923,18.070642162040865,26.326202495773277,0.0,44.842960203624756,100.0,88.3438570600708,73.08,92.51386321626616,88.23529411764706,100.0,22.211759641048783,71.57685075596878,85.13082629093807,94.21826363203525,56.16044671471651,48.585906683977264,21.225232039549418,94.15388112693198,82.73976324788983,94.09925104008414,45.66446181165632,11.966712288060268,67.010218117314,15.0,1.7950068432090402,12.0
Sweden,2012,30.12820512820513,14.285714285714285,44.44444444444444,58.21643286573147,25.0,76.72,70.3904198355267,97.43773170731707,91.4754166849543,96.4300340200774,56.67376,20.023989305661946,0.7165335625107214,96.7053340050353,70.9521432613696,10.492028285923816,30.69236256126314,43.10917532441112,62.00618106244087,44.913898161150414,90.1553664558795,94.77,77.27272727272728,82.3529411764706,100.0,31.52530286377185,50.166123799674544,83.80455786240098,93.94945888571496,37.889942653822125,53.769178280617005,41.443235726382184,67.14730591496678,85.97678766279869,91.13369981739606,52.25872886825829,7.4036274260083665,63.680559346754535,11.0,1.1105441139012548,12.0
Sweden,2016,25.61307901907357,4.545454545454546,25.0,61.82364729458918,50.0,75.57,77.79476037097496,97.77639024390244,78.2257665036742,97.1718332028287,59.73273,43.40605225720484,0.6321575870408377,98.4848969069249,70.9521432613696,11.198807584700388,34.465893003538135,71.46805101498842,75.72588828283622,45.76215725612566,89.15920659844629,95.51,87.12121212121212,90.19607843137256,100.0,23.772479739777257,62.65378458907607,87.72858223750323,87.64752304454794,51.50446812149429,54.28470421852193,55.95858099858774,67.1045397462067,91.30596915402923,95.08539891088826,52.298079182325814,11.88662841990834,67.70460307606326,11.0,1.782994262986251,5.0
Sweden,2022,36.015325670498086,0.14992503748125938,24.242424242424242,50.80160320641283,100.0,72.54,95.30793087910561,97.4895,74.9625497258808,91.413094261281,60.46026,43.485444413688924,0.9894145517724969,95.6002026951746,70.9521432613696,10.685917955270064,36.98596032778039,14.63650715719519,74.42779276342254,45.76150394509231,87.3371508774915,97.37,84.02777777777777,94.11764705882354,100.0,23.447526502746314,86.16021095972246,96.39809829444981,83.14708207691997,51.90319537240702,53.559369450356066,36.63188673919895,66.2183732698967,90.67432983744082,97.05436642361876,51.029048203133954,11.781673728001289,68.5194438926757,10.0,1.7672510592001933,9.0
United Kingdom,2012,10.742857142857144,51.11497590489187,21.62162162162162,38.17635270541083,25.0,69.87,47.25689539458502,98.6749268292683,98.1350980799536,96.7157273107748,80.23372,33.70485891280795,3.8102264069186225,95.7344989174222,47.35255544983533,10.121653587874452,86.26904156048982,100.0,59.32010113191537,100.0,79.4515053046796,81.35,86.72985781990522,78.43137254901961,99.0,30.063542969230504,46.879454721301265,72.50170391386109,97.42515421125364,56.47804107943287,47.13927420953518,68.22058404766967,89.66678150625789,84.03562314321194,88.65592304675661,55.78356898620894,9.47085990403306,68.10660828485108,9.0,1.4206289856049592,4.0
