Country,Year,plastic,14.1,14.2,14.3,14.4,14.5,14.6,livelihoods,14.7,14.a,14.b,14.c
Ireland,2016,52.10296362840355,55.40005606880536,45.64406551002808,68.62529359181482,73.97343271177783,40.36844123012746,52.71921606335059,16.258796006035126,65.84453621867281,93.6554845949128,83.5736624350263,84.16683265741518
Ireland,2017,50.723368210885944,54.07637324867742,51.20699537197702,69.29598496015772,76.37179544823324,40.63241386107851,54.36038460227477,15.787127105291805,55.555950223923055,92.68143034117762,82.88820328217412,84.16683265741518
Ireland,2018,58.912893578309095,56.80956038247303,56.571256621244366,69.40130475293346,78.76511658008158,41.22109076945871,57.94201346083764,16.23751016003366,57.73540779225593,91.7061948053065,83.23611723264386,84.16683265741518
Ireland,2019,58.416337012040486,56.644596443046595,61.90296917119331,70.62059665903571,81.15386851208102,43.72447042936499,58.13325103686104,15.836243817621481,33.335450158223544,90.7297375574482,83.02175831855757,84.16683265741518
Ireland,2020,58.52543135324235,56.680847172704254,67.24329149411408,73.65952068683896,83.53846100153916,43.73753494894725,60.33024025460098,15.52911680175197,46.79200015280407,89.75201590964262,82.74664779136798,84.16683265741518
Ireland,2021,58.52543135324235,56.680847172704254,72.47526432098321,72.14855653984706,85.9192518746289,43.737766208082,62.51642834576143,15.52911680175197,46.79200015280407,88.77298473615012,82.77520892704281,84.16683265741518
Ireland,2022,58.52543135324235,29.474394367010557,77.67204479664127,72.14855653984706,88.29655551599322,43.737766208082,62.708762400118,15.52911680175197,46.79200015280407,87.79259627488294,82.65188046438902,84.16683265741518
Ireland,2023,58.52543135324235,29.474394367010557,82.94211971770117,72.14855653984706,88.29655551599322,43.737766208082,62.708762400118,15.52911680175197,46.79200015280407,87.79259627488294,82.65188046438902,84.16683265741518
Latvia,2012,55.48925812142775,34.69669862370465,64.07576711937558,95.52983153332723,95.94024054468244,56.88141337063874,62.32639231238643,15.296985718482185,49.3160823569583,67.90454800103892,82.32078190112401,90.14267603787502
Latvia,2013,52.61195237717087,33.217816495123394,62.854955740606854,95.94054670183314,95.57441365942807,61.15495911758684,62.296063566264365,20.882457992016167,62.60308540984393,66.7912339693763,83.95805244905513,90.14267603787502
