,Year,enName,speciesAcronym,FishStock,StockKey,SpeciesName,ICES Areas (splited with character '~'),StockSize,StockSizeDescription,StockSizeUnits,FishingPressure,FishingPressureDescription,FishingPressureUnits,Flim,Fpa,Blim,Bpa,FMSY,MSYBtrigger,CatchesLadingsUnits,Landings,OfficialLandings,Catches,Report,AssessmentKey,AssessmentYear,fullArea,area,Area,Species,Belgium,China,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Guernsey,Iceland,Ireland,Isle of Man,Japan,Jersey,"Korea, Republic of",Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Spain,Sweden,"Taiwan, Province of China",United Kingdom of GB,_mergeCatch,sumOffCatches,diffCatches
243,2020,Sole,sol,sol.27.20-24,169277,Solea solea,27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,2536,SSB,tonnes,0.206,F,,0.315,0.26,1850,2600,0.26,2600,tonnes,424,,,https://doi.org/10.17895/ices.advice.19453811.v2,16970,2022,1,27.3.a.21,27.3.a.21,sol,,,127.0,,,,,3.6754,,,,,,,,,,,,,,,,,7.083,,,both,137.7584,
244,2012,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,700000,SSB,tonnes,0.3424,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,231000,,231000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,1,27.3.c.22,27.3.c.22,spr,,,5142.14,,,,,924.79,,,,,,,,,,,,,,,,,0.0,,,both,6066.93,-0.9737362337662337
245,2016,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,1099000,SSB,tonnes,0.339,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,247000,,247000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,1,27.3.c.22,27.3.c.22,spr,,,2688.99,,,,,394.42,,,,,,,,,,,,,,,,,0.0,,,both,3083.41,-0.9875165587044534
246,2020,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,1,27.3.c.22,27.3.c.22,spr,,,0.0,,,,,1.04,,,,,,,,,,,,,,,,,0.0,,,both,1.04,-0.9999961764705884
247,2012,Herring,her,her.27.3031,169673,Clupea harengus,27.3.d.30 ~ 27.3.d.31,818278,SSB,tonnes,0.159097,F,,0.496,0.272,376571,533515,0.271,533515,tonnes,,,106007.0,https://doi.org/10.17895/ices.advice.19447979.v1,16997,2022,1,27.3.d.31,27.3.d.31,her,,,,,,5233.34,,,,,,,,,,,,,,,,,,,160.9,,,both,5394.24,-0.9491143037723924
248,2016,Herring,her,her.27.3031,169673,Clupea harengus,27.3.d.30 ~ 27.3.d.31,668702,SSB,tonnes,0.253249,F,,0.496,0.272,376571,533515,0.271,533515,tonnes,,,130029.0,https://doi.org/10.17895/ices.advice.19447979.v1,16997,2022,1,27.3.d.31,27.3.d.31,her,,,,,,4303.089,,,,,,,,,,,,,,,,,,,158.92,,,both,4462.009,-0.9656845088403355
249,2020,Herring,her,her.27.3031,169673,Clupea harengus,27.3.d.30 ~ 27.3.d.31,581614,SSB,tonnes,0.165865,F,,0.496,0.272,376571,533515,0.271,533515,tonnes,,,72956.0,https://doi.org/10.17895/ices.advice.19447979.v1,16997,2022,1,27.3.d.31,27.3.d.31,her,,,,,,1190.856,,,,,,,,,,,,,,,,,,,334.639,,,both,1525.495,-0.9790902050551018
250,2012,Cod,cod,cod.27.22-24,169075,Gadus morhua,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,15849,SSB,tonnes,0.982,F,,1.23,0.689,15067,23492,0.26,23492,tonnes,8622.06872683477,,,https://doi.org/10.17895/ices.advice.19447868.v1,17001,2022,1,27.3.c.22,27.3.c.22,cod,,,2323.35,,,,,2376.66,,,,,,,,,0.0,,,,,,,,0.3,,,both,4700.31,
251,2016,Cod,cod,cod.27.22-24,169075,Gadus morhua,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,12742,SSB,tonnes,0.949,F,,1.23,0.689,15067,23492,0.26,23492,tonnes,6121.82941658022,,,https://doi.org/10.17895/ices.advice.19447868.v1,17001,2022,1,27.3.c.22,27.3.c.22,cod,,,1562.19,,,,,1798.75,,,,,,,,,0.0,,,,,,,,0.22,,,both,3361.16,
252,2020,Cod,cod,cod.27.22-24,169075,Gadus morhua,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,9133,SSB,tonnes,0.905,F,,1.23,0.689,15067,23492,0.26,23492,tonnes,2900.11631435728,,,https://doi.org/10.17895/ices.advice.19447868.v1,17001,2022,1,27.3.c.22,27.3.c.22,cod,,,1434.0,,,,,691.2348,,,,,,,,,0.0,,,,,,,,0.1463,,,both,2125.3811,
253,2012,Sole,sol,sol.27.4,169278,Solea solea,27.4.a ~ 27.4.b ~ 27.4.c,28925,Spawning Stock Biomass,tonnes,0.474,F,,0.4196,0.311,30828,42838,0.2072,42838,tonnes,12168,,14696.0,https://doi.org/10.17895/ices.advice.19453814.v1,17030,2022,1,27.4.b,27.4.b,sol,118.9,,107.72,,,,0.33,257.34,,,,0.0,,,,,,,1985.0,0.36,,,,,0.0,,243.1,both,2712.75,-0.8154089548176374
254,2012,Sole,sol,sol.27.7e,169275,Solea solea,27.7.e,3738,SSB,tonnes,0.2311,F,,0.44,0.39,2000,2900,0.29,2900,tonnes,872.3,,,https://doi.org/10.17895/ices.advice.19453826.v1,17143,2022,3,27.4.b,27.4.b,sol,118.9,,107.72,,,,0.33,257.34,,,,0.0,,,,,,,1985.0,0.36,,,,,0.0,,243.1,both,2712.75,
255,2016,Sole,sol,sol.27.4,169278,Solea solea,27.4.a ~ 27.4.b ~ 27.4.c,31209,Spawning Stock Biomass,tonnes,0.4661,F,,0.4196,0.311,30828,42838,0.2072,42838,tonnes,14118,,15323.0,https://doi.org/10.17895/ices.advice.19453814.v1,17030,2022,1,27.4.b,27.4.b,sol,398.6,,318.68,,,,0.0,533.8,,,,0.0,,,,,,,2132.1,0.04,,,,,0.0,,316.23,both,3699.4499999999994,-0.7585688181165569
256,2016,Sole,sol,sol.27.7e,169275,Solea solea,27.7.e,4523,SSB,tonnes,0.2114,F,,0.44,0.39,2000,2900,0.29,2900,tonnes,913.3,,,https://doi.org/10.17895/ices.advice.19453826.v1,17143,2022,3,27.4.b,27.4.b,sol,398.6,,318.68,,,,0.0,533.8,,,,0.0,,,,,,,2132.1,0.04,,,,,0.0,,316.23,both,3699.4499999999994,
257,2020,Sole,sol,sol.27.4,169278,Solea solea,27.4.a ~ 27.4.b ~ 27.4.c,21761,Spawning Stock Biomass,tonnes,0.3285,F,,0.4196,0.311,30828,42838,0.2072,42838,tonnes,8841,,10490.0,https://doi.org/10.17895/ices.advice.19453814.v1,17030,2022,1,27.4.b,27.4.b,sol,101.8,,118.0,,,,0.72,500.2985,,,,0.0,,,,,,,2033.263,0.0,,,,,0.0,,324.4357,both,3078.5172000000002,-0.7065283889418493
258,2020,Sole,sol,sol.27.7e,169275,Solea solea,27.7.e,5464,SSB,tonnes,0.2393,F,,0.44,0.39,2000,2900,0.29,2900,tonnes,1219,,,https://doi.org/10.17895/ices.advice.19453826.v1,17143,2022,3,27.4.b,27.4.b,sol,101.8,,118.0,,,,0.72,500.2985,,,,0.0,,,,,,,2033.263,0.0,,,,,0.0,,324.4357,both,3078.5172000000002,
259,2012,Saithe,pok,pok.27.3a46,169237,Pollachius virens,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,166341,SSB,tonnes,0.417,F,,0.668,0.576,107297,149098,0.363,149098,tonnes,78144,,87049.0,https://doi.org/10.17895/ices.advice.19453649.v1,17035,2022,1,27.4.a,27.4.a,pok,0.0,,3269.61,,8.0,,9092.61,5577.83,,,0.0,0.0,,,,,,0.0,8.0,32528.88,0.0,0.0,0.0,0.0,147.8,,7220.8,both,57853.530000000006,-0.3353912164413146
260,2016,Saithe,pok,pok.27.3a46,169237,Pollachius virens,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,181437,SSB,tonnes,0.374,F,,0.668,0.576,107297,149098,0.363,149098,tonnes,67620,,77672.0,https://doi.org/10.17895/ices.advice.19453649.v1,17035,2022,1,27.4.a,27.4.a,pok,0.0,,2834.41,,18.0,,10793.59,4569.11,,,0.0,0.0,,,,,,0.0,68.8,30353.81,0.0,0.0,0.0,0.0,226.24,,8498.99,both,57362.95,-0.26147195900710685
261,2020,Saithe,pok,pok.27.3a46,169237,Pollachius virens,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,160486,SSB,tonnes,0.438,F,,0.668,0.576,107297,149098,0.363,149098,tonnes,73791,,76820.0,https://doi.org/10.17895/ices.advice.19453649.v1,17035,2022,1,27.4.a,27.4.a,pok,0.0,,2777.0,,27.61764,,9443.877,6015.863,,,0.0,0.0,,,,,,3.461,174.647,38911.56,0.0,0.0,0.0,0.0,599.3628,,8645.023,both,66598.41144,-0.13305895027336637
262,2012,Ling,lin,lin.27.5a,169135,Molva molva,27.5.a.1 ~ 27.5.a.2,31376,SSB,tonnes,0.5887,F,,0.95,0.62,9000,11100,0.3,11100,,11817,,11817.0,https://doi.org/10.17895/ices.advice.19448045.v1,17097,2022,1,27.5.a.2,27.5.a.2,lin,,,,,0.0,,,,,,10538.0,,,,,,,,,247.65,,,,,,,0.0,both,10785.65,-0.0872768046035373
263,2016,Ling,lin,lin.27.5a,169135,Molva molva,27.5.a.1 ~ 27.5.a.2,38903,SSB,tonnes,0.4205,F,,0.95,0.62,9000,11100,0.3,11100,,9884,,9884.0,https://doi.org/10.17895/ices.advice.19448045.v1,17097,2022,1,27.5.a.2,27.5.a.2,lin,,,,,0.0,,,,,,8539.0,,,,,,,,,204.56,,,,,,,0.0,both,8743.56,-0.11538243626062328
264,2020,Ling,lin,lin.27.5a,169135,Molva molva,27.5.a.1 ~ 27.5.a.2,30032,SSB,tonnes,0.333,F,,0.95,0.62,9000,11100,0.3,11100,,7061,,7061.0,https://doi.org/10.17895/ices.advice.19448045.v1,17097,2022,1,27.5.a.2,27.5.a.2,lin,,,,,845.54511,,,,,,0.0,,,,,,,,,212.87,,,,,,,0.0,both,1058.41511,-0.8501040773261578
265,2012,Tusk,usk,usk.27.5a14,169297,Brosme brosme,27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.5.a.1 ~ 27.5.a.2,6684,SSB,tonnes,0.4289,F,,0.44,0.23,3400,4800,0.23,4800,,8125,,8125.0,https://doi.org/10.17895/ices.advice.19453874.v1,17100,2022,1,27.14.b.1,27.14.b.1,usk,,,,,,,,,0.0,,0.0,,,,,,,,,16.92,,,,,,,,both,16.92,-0.9979175384615384
266,2016,Tusk,usk,usk.27.5a14,169297,Brosme brosme,27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.5.a.1 ~ 27.5.a.2,4680,SSB,tonnes,0.2479,F,,0.44,0.23,3400,4800,0.23,4800,,4100,,4100.0,https://doi.org/10.17895/ices.advice.19453874.v1,17100,2022,1,27.14.b.1,27.14.b.1,usk,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,both,0.0,-1.0
267,2020,Tusk,usk,usk.27.5a14,169297,Brosme brosme,27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.5.a.1 ~ 27.5.a.2,3928,SSB,tonnes,0.2815,F,,0.44,0.23,3400,4800,0.23,4800,,3344,,3344.0,https://doi.org/10.17895/ices.advice.19453874.v1,17100,2022,1,27.14.b.1,27.14.b.1,usk,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,both,0.0,-1.0
268,2012,Blue ling,bli,bli.27.5b67,169062,Molva dypterygia,27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2,70443.8897424896,SSB,tonnes,0.05606,F,,0.17,0.12,54000,75037,0.12,75037,tonnes,3016,,,https://doi.org/10.17895/ices.advice.19447787.v1,17134,2022,1,27.5.b.1.b,27.5.b.1.b,bli,,,,,0.0,,0.0,,,,,,,,,,,,,7.88,,,,,,,0.0,both,7.88,
269,2016,Blue ling,bli,bli.27.5b67,169062,Molva dypterygia,27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2,76982.9895293246,SSB,tonnes,0.04885,F,,0.17,0.12,54000,75037,0.12,75037,tonnes,2734,,,https://doi.org/10.17895/ices.advice.19447787.v1,17134,2022,1,27.5.b.1.b,27.5.b.1.b,bli,,,,,0.0,,327.42,,,,,,,,,,,,,74.31,,,,,,,6.73,both,408.46000000000004,
270,2020,Blue ling,bli,bli.27.5b67,169062,Molva dypterygia,27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2,90851.590612075,SSB,tonnes,0.04447,F,,0.17,0.12,54000,75037,0.12,75037,tonnes,3478,,,https://doi.org/10.17895/ices.advice.19447787.v1,17134,2022,1,27.5.b.1.b,27.5.b.1.b,bli,,,,,697.43534,,552.318,,,,,,,,,,,,,86.92,,,,,,,0.0,both,1336.67334,
271,2012,Golden redfish,reg,reg.27.561214,169267,Sebastes norvegicus,27.12.a.1 ~ 27.12.a.2 ~ 27.12.a.3 ~ 27.12.a.4 ~ 27.12.b ~ 27.12.c ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,274185,SSB,tonnes,0.123,F,,0.226,0.163,160000,220000,0.097,220000,tonnes,45423,,45423.0,https://doi.org/10.17895/ices.advice.19453700.v1,17159,2022,1,27.12.a.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0,-1.0
272,2016,Golden redfish,reg,reg.27.561214,169267,Sebastes norvegicus,27.12.a.1 ~ 27.12.a.2 ~ 27.12.a.3 ~ 27.12.a.4 ~ 27.12.b ~ 27.12.c ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,319575,SSB,tonnes,0.142,F,,0.226,0.163,160000,220000,0.097,220000,tonnes,59711,,59711.0,https://doi.org/10.17895/ices.advice.19453700.v1,17159,2022,1,27.12.a.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0,-1.0
273,2020,Golden redfish,reg,reg.27.561214,169267,Sebastes norvegicus,27.12.a.1 ~ 27.12.a.2 ~ 27.12.a.3 ~ 27.12.a.4 ~ 27.12.b ~ 27.12.c ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,264207,SSB,tonnes,0.129,F,,0.226,0.163,160000,220000,0.097,220000,tonnes,46116,,46116.0,https://doi.org/10.17895/ices.advice.19453700.v1,17159,2022,1,27.12.a.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0,-1.0
274,2012,Herring,her,her.27.5a,169125,Clupea harengus,27.5.a.1 ~ 27.5.a.2,432102,SSB,tonnes,0.157606041827701,Frel,ratio,,,200000,273000,,273000,tonnes,71976,,71976.0,https://doi.org/10.17895/ices.advice.19447988.v1,17161,2022,1,27.5.a.2,27.5.a.2,her,,,,,0.0,,,,0.0,,153101.0,,,,,,,,,,,,,,,,,both,153101.0,1.127111815049461
275,2012,Herring,her,her.27.1-24a514a,169123,Clupea harengus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.4.a ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2,5673000.0,SSB,tonnes,0.142,F,,0.291,0.157,2500000.0,3184000.0,0.157,3184000.0,,825999.0,,825999.0,https://doi.org/10.17895/ices.advice.19772380.v1,17614,2022,9,27.5.a.2,27.5.a.2,her,,,,,0.0,,,,0.0,,153101.0,,,,,,,,,,,,,,,,,both,153101.0,-0.8146474753601397
276,2016,Herring,her,her.27.5a,169125,Clupea harengus,27.5.a.1 ~ 27.5.a.2,327485,SSB,tonnes,0.17846422029191,Frel,ratio,,,200000,273000,,273000,tonnes,60403,,60403.0,https://doi.org/10.17895/ices.advice.19447988.v1,17161,2022,1,27.5.a.2,27.5.a.2,her,,,,,0.0,,,,10.0,,66598.0,,,,,,,,,,,,,,,,,both,66608.0,0.10272668576064103
277,2016,Herring,her,her.27.1-24a514a,169123,Clupea harengus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.4.a ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2,4220000.0,SSB,tonnes,0.086,F,,0.291,0.157,2500000.0,3184000.0,0.157,3184000.0,,383174.0,,383174.0,https://doi.org/10.17895/ices.advice.19772380.v1,17614,2022,9,27.5.a.2,27.5.a.2,her,,,,,0.0,,,,10.0,,66598.0,,,,,,,,,,,,,,,,,both,66608.0,-0.8261677462458309
278,2020,Herring,her,her.27.5a,169125,Clupea harengus,27.5.a.1 ~ 27.5.a.2,274733,SSB,tonnes,0.126559196930131,Frel,ratio,,,200000,273000,,273000,tonnes,36099.9984507446,,36099.9984507446,https://doi.org/10.17895/ices.advice.19447988.v1,17161,2022,1,27.5.a.2,27.5.a.2,her,,,,,62805.68685,,,,0.0,,0.0,,,,,,,,,,,,,,,,,both,62805.68685,0.7397697934999377
279,2020,Herring,her,her.27.1-24a514a,169123,Clupea harengus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.4.a ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2,3393000.0,SSB,tonnes,0.19,F,,0.291,0.157,2500000.0,3184000.0,0.157,3184000.0,,720937.0,,720937.0,https://doi.org/10.17895/ices.advice.19772380.v1,17614,2022,9,27.5.a.2,27.5.a.2,her,,,,,62805.68685,,,,0.0,,0.0,,,,,,,,,,,,,,,,,both,62805.68685,-0.9128832521426977
280,2012,Herring,her,her.27.20-24,169118,Clupea harengus,27.3.a ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,72453,SSB,tonnes,0.386,F,,0.45,0.41,120000,150000,0.31,150000,tonnes,38647.75771,,38647.75771,https://doi.org/10.17895/ices.advice.19447964.v1,17172,2022,1,27.3.b.23,27.3.b.23,her,,,426.88,,,,,0.0,,,,,,,,,,,,,,,,,680.6,,,both,1107.48,-0.9713442624974477
281,2016,Herring,her,her.27.20-24,169118,Clupea harengus,27.3.a ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,79359,SSB,tonnes,0.486,F,,0.45,0.41,120000,150000,0.31,150000,tonnes,51298.0524,,51298.0524,https://doi.org/10.17895/ices.advice.19447964.v1,17172,2022,1,27.3.b.23,27.3.b.23,her,,,257.21,,,,,0.0,,,,,,,,,,,,,,,,,334.16,,,both,591.37,-0.9884718820241214
282,2020,Herring,her,her.27.20-24,169118,Clupea harengus,27.3.a ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,54606,SSB,tonnes,0.182,F,,0.45,0.41,120000,150000,0.31,150000,tonnes,22129.6536228785,,22129.6536228785,https://doi.org/10.17895/ices.advice.19447964.v1,17172,2022,1,27.3.b.23,27.3.b.23,her,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,480.343,,,both,481.343,-0.9782489591476312
283,2012,Sole,sol,sol.27.7fg,169273,Solea solea,27.7.f ~ 27.7.g,3551,SSB,tonnes,0.34,F,,0.543,0.402,2184,3057,0.251,3057,tonnes,1101,,,https://doi.org/10.17895/ices.advice.19453829.v1,17180,2022,1,27.7.g,27.7.g,sol,347.9,,,,,,35.32,,,,,32.74,,,,,,,0.0,,,,,0.0,,,21.4,both,437.35999999999996,
284,2012,Sole,sol,sol.27.7e,169275,Solea solea,27.7.e,3738,SSB,tonnes,0.2311,F,,0.44,0.39,2000,2900,0.29,2900,tonnes,872.3,,,https://doi.org/10.17895/ices.advice.19453826.v1,17143,2022,16,27.7.g,27.7.g,sol,347.9,,,,,,35.32,,,,,32.74,,,,,,,0.0,,,,,0.0,,,21.4,both,437.35999999999996,
285,2016,Sole,sol,sol.27.7fg,169273,Solea solea,27.7.f ~ 27.7.g,3591,SSB,tonnes,0.277,F,,0.543,0.402,2184,3057,0.251,3057,tonnes,832,,,https://doi.org/10.17895/ices.advice.19453829.v1,17180,2022,1,27.7.g,27.7.g,sol,229.0,,,,,,31.54,,,,,21.11,,,,,,,0.0,,,,,0.0,,,11.24,both,292.89000000000004,
286,2016,Sole,sol,sol.27.7e,169275,Solea solea,27.7.e,4523,SSB,tonnes,0.2114,F,,0.44,0.39,2000,2900,0.29,2900,tonnes,913.3,,,https://doi.org/10.17895/ices.advice.19453826.v1,17143,2022,16,27.7.g,27.7.g,sol,229.0,,,,,,31.54,,,,,21.11,,,,,,,0.0,,,,,0.0,,,11.24,both,292.89000000000004,
287,2020,Sole,sol,sol.27.7fg,169273,Solea solea,27.7.f ~ 27.7.g,5945,SSB,tonnes,0.251,F,,0.543,0.402,2184,3057,0.251,3057,tonnes,1524,,,https://doi.org/10.17895/ices.advice.19453829.v1,17180,2022,1,27.7.g,27.7.g,sol,568.5,,,,,,31.234,,,,,50.845,,,,,,,0.0,,,,,0.45,,,47.5511,both,698.5801,
288,2020,Sole,sol,sol.27.7e,169275,Solea solea,27.7.e,5464,SSB,tonnes,0.2393,F,,0.44,0.39,2000,2900,0.29,2900,tonnes,1219,,,https://doi.org/10.17895/ices.advice.19453826.v1,17143,2022,16,27.7.g,27.7.g,sol,568.5,,,,,,31.234,,,,,50.845,,,,,,,0.0,,,,,0.45,,,47.5511,both,698.5801,
289,2012,Seabass,bss,bss.27.8ab,169070,Dicentrarchus labrax,27.8.a ~ 27.8.b,19845,,tonnes,0.1475,,,,0.1863,11920,16688,0.1381,16688,tonnes,2549,,,https://doi.org/10.17895/ices.advice.19447817.v2,17196,2022,1,27.7.c.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0,
290,2012,Seabass,bss,bss.27.8ab,169070,Dicentrarchus labrax,27.8.a ~ 27.8.b,19845,,tonnes,0.1475,,,,0.1863,11920,16688,0.1381,16688,tonnes,2549,,,https://doi.org/10.17895/ices.advice.19447817.v2,17196,2022,1,27.8.b,27.8.b,bss,0.4,,,,,,799.73,,,,,,,,,,,,0.0,,,,,179.88,,,4.9,both,984.91,
291,2016,Seabass,bss,bss.27.8ab,169070,Dicentrarchus labrax,27.8.a ~ 27.8.b,15984,,tonnes,0.1417,,,,0.1863,11920,16688,0.1381,16688,tonnes,2252,,2317.0,https://doi.org/10.17895/ices.advice.19447817.v2,17196,2022,1,27.7.c.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0,-1.0
292,2016,Seabass,bss,bss.27.8ab,169070,Dicentrarchus labrax,27.8.a ~ 27.8.b,15984,,tonnes,0.1417,,,,0.1863,11920,16688,0.1381,16688,tonnes,2252,,2317.0,https://doi.org/10.17895/ices.advice.19447817.v2,17196,2022,1,27.8.b,27.8.b,bss,0.0,,,,,,917.14,,,,,,,,,,,,0.0,,,,,77.42,,,0.0,both,994.56,-0.5707552870090634
293,2020,Seabass,bss,bss.27.8ab,169070,Dicentrarchus labrax,27.8.a ~ 27.8.b,16794,,tonnes,0.1195,,,,0.1863,11920,16688,0.1381,16688,tonnes,2090,,2131.0,https://doi.org/10.17895/ices.advice.19447817.v2,17196,2022,1,27.8.b,27.8.b,bss,0.1,,,,,,572.47,,,,,,,,,,,,0.0,,,,,22.01,,,0.0,both,594.58,-0.7209854528390427
294,2012,Saithe,pok,pok.27.5a,169240,Pollachius virens,27.5.a.1 ~ 27.5.a.2,123151,SSB,tonnes,0.232,Frel,ratio,,,44000,,,,tonnes,,,51252.0,https://doi.org/10.17895/ices.advice.19453652.v1,17203,2022,1,27.5.a.2,27.5.a.2,pok,,,,,0.0,,,,,,50843.0,,,,,,,,,2.03,,,,,,,0.0,both,50845.03,-0.00794056817294937
295,2016,Saithe,pok,pok.27.5a,169240,Pollachius virens,27.5.a.1 ~ 27.5.a.2,127521,SSB,tonnes,0.171,Frel,ratio,,,44000,,,,tonnes,,,49223.0,https://doi.org/10.17895/ices.advice.19453652.v1,17203,2022,1,27.5.a.2,27.5.a.2,pok,,,,,0.0,,,,,,48668.0,,,,,,,,,4.1,,,,,,,0.0,both,48672.1,-0.011191922475265657
296,2020,Saithe,pok,pok.27.5a,169240,Pollachius virens,27.5.a.1 ~ 27.5.a.2,167026,SSB,tonnes,0.192,Frel,ratio,,,44000,,,,tonnes,,,50245.0,https://doi.org/10.17895/ices.advice.19453652.v1,17203,2022,1,27.5.a.2,27.5.a.2,pok,,,,,177.71364,,,,,,0.0,,,,,,,,,5.64,,,,,,,0.0,both,183.35363999999998,-0.9963508082396259
