Year,enName,speciesAcronym_x,FishStock,StockKey,SpeciesName,ICES Areas (splited with character '~'),StockSize,StockSizeDescription,StockSizeUnits,FishingPressure,FishingPressureDescription,FishingPressureUnits,Flim,Fpa,Blim,Bpa,FMSY,MSYBtrigger,CatchesLadingsUnits,Landings,OfficialLandings,Catches,Report,AssessmentKey_x,AssessmentYear_x,fullArea,area,Area,Species_x,Belgium,China,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Guernsey,Iceland,Ireland,Isle of Man,Japan,Jersey,"Korea, Republic of",Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Spain,Sweden,"Taiwan, Province of China",United Kingdom of GB,_mergeCatch,sumOffCatches,diffCatches,TAC ID,FishStockTAC,_mergeDictTAC,Reference,Species_y,TAC Zone,Level,TAC for comparison,Amendment/Original,speciesAcronym_y,_mergeTAC,year,StockCode,AdviceValue,AdviceType,AdviceApplicableFrom,AdviceApplicableUntil,AdviceValueUnit,AssessmentYear_y,AssessmentKey_y,AdviceKey,AdviceDOI,_mergeSADoff
2020.0,Herring,her,her.27.28,169124,Clupea harengus,27.3.d.28.1,153857,SSB,tonnes,0.2224,F,,0.88,0.38,40800,57100,0.32,60000,tonnes,33215,,,https://doi.org/10.17895/ices.advice.19447976.v1,16967,2022,0,27.3.d.28.1,27.3.d.28.1,her,,,21.0,12230.565,,,,0.0,,,,,,,,,21018.51,,,,,,,,,,,both,33270.075,,(HER/03D.RG),her.27.28,both,(HER/03D.RG) - 2020 - TAC - Original,Herring,Subdivision 28.1,TAC,34445,Original,her,both,2020.0,her.27.28,30382,Catches,2020.0,2020.0,t,2019.0,10404.0,2515.0,https://doi.org/10.17895/ices.advice.4749,both
2020.0,Sole,sol,sol.27.20-24,169277,Solea solea,27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,2536,SSB,tonnes,0.206,F,,0.315,0.26,1850,2600,0.26,2600,tonnes,424,,,https://doi.org/10.17895/ices.advice.19453811.v2,16970,2022,0,27.3.a.20,27.3.a.20,sol,,,105.0,,,,,17.2557,,,,,,,,,,,,0.0,,,,,0.7969,,0.0,both,123.0526,,(SOL/3A/BCD),sol.27.20-24,both,(SOL/3A/BCD) - 2020 - TAC - Original,Common sole,3a; Union waters of Subdivisions 22-24,TAC,539,Original,sol,both,2020.0,sol.27.20-24,539,Catches,2020.0,2020.0,t,2019.0,10426.0,2536.0,https://doi.org/10.17895/ices.advice.4753,both
2020.0,Sole,sol,sol.27.20-24,169277,Solea solea,27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,2536,SSB,tonnes,0.206,F,,0.315,0.26,1850,2600,0.26,2600,tonnes,424,,,https://doi.org/10.17895/ices.advice.19453811.v2,16970,2022,1,27.3.a.21,27.3.a.21,sol,,,127.0,,,,,3.6754,,,,,,,,,,,,,,,,,7.083,,,both,137.7584,,(SOL/3A/BCD),sol.27.20-24,both,(SOL/3A/BCD) - 2020 - TAC - Original,Common sole,3a; Union waters of Subdivisions 22-24,TAC,539,Original,sol,both,2020.0,sol.27.20-24,539,Catches,2020.0,2020.0,t,2019.0,10426.0,2536.0,https://doi.org/10.17895/ices.advice.4753,both
2020.0,Sole,sol,sol.27.20-24,169277,Solea solea,27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,2536,SSB,tonnes,0.206,F,,0.315,0.26,1850,2600,0.26,2600,tonnes,424,,,https://doi.org/10.17895/ices.advice.19453811.v2,16970,2022,2,27.3.b.23,27.3.b.23,sol,,,10.0,,,,,,,,,,,,,,,,,,,,,,1.1364,,,both,11.1364,,(SOL/3A/BCD),sol.27.20-24,both,(SOL/3A/BCD) - 2020 - TAC - Original,Common sole,3a; Union waters of Subdivisions 22-24,TAC,539,Original,sol,both,2020.0,sol.27.20-24,539,Catches,2020.0,2020.0,t,2019.0,10426.0,2536.0,https://doi.org/10.17895/ices.advice.4753,both
2020.0,Sole,sol,sol.27.20-24,169277,Solea solea,27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,2536,SSB,tonnes,0.206,F,,0.315,0.26,1850,2600,0.26,2600,tonnes,424,,,https://doi.org/10.17895/ices.advice.19453811.v2,16970,2022,3,27.3.c.22,27.3.c.22,sol,,,71.0,,,,,2.1651,,,,,,,,,,,,,,,,,0.0,,,both,73.1651,,(SOL/3A/BCD),sol.27.20-24,both,(SOL/3A/BCD) - 2020 - TAC - Original,Common sole,3a; Union waters of Subdivisions 22-24,TAC,539,Original,sol,both,2020.0,sol.27.20-24,539,Catches,2020.0,2020.0,t,2019.0,10426.0,2536.0,https://doi.org/10.17895/ices.advice.4753,both
2020.0,Sole,sol,sol.27.20-24,169277,Solea solea,27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,2536,SSB,tonnes,0.206,F,,0.315,0.26,1850,2600,0.26,2600,tonnes,424,,,https://doi.org/10.17895/ices.advice.19453811.v2,16970,2022,4,27.3.d.24,27.3.d.24,sol,,,1.0,,,,,0.605,,,,,,,,,,,,,,,,,0.0,,,both,1.605,,(SOL/3A/BCD),sol.27.20-24,both,(SOL/3A/BCD) - 2020 - TAC - Original,Common sole,3a; Union waters of Subdivisions 22-24,TAC,539,Original,sol,both,2020.0,sol.27.20-24,539,Catches,2020.0,2020.0,t,2019.0,10426.0,2536.0,https://doi.org/10.17895/ices.advice.4753,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,0,27.3.b.23,27.3.b.23,spr,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both,0.0,-1.0,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,1,27.3.c.22,27.3.c.22,spr,,,0.0,,,,,1.04,,,,,,,,,,,,,,,,,0.0,,,both,1.04,-0.9999961764705884,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,2,27.3.d.24,27.3.d.24,spr,,,4.0,,,0.0,,18.4554,,,,,,,,,0.0,0.0,,,1615.507,,,,4.85,,,both,1642.8124,-0.9939602485294118,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,3,27.3.d.25,27.3.d.25,spr,,,16464.0,0.0,,183.523,,5049.0411,,,,,,,,,422.55,3302.836,,,26454.856,,,,13878.1511,,,both,65754.9572,-0.7582538338235294,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,4,27.3.d.26,27.3.d.26,spr,,,1067.0,0.0,,48.135,,373.0287,,,,,,,,,3040.4,4172.859,,,30920.453,,44884.0,,2252.733,,,both,86758.60870000001,-0.6810345268382353,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,5,27.3.d.27,27.3.d.27,spr,,,786.0,38.996,,50.28,,0.0,,,,,,,,,0.0,0.0,,,87.754,,,,6388.5896,,,both,7351.6196,-0.972971986764706,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,6,27.3.d.28.1,27.3.d.28.1,spr,,,4.0,581.253,,,,0.0,,,,,,,,,1732.68,,,,,,,,,,,both,2317.933,-0.9914781874999999,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,7,27.3.d.28.2,27.3.d.28.2,spr,,,5235.0,3169.285,,685.631,,2224.5333,,,,,,,,,23624.43,3665.178,,,1529.147,,,,14633.1638,,,both,54766.3681,-0.7986530584558824,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,8,27.3.d.29,27.3.d.29,spr,,,2948.0,6604.719,,6446.61,,1263.5215,,,,,,,,,0.0,0.0,,,0.0,,,,4689.4418,,,both,21952.2923,-0.9192930430147058,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,9,27.3.d.30,27.3.d.30,spr,,,0.0,,,744.088,,,,,,,,,,,,,,,,,,,16.64,,,both,760.728,-0.9972032058823529,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,10,27.3.d.31,27.3.d.31,spr,,,,,,19.3,,,,,,,,,,,,,,,,,,,0.0,,,both,19.3,-0.999929044117647,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Sprat,spr,spr.27.22-32,169279,Sprattus sprattus,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32,835000,SSB,tonnes,0.3687,F,,0.63,0.41,410000,570000,0.31,570000,tonnes,272000,,272000.0,https://doi.org/10.17895/ices.advice.19453856.v1,16975,2022,11,27.3.d.32,27.3.d.32,spr,,,0.0,13915.478,,4336.468,,0.0,,,,,,,,,,,,,,,832.0,,0.0,,,both,19083.946,-0.9298384338235294,(SPR/3BCD-C),spr.27.22-32,both,(SPR/3BCD-C) - 2020 - TAC - Original,Sprat,Union waters of Subdivisions 22-32,TAC,233704.05867297947,Original,spr,both,2020.0,spr.27.22-32,225786,Catches,2020.0,2020.0,t,2019.0,12942.0,2517.0,https://doi.org/10.17895/ices.advice.4754,both
2020.0,Cod,cod,cod.27.22-24,169075,Gadus morhua,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,9133,SSB,tonnes,0.905,F,,1.23,0.689,15067,23492,0.26,23492,tonnes,2900.11631435728,,,https://doi.org/10.17895/ices.advice.19447868.v1,17001,2022,2,27.3.d.24,27.3.d.24,cod,,,324.0,0.0,,0.0,,247.2869,,,,,,,,,0.0,,,,76.574,,,,16.8748,,,both,664.7357000000001,,(COD/3BC+24),cod.27.22-24,both,(COD/3BC+24) - 2020 - TAC - Original,Cod,Subdivisions 22-24,TAC,3806,Original,cod,both,2020.0,cod.27.22-24,7245,Catches,2020.0,2020.0,t,2019.0,10446.0,2514.0,NA - The advice link for key 10446 was not found!,both
2020.0,Cod,cod,cod.27.22-24,169075,Gadus morhua,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,9133,SSB,tonnes,0.905,F,,1.23,0.689,15067,23492,0.26,23492,tonnes,2900.11631435728,,,https://doi.org/10.17895/ices.advice.19447868.v1,17001,2022,0,27.3.b.23,27.3.b.23,cod,,,172.0,,,,,,,,,,,,,,,,,,,,,,331.6603,,,both,503.6603,,(COD/3BC+24),cod.27.22-24,both,(COD/3BC+24) - 2020 - TAC - Original,Cod,Subdivisions 22-24,TAC,3806,Original,cod,both,2020.0,cod.27.22-24,7245,Catches,2020.0,2020.0,t,2019.0,10446.0,2514.0,NA - The advice link for key 10446 was not found!,both
2020.0,Cod,cod,cod.27.22-24,169075,Gadus morhua,27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24,9133,SSB,tonnes,0.905,F,,1.23,0.689,15067,23492,0.26,23492,tonnes,2900.11631435728,,,https://doi.org/10.17895/ices.advice.19447868.v1,17001,2022,1,27.3.c.22,27.3.c.22,cod,,,1434.0,,,,,691.2348,,,,,,,,,0.0,,,,,,,,0.1463,,,both,2125.3811,,(COD/3BC+24),cod.27.22-24,both,(COD/3BC+24) - 2020 - TAC - Original,Cod,Subdivisions 22-24,TAC,3806,Original,cod,both,2020.0,cod.27.22-24,7245,Catches,2020.0,2020.0,t,2019.0,10446.0,2514.0,NA - The advice link for key 10446 was not found!,both
2020.0,Herring,her,her.27.3031,169673,Clupea harengus,27.3.d.30 ~ 27.3.d.31,581614,SSB,tonnes,0.165865,F,,0.496,0.272,376571,533515,0.271,533515,tonnes,,,72956.0,https://doi.org/10.17895/ices.advice.19447979.v1,16997,2022,0,27.3.d.30,27.3.d.30,her,,,,,,59416.916,,,,,,,,,,,0.0,,,,,,,,12105.3832,,,both,71522.2992,-0.01965158177531671,(HER/30/31.),her.27.3031,both,(HER/30/31.) - 2020 - TAC - Original,Herring,Subdivisions 30-31,TAC,65018,Original,her,both,2020.0,her.27.3031,65018,Catches,2020.0,2020.0,t,2019.0,12738.0,2532.0,https://doi.org/10.17895/ices.advice.4750,both
2020.0,Herring,her,her.27.3031,169673,Clupea harengus,27.3.d.30 ~ 27.3.d.31,581614,SSB,tonnes,0.165865,F,,0.496,0.272,376571,533515,0.271,533515,tonnes,,,72956.0,https://doi.org/10.17895/ices.advice.19447979.v1,16997,2022,1,27.3.d.31,27.3.d.31,her,,,,,,1190.856,,,,,,,,,,,,,,,,,,,334.639,,,both,1525.495,-0.9790902050551018,(HER/30/31.),her.27.3031,both,(HER/30/31.) - 2020 - TAC - Original,Herring,Subdivisions 30-31,TAC,65018,Original,her,both,2020.0,her.27.3031,65018,Catches,2020.0,2020.0,t,2019.0,12738.0,2532.0,https://doi.org/10.17895/ices.advice.4750,both
2020.0,Sole,sol,sol.27.4,169278,Solea solea,27.4.a ~ 27.4.b ~ 27.4.c,21761,Spawning Stock Biomass,tonnes,0.3285,F,,0.4196,0.311,30828,42838,0.2072,42838,tonnes,8841,,10490.0,https://doi.org/10.17895/ices.advice.19453814.v1,17030,2022,0,27.4.a,27.4.a,sol,0.0,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,0.0,0.03,,,,,0.0,,0.0287,both,0.0587,-0.9999944041944709,(SOL/24-C.),sol.27.4,both,(SOL/24-C.) - 2020 - TAC - Original,Common sole,Union waters of 2a and 4,TAC,17545,Original,sol,both,2020.0,sol.27.4,17545,Catches,2020.0,2020.0,t,2019.0,13207.0,1221.0,https://doi.org/10.17895/ices.advice.5642,both
2020.0,Sole,sol,sol.27.4,169278,Solea solea,27.4.a ~ 27.4.b ~ 27.4.c,21761,Spawning Stock Biomass,tonnes,0.3285,F,,0.4196,0.311,30828,42838,0.2072,42838,tonnes,8841,,10490.0,https://doi.org/10.17895/ices.advice.19453814.v1,17030,2022,1,27.4.b,27.4.b,sol,101.8,,118.0,,,,0.72,500.2985,,,,0.0,,,,,,,2033.263,0.0,,,,,0.0,,324.4357,both,3078.5172000000002,-0.7065283889418493,(SOL/24-C.),sol.27.4,both,(SOL/24-C.) - 2020 - TAC - Original,Common sole,Union waters of 2a and 4,TAC,17545,Original,sol,both,2020.0,sol.27.4,17545,Catches,2020.0,2020.0,t,2019.0,13207.0,1221.0,https://doi.org/10.17895/ices.advice.5642,both
2020.0,Sole,sol,sol.27.4,169278,Solea solea,27.4.a ~ 27.4.b ~ 27.4.c,21761,Spawning Stock Biomass,tonnes,0.3285,F,,0.4196,0.311,30828,42838,0.2072,42838,tonnes,8841,,10490.0,https://doi.org/10.17895/ices.advice.19453814.v1,17030,2022,2,27.4.c,27.4.c,sol,138.3,,5.0,,,,36.116,419.183,,,,,,,,,,,4726.332,0.0,,,,,0.0,,222.9958,both,5547.9268,-0.4711223260247855,(SOL/24-C.),sol.27.4,both,(SOL/24-C.) - 2020 - TAC - Original,Common sole,Union waters of 2a and 4,TAC,17545,Original,sol,both,2020.0,sol.27.4,17545,Catches,2020.0,2020.0,t,2019.0,13207.0,1221.0,https://doi.org/10.17895/ices.advice.5642,both
2020.0,Saithe,pok,pok.27.3a46,169237,Pollachius virens,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,160486,SSB,tonnes,0.438,F,,0.668,0.576,107297,149098,0.363,149098,tonnes,73791,,76820.0,https://doi.org/10.17895/ices.advice.19453649.v1,17035,2022,0,27.3.a,27.3.a,pok,0.0,,814.0,,0.0,,2.966,3.9608,,,0.0,,,,,,,,0.962,234.16,0.0,0.0,,,294.7901,,0.0,both,1350.8389,-0.9824155311116897,(POK/2C3A4),pok.27.3a46,both,(POK/2C3A4) - 2020 - TAC - Original,Saithe,3a and 4; Union waters of 2a,TAC,79813,Original,pok,both,2020.0,pok.27.3a46,88093,Catches,2020.0,2020.0,t,2019.0,12583.0,2437.0,NA - The advice link for key 12583 was not found!,both
2020.0,Saithe,pok,pok.27.3a46,169237,Pollachius virens,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,160486,SSB,tonnes,0.438,F,,0.668,0.576,107297,149098,0.363,149098,tonnes,73791,,76820.0,https://doi.org/10.17895/ices.advice.19453649.v1,17035,2022,0,27.3.a,27.3.a,pok,0.0,,814.0,,0.0,,2.966,3.9608,,,0.0,,,,,,,,0.962,234.16,0.0,0.0,,,294.7901,,0.0,both,1350.8389,-0.9824155311116897,(POK/56-14),pok.27.3a46,both,(POK/56-14) - 2020 - TAC - Original,Saithe,"6; Union and international waters of 5b, 12 and 14",TAC,8280,Original,pok,both,2020.0,pok.27.3a46,88093,Catches,2020.0,2020.0,t,2019.0,12583.0,2437.0,NA - The advice link for key 12583 was not found!,both
2020.0,Saithe,pok,pok.27.3a46,169237,Pollachius virens,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,160486,SSB,tonnes,0.438,F,,0.668,0.576,107297,149098,0.363,149098,tonnes,73791,,76820.0,https://doi.org/10.17895/ices.advice.19453649.v1,17035,2022,1,27.4.a,27.4.a,pok,0.0,,2777.0,,27.61764,,9443.877,6015.863,,,0.0,0.0,,,,,,3.461,174.647,38911.56,0.0,0.0,0.0,0.0,599.3628,,8645.023,both,66598.41144,-0.13305895027336637,(POK/2C3A4),pok.27.3a46,both,(POK/2C3A4) - 2020 - TAC - Original,Saithe,3a and 4; Union waters of 2a,TAC,79813,Original,pok,both,2020.0,pok.27.3a46,88093,Catches,2020.0,2020.0,t,2019.0,12583.0,2437.0,NA - The advice link for key 12583 was not found!,both
2020.0,Saithe,pok,pok.27.3a46,169237,Pollachius virens,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2,160486,SSB,tonnes,0.438,F,,0.668,0.576,107297,149098,0.363,149098,tonnes,73791,,76820.0,https://doi.org/10.17895/ices.advice.19453649.v1,17035,2022,1,27.4.a,27.4.a,pok,0.0,,2777.0,,27.61764,,9443.877,6015.863,,,0.0,0.0,,,,,,3.461,174.647,38911.56,0.0,0.0,0.0,0.0,599.3628,,8645.023,both,66598.41144,-0.13305895027336637,(POK/56-14),pok.27.3a46,both,(POK/56-14) - 2020 - TAC - Original,Saithe,"6; Union and international waters of 5b, 12 and 14",TAC,8280,Original,pok,both,2020.0,pok.27.3a46,88093,Catches,2020.0,2020.0,t,2019.0,12583.0,2437.0,NA - The advice link for key 12583 was not found!,both
