,Reference,TAC ID,Species_x,TAC Zone,Level,TAC for comparison,Year,Amendment/Original,FishStock,FishStockTAC,area,speciesAcronym,_merge,Area,Species_y,Belgium,China,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Guernsey,Iceland,Ireland,Isle of Man,Japan,Jersey,"Korea, Republic of",Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Spain,Sweden,"Taiwan, Province of China",United Kingdom of GB,tacCatches
2010,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.c.2,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2011,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.d,her,both,27.7.d,her,25.9,,0.0,,,,11904.56,12870.79,,,,,,,,,,,14556.0,,,,,,,,3449.68,both
2012,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.d,her,both,27.7.d,her,25.9,,0.0,,,,11904.56,12870.79,,,,,,,,,,,14556.0,,,,,,,,3449.68,both
2013,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.d,her,both,27.7.d,her,25.9,,0.0,,,,11904.56,12870.79,,,,,,,,,,,14556.0,,,,,,,,3449.68,both
2014,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.d,her,both,27.7.d,her,25.9,,0.0,,,,11904.56,12870.79,,,,,,,,,,,14556.0,,,,,,,,3449.68,both
2015,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.e,her,both,27.7.e,her,0.0,,0.0,,,,0.98,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,204.35,both
2016,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.e,her,both,27.7.e,her,0.0,,0.0,,,,0.98,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,204.35,both
2017,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.e,her,both,27.7.e,her,0.0,,0.0,,,,0.98,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,204.35,both
2018,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.e,her,both,27.7.e,her,0.0,,0.0,,,,0.98,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,204.35,both
2019,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.f,her,both,27.7.f,her,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,,,,,,226.85,both
2020,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.f,her,both,27.7.f,her,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,,,,,,226.85,both
2021,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.f,her,both,27.7.f,her,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,,,,,,226.85,both
2022,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.f,her,both,27.7.f,her,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,,,,,,226.85,both
2023,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.g,her,both,27.7.g,her,,,0.0,,,,0.0,418.67,,,,11860.84,,,,,,,890.9,,,,,,,,559.29,both
2024,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.g,her,both,27.7.g,her,,,0.0,,,,0.0,418.67,,,,11860.84,,,,,,,890.9,,,,,,,,559.29,both
2025,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.g,her,both,27.7.g,her,,,0.0,,,,0.0,418.67,,,,11860.84,,,,,,,890.9,,,,,,,,559.29,both
2026,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.g,her,both,27.7.g,her,,,0.0,,,,0.0,418.67,,,,11860.84,,,,,,,890.9,,,,,,,,559.29,both
2027,(HER/7GK.) - 2016 - TAC - Original,(HER/7GK.),Herring,"7g, 7h, 7j and 7k",TAC,15442,2016.0,Original,her.27.irls,her.27.irls,27.7.g,her,both,27.7.g,her,,,0.0,,,,0.0,418.67,,,,11860.84,,,,,,,890.9,,,,,,,,559.29,both
2028,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.h,her,both,27.7.h,her,,,,,,,0.0,0.0,,,,0.0,,,,,,,123.1,,,,,,,,0.0,both
2029,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.h,her,both,27.7.h,her,,,,,,,0.0,0.0,,,,0.0,,,,,,,123.1,,,,,,,,0.0,both
2030,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.h,her,both,27.7.h,her,,,,,,,0.0,0.0,,,,0.0,,,,,,,123.1,,,,,,,,0.0,both
2031,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.h,her,both,27.7.h,her,,,,,,,0.0,0.0,,,,0.0,,,,,,,123.1,,,,,,,,0.0,both
2032,(HER/7GK.) - 2016 - TAC - Original,(HER/7GK.),Herring,"7g, 7h, 7j and 7k",TAC,15442,2016.0,Original,her.27.irls,her.27.irls,27.7.h,her,both,27.7.h,her,,,,,,,0.0,0.0,,,,0.0,,,,,,,123.1,,,,,,,,0.0,both
2033,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.j.1,her,both,27.7.j.1,her,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,both
2034,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.j.1,her,both,27.7.j.1,her,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,both
2035,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.j.1,her,both,27.7.j.1,her,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,both
2036,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.j.1,her,both,27.7.j.1,her,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,both
2037,(HER/7GK.) - 2016 - TAC - Original,(HER/7GK.),Herring,"7g, 7h, 7j and 7k",TAC,15442,2016.0,Original,her.27.irls,her.27.irls,27.7.j.1,her,both,27.7.j.1,her,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,both
2038,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.j.2,her,both,27.7.j.2,her,,,,,,,0.0,,,,,774.6,,,,,,,0.8,,,,,,,,0.0,both
2039,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.j.2,her,both,27.7.j.2,her,,,,,,,0.0,,,,,774.6,,,,,,,0.8,,,,,,,,0.0,both
2040,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.j.2,her,both,27.7.j.2,her,,,,,,,0.0,,,,,774.6,,,,,,,0.8,,,,,,,,0.0,both
2041,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.j.2,her,both,27.7.j.2,her,,,,,,,0.0,,,,,774.6,,,,,,,0.8,,,,,,,,0.0,both
2042,(HER/7GK.) - 2016 - TAC - Original,(HER/7GK.),Herring,"7g, 7h, 7j and 7k",TAC,15442,2016.0,Original,her.27.irls,her.27.irls,27.7.j.2,her,both,27.7.j.2,her,,,,,,,0.0,,,,,774.6,,,,,,,0.8,,,,,,,,0.0,both
2043,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.k.1,her,both,27.7.k.1,her,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
2044,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.k.1,her,both,27.7.k.1,her,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
2045,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.k.1,her,both,27.7.k.1,her,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
2046,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.k.1,her,both,27.7.k.1,her,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
2047,(HER/7GK.) - 2016 - TAC - Original,(HER/7GK.),Herring,"7g, 7h, 7j and 7k",TAC,15442,2016.0,Original,her.27.irls,her.27.irls,27.7.k.1,her,both,27.7.k.1,her,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
2048,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.k.2,her,both,27.7.k.2,her,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,both
2049,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.k.2,her,both,27.7.k.2,her,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,both
2050,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.k.2,her,both,27.7.k.2,her,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,both
2051,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.7.k.2,her,both,27.7.k.2,her,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,both
2052,(HER/7GK.) - 2016 - TAC - Original,(HER/7GK.),Herring,"7g, 7h, 7j and 7k",TAC,15442,2016.0,Original,her.27.irls,her.27.irls,27.7.k.2,her,both,27.7.k.2,her,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,both
2053,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.8.a,her,both,27.8.a,her,,,,,,,3.66,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,both
2054,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.8.a,her,both,27.8.a,her,,,,,,,3.66,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,both
2055,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.8.a,her,both,27.8.a,her,,,,,,,3.66,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,both
2056,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.8.a,her,both,27.8.a,her,,,,,,,3.66,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,both
2057,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.8.b,her,both,27.8.b,her,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,both
2058,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.8.b,her,both,27.8.b,her,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,both
2059,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.8.b,her,both,27.8.b,her,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,both
2060,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.8.b,her,both,27.8.b,her,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,both
2061,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.8.d.1,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2062,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.8.d.1,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2063,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.8.d.1,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2064,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.8.d.1,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2065,(HER/5B6ANB) - 2016 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.8.d.2,her,both,27.8.d.2,her,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2066,(HER/5B6ANB) - 2016 - TAC - Amendment,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,4170,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.8.d.2,her,both,27.8.d.2,her,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2067,(HER/6AS7BC) - 2016 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,0,2016.0,Original,her.27.6a7bc,her.27.6a7bc,27.8.d.2,her,both,27.8.d.2,her,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2068,(HER/6AS7BC) - 2016 - TAC - Amendment,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1630,2016.0,Amendment,her.27.6a7bc,her.27.6a7bc,27.8.d.2,her,both,27.8.d.2,her,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2069,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.6.a,her,both,27.6.a,her,0.0,,0.0,0.0,4.0,,0.0,0.0,,,0.0,1189.7053,,,,,,0.0,7.129,0.0,0.0,,,,0.0,,50.82,both
2070,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.6.a,her,both,27.6.a,her,0.0,,0.0,0.0,4.0,,0.0,0.0,,,0.0,1189.7053,,,,,,0.0,7.129,0.0,0.0,,,,0.0,,50.82,both
2071,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.6.b.1,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2072,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.6.b.1,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2073,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.6.b.2,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2074,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.6.b.2,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2075,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.a,her,both,27.7.a,her,,,,,0.0,,0.0,,,,,1988.1464,0.015,,,,,,0.0,0.0,,,,,,,5969.5758,both
2076,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.a,her,both,27.7.a,her,,,,,0.0,,0.0,,,,,1988.1464,0.015,,,,,,0.0,0.0,,,,,,,5969.5758,both
2077,(HER/07A/MM) - 2020 - TAC - Original,(HER/07A/MM),Herring,7a,TAC,8064,2020.0,Original,her.27.nirs,her.27.nirs,27.7.a,her,both,27.7.a,her,,,,,0.0,,0.0,,,,,1988.1464,0.015,,,,,,0.0,0.0,,,,,,,5969.5758,both
2078,(HER/7GK.) - 2020 - TAC - Original,(HER/7GK.),Herring,"7g, 7h, 7j and 7k",TAC,869,2020.0,Original,her.27.irls,her.27.irls,27.7.a,her,both,27.7.a,her,,,,,0.0,,0.0,,,,,1988.1464,0.015,,,,,,0.0,0.0,,,,,,,5969.5758,both
2079,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.b,her,both,27.7.b,her,,,,,,,0.0,,,,,0.0,,,,,,,0.025,,,,,,,,,both
2080,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.b,her,both,27.7.b,her,,,,,,,0.0,,,,,0.0,,,,,,,0.025,,,,,,,,,both
2081,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.c.1,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2082,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.c.1,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2083,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.c.2,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2084,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.c.2,her,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2085,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.d,her,both,27.7.d,her,27.2,,0.0,,,,6250.291,8419.608,,,,,,,,,,,14262.648,,,,,,,,3639.8577,both
2086,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.d,her,both,27.7.d,her,27.2,,0.0,,,,6250.291,8419.608,,,,,,,,,,,14262.648,,,,,,,,3639.8577,both
2087,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.e,her,both,27.7.e,her,0.0,,0.0,,,,0.491,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,11.1229,both
2088,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.e,her,both,27.7.e,her,0.0,,0.0,,,,0.491,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,11.1229,both
2089,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.f,her,both,27.7.f,her,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,,,,,,1.202,both
2090,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.f,her,both,27.7.f,her,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,,,,,,1.202,both
2091,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.g,her,both,27.7.g,her,,,0.0,,,,0.011,0.0,,,,3.037,,,,,,,0.075,,,,,,,,0.0,both
2092,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.g,her,both,27.7.g,her,,,0.0,,,,0.011,0.0,,,,3.037,,,,,,,0.075,,,,,,,,0.0,both
2093,(HER/7GK.) - 2020 - TAC - Original,(HER/7GK.),Herring,"7g, 7h, 7j and 7k",TAC,869,2020.0,Original,her.27.irls,her.27.irls,27.7.g,her,both,27.7.g,her,,,0.0,,,,0.011,0.0,,,,3.037,,,,,,,0.075,,,,,,,,0.0,both
2094,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.h,her,both,27.7.h,her,,,,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2095,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.h,her,both,27.7.h,her,,,,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2096,(HER/7GK.) - 2020 - TAC - Original,(HER/7GK.),Herring,"7g, 7h, 7j and 7k",TAC,869,2020.0,Original,her.27.irls,her.27.irls,27.7.h,her,both,27.7.h,her,,,,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2097,(HER/5B6ANB) - 2020 - TAC - Original,(HER/5B6ANB),Herring,"Union and international waters of 5b, 6b and 6aN",TAC,3480,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.j.1,her,both,27.7.j.1,her,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,both
2098,(HER/6AS7BC) - 2020 - TAC - Original,(HER/6AS7BC),Herring,"6aS, 7b, 7c",TAC,1360,2020.0,Original,her.27.6a7bc,her.27.6a7bc,27.7.j.1,her,both,27.7.j.1,her,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,both
